csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	a_comp_cor_137	a_comp_cor_138	a_comp_cor_139	a_comp_cor_140	a_comp_cor_141	a_comp_cor_142	a_comp_cor_143	a_comp_cor_144	a_comp_cor_145	a_comp_cor_146	a_comp_cor_147	a_comp_cor_148	a_comp_cor_149	a_comp_cor_150	a_comp_cor_151	a_comp_cor_152	a_comp_cor_153	a_comp_cor_154	a_comp_cor_155	a_comp_cor_156	a_comp_cor_157	a_comp_cor_158	a_comp_cor_159	a_comp_cor_160	a_comp_cor_161	a_comp_cor_162	a_comp_cor_163	a_comp_cor_164	a_comp_cor_165	a_comp_cor_166	a_comp_cor_167	a_comp_cor_168	a_comp_cor_169	a_comp_cor_170	a_comp_cor_171	a_comp_cor_172	a_comp_cor_173	a_comp_cor_174	a_comp_cor_175	a_comp_cor_176	a_comp_cor_177	a_comp_cor_178	a_comp_cor_179	a_comp_cor_180	a_comp_cor_181	a_comp_cor_182	a_comp_cor_183	a_comp_cor_184	a_comp_cor_185	a_comp_cor_186	a_comp_cor_187	a_comp_cor_188	a_comp_cor_189	a_comp_cor_190	a_comp_cor_191	a_comp_cor_192	a_comp_cor_193	a_comp_cor_194	a_comp_cor_195	a_comp_cor_196	a_comp_cor_197	a_comp_cor_198	a_comp_cor_199	a_comp_cor_200	a_comp_cor_201	a_comp_cor_202	a_comp_cor_203	a_comp_cor_204	a_comp_cor_205	a_comp_cor_206	a_comp_cor_207	a_comp_cor_208	a_comp_cor_209	a_comp_cor_210	a_comp_cor_211	a_comp_cor_212	a_comp_cor_213	a_comp_cor_214	a_comp_cor_215	a_comp_cor_216	a_comp_cor_217	a_comp_cor_218	a_comp_cor_219	a_comp_cor_220	a_comp_cor_221	a_comp_cor_222	a_comp_cor_223	a_comp_cor_224	a_comp_cor_225	a_comp_cor_226	a_comp_cor_227	a_comp_cor_228	a_comp_cor_229	a_comp_cor_230	a_comp_cor_231	a_comp_cor_232	a_comp_cor_233	a_comp_cor_234	a_comp_cor_235	a_comp_cor_236	a_comp_cor_237	a_comp_cor_238	a_comp_cor_239	a_comp_cor_240	a_comp_cor_241	a_comp_cor_242	a_comp_cor_243	a_comp_cor_244	a_comp_cor_245	a_comp_cor_246	a_comp_cor_247	a_comp_cor_248	a_comp_cor_249	a_comp_cor_250	a_comp_cor_251	a_comp_cor_252	a_comp_cor_253	a_comp_cor_254	a_comp_cor_255	a_comp_cor_256	a_comp_cor_257	a_comp_cor_258	a_comp_cor_259	a_comp_cor_260	a_comp_cor_261	a_comp_cor_262	a_comp_cor_263	a_comp_cor_264	a_comp_cor_265	a_comp_cor_266	a_comp_cor_267	a_comp_cor_268	a_comp_cor_269	a_comp_cor_270	a_comp_cor_271	a_comp_cor_272	a_comp_cor_273	a_comp_cor_274	a_comp_cor_275	a_comp_cor_276	a_comp_cor_277	a_comp_cor_278	a_comp_cor_279	a_comp_cor_280	a_comp_cor_281	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
20523.8671875	n/a	421229124.3301392	n/a	16764.84765625	n/a	281060116.9372711	n/a	16010.10546875	n/a	256323477.12049863	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0
20230.5078125	-293.359375	409273446.35162354	86059.72290039062	16778.33984375	13.4921875	281512687.9123688	182.03912353515625	15934.255859375	-75.849609375	253900509.7920265	5753.163242340088	1.229422	30.362741	0.1068813818	-0.0155749554	0.0670805544	0.15187985140000002	0.001816865	-0.012344600800000001	0.0339063535	0.0778730297	-0.0691490703	-0.0001391153	0.0175886049	-0.0451582659	0.0205801405	-0.022169604199999998	0.0479283932	0.089567134	-0.0884245463	0.0545471738	-0.0263456798	0.07146217769999999	-0.0477861114	0.0427339812	-0.05830258360000001	0.0763656165	-0.050378588099999996	-0.044810587400000004	0.010190325699999999	-0.0614523029	0.0723107462	-0.0389822909	0.0158442037	-0.1506671575	0.012160689799999999	-0.0869668064	0.0374210912	-0.0006678119999999999	0.0173585911	-0.0145662627	0.0991013218	0.0031324802	-0.0320260732	0.0063610154	0.0489519078	-0.1664550141	-0.0068033355	0.0265738388	-0.0196368041	-0.1192614706	0.030174448	-7.666699999999999e-06	0.011333886699999999	0.0611922168	-0.1464581727	0.0691534916	0.022826677599999998	0.0041138633	-0.075174801	-0.1541375355	0.0653947223	-0.09096650380000001	0.0236224855	-0.005730401800000001	0.061277323499999994	-0.0750463438	0.0077590483999999986	-0.0681750681	0.0654861712	-0.0541858095	0.0102955987	-0.0684186812	0.0332533954	-0.0082370905	0.0669946165	-0.0339512025	0.0442265025	-0.0162744846	0.0403565179	-0.0040322989	0.0705749288	-0.082087523	0.1225474578	-0.08009614400000001	0.0182871945	-0.0435396416	0.0424303611	0.010979386899999999	-0.052473800599999995	0.0784446566	0.0350867812	-0.023377940099999998	0.0688272353	0.024834018700000002	-0.060910550099999995	0.026760854	-0.0011315035	-0.01775942	0.0242467216	-0.049424054	-0.060409787699999995	0.034400901	-0.0323503463	-0.048376912	0.040989527000000005	-0.0010636962	-0.10301457480000001	0.0597471171	0.00079623	0.0634901668	-0.030516807400000002	-0.0362067422	0.049619681799999996	-0.09217240970000001	0.0219593135	0.0060270341	0.0365610812	-0.029363755800000002	-0.0026537447	0.0065324384	0.0091798937	-0.0029305684000000003	-0.014984473100000001	0.0308608613	0.0551055338	-0.0600660266	0.0059988801	0.0166896013	0.0013122732000000002	0.028048813399999997	-0.0642038655	-0.0248230198	0.0733902637	-0.10407407210000001	-0.0082794957	-0.0110882551	-0.0755138233	0.0353107312	-0.031041144500000006	-0.0290529866	0.0625647612	-0.18928653510000001	0.0599761914	-0.07372247629999999	-0.0787947505	0.12470314460000001	-0.1488238835	0.0087772465	-0.1165875308	0.0902470251	-0.0356261466	0.2859803145	-0.0825816233	-0.067565935	0.11631532900000001	-0.1275838374	0.0964685926	-0.1281664196	0.1601366631	-0.022070432	0.0465463934	-0.0433490759	0.0259825061	0.031858868900000004	-0.0498234988	0.0812979737	0.0380518374	-0.05742545650000001	0.0410015035	-0.0687532542	0.0685368435	-0.0387045958	-0.026207322999999998	0.053074005	-0.018882874299999998	0.036631281200000004	0.042642916399999994	-0.0166160988	0.033444991	-0.0868386384	0.0004318357	-0.0356673577	0.0177411575	-0.051663903399999996	0.0961756658	0.0442400337	-0.0060052262	0.0388212155	-0.0390435283	0.061076165	-0.0148501177	0.0312314231	-0.0798965615	0.0208635027	-0.049700242400000004	0.0085464645	-0.035562711600000005	0.073093258	-0.1180286955	-0.060666539299999996	0.0294390981	-0.0335141064	0.082045542	0.0406786544	-0.0350080622	0.023813381	0.0011693946	0.0406218874	-0.0566502893	0.038769479	0.0495492076	-0.0979119863	0.08286653320000001	0.039170122200000004	-0.0260991235	-0.054433835	-0.0767815216	0.0582684507	-0.022499025899999997	0.028259797799999996	-0.0698477062	0.1226559376	-0.013988985	0.014826648100000001	-0.0342573977	0.037209429599999996	-0.025531149500000003	0.0715419598	-0.0041157208	0.0058119971	-0.0709613259	0.0600657421	-0.011000858300000001	0.11094447560000001	-0.0560527984	0.0328374939	-0.09763505509999999	0.0465194214	-0.0667278227	0.0316700271	-0.0279797573	0.0915548125	-0.0644604066	0.029919234500000006	-0.0464842943	0.06312900070000001	-0.0228793627	0.0535222994	-0.0145283446	0.11114249130000001	0.0233204043	-0.0517864561	0.006481609300000001	0.0243050225	-0.0481266666	0.0715728962	-0.0489084999	-0.0263530134	0.0277479885	0.0789637912	-0.0893274208	0.0317296854	0.08175446809999999	-0.0517914596	0.017323608	-0.0301499228	-0.0416145283	0.08391848	0.0393164686	0.0392811655	-0.0401322826	0.066580838	0.0563435278	-0.0617322591	0.025571996200000002	0.0289167109	0.0217388469	-0.0688341257	-0.0638411375	0.056177013899999996	-0.0219227347	-0.0349700722	-0.0362737198	0.0829443576	-0.0678210613	-0.0805606875	0.0241192873	0.0160594414	0.011262681399999998	-0.06380918740000001	0.0639284678	0.0646167195	0.0646156772	0.06461394	0.0646115079	0.0	2.59818e-05	2.59818e-05	6.7505393124e-10	6.7505393124e-10	0.0326684	0.0326684	0.00106722435856	0.00106722435856	0.0554318	0.0554318	0.00307268445124	0.00307268445124	0.000197528	0.000197528	3.9017310783999995e-08	3.9017310783999995e-08	-0.0	0.0	0.0	0.0	0.00017757599999999998	0.00017757599999999998	3.1533235775999984e-08	3.1533235775999984e-08	0.0	0.0	0.0	0.0	0.0	0.0
20099.69921875	-130.80859375	403997908.68421936	17110.888198852543	16792.453125	14.11328125	281986481.95532227	199.1847076416016	15895.697265625	-38.55859375	252673191.5603981	1486.765151977539	1.392336	34.386192	0.09032223949999996	0.05580392730000002	0.0564211717	0.0685355961	0.026143460299999997	0.0404194326	-0.073136172	0.0738088764	-0.0651684172	-0.060763505	0.0525029005	-0.0294518856	-0.026246400899999998	-0.0661766394	0.018947175400000002	0.0650012782	-0.12708496589999999	-0.0886204145	-0.0057211129	-0.0177797594	-0.05888170860000001	-0.0378053053	-0.0380671933	-0.0059749089	0.074852012	-0.004255035900000001	-0.0585075041	-0.0216602459	-0.037575121	-0.0519054131	0.0839348322	-0.0776179324	0.0118090285	0.0034874093	-0.025997076299999998	-0.054444979299999995	-0.025068629199999998	0.023759671	0.0418873191	0.0327430011	0.020974128300000002	0.058346595999999994	0.0860789666	0.0034820602	-0.1234533988	-0.010545648700000002	-0.0039958846	-0.0046516312	-0.05452682	-0.0316869707	0.0483867438	0.0298843833	0.0505485669	0.0365899837	0.0744542408	-0.022813106200000002	0.0460573817	-0.1215870286	0.0558206235	-0.033715638900000004	-0.0475816661	-0.026727757	0.08190028889999999	0.0185090069	-0.056718529299999994	0.0381714061	-0.0552114625	-0.0124590323	-0.0038322278000000004	-0.0260528526	0.0040765031	-0.0425568408	0.0088089807	0.0040587811	0.0069366413	0.0253568502	0.0094303235	0.000718187	-0.06481542400000001	-0.0430430077	-0.0328343212	-0.011909699	0.0103309784	-0.0010457172000000001	-0.0377882161	-0.0004487361	-0.012110346000000001	-0.029359849599999998	0.0192750453	-0.026854431800000002	0.054780595599999996	-0.0270489077	0.0395646462	-0.0233590179	0.0169713777	0.003313671	-0.0033032757	0.026243608199999997	-0.0016110368	-0.0681539141	-0.0664750371	-0.0101545387	-0.0331273647	-0.0001829987	0.1121430917	-0.0197317175	-0.0225993368	-0.021315998399999998	-0.015146442900000001	0.0173816348	-0.0035491444	0.00610348	0.0761712178	-0.0358058151	-0.04836585400000002	0.0098410174	-0.07416392349999999	-0.0801770086	-0.000423223	-0.0377464792	-0.0361263916	0.021770443100000002	0.0240991601	0.027837306699999998	-0.0181430346	0.0678797212	-0.0880018763	-0.0035121909999999996	-0.0055081832	-0.02076528	-0.0482601016	-0.0040095079	0.023057011800000003	0.002831303	0.039554644300000004	0.029894777799999998	0.0702099184	-0.0726546638	0.060581246799999995	-0.0808814818	0.056013033899999995	-0.06350179	0.0029602233	0.0358880518	-0.20619869629999998	0.0140116675	-0.0924215791	0.0832319678	-0.034104824900000004	0.2112020593	0.020692078	-0.0034415552000000003	0.043284438099999996	-0.1848956245	-0.0916793012	-0.1446845564	0.081805704	-0.1198876241	-0.020218219	0.040283111600000004	-0.018824281	0.0074028394	0.0102500925	-0.0160084969	0.0430442117	0.0115028689	0.0125288732	-0.061804007	0.0904055106	0.0032847846	0.0642789574	0.0042233166	-0.0572537666	0.05163139480000002	-0.046885973399999996	0.1319144522	0.0248422715	-0.0883976367	-0.075764318	0.032524392400000005	-0.0245490986	0.0366960038	-0.0288854727	-0.0156509468	0.0393360555	-0.0273736542	0.0001235903	0.036222056	0.042567238099999995	0.0662727134	0.0466551675	0.021500230699999998	0.022918812900000002	0.012304138300000001	-0.0777628343	-0.0625171622	0.0008857975	-0.0340896648	-0.0366625224	0.0224468983	-0.0088912991	-0.023630891600000002	-0.0064471953	-0.0034387635	0.0370814114	0.04663687019999999	-0.10499127109999999	-0.0177076196	0.0033484812	-0.0633598125	-0.0374571242	-0.0348604683	-0.0455051257	0.027249005099999998	-0.1273691809	-0.0401917213	-0.01964457	0.0092038926	0.0074847541	0.0345541637	0.0270540771	0.0105816178	0.0231319365	0.0044900937	0.0055961662	-0.0090298906	-0.047796780899999995	0.0077586989	0.0134562548	0.0401675243	-0.052791352199999995	-0.017154468500000002	-0.0210644181	0.0464170488	-0.045703474	0.050794709	-0.0205929502	-0.0571778134	0.023597163900000002	-0.0943875507	-0.0170829148	0.0341164686	-0.011845313500000001	-0.0224747563	-0.0421713206	-0.0726349738	0.0585068824	-0.033624145099999996	0.055449915499999995	0.0195204597	-0.0009242097	0.0037038805	0.052312375599999995	-0.0018182112	-0.0058363227	0.0577289809	0.07045240009999999	0.0182767525	-0.0137650897	-0.0476807646	-0.021129822799999996	-0.0392371985	-0.0404348087	0.0503506224	-0.063145147	-0.0442052564	-0.0312521777	0.0021428657	-0.0090169692	-0.012673029099999998	-0.0923568171	-0.048002525	0.0081716261	0.022856754	0.045697584400000005	-0.0115522973	0.0734284349	-0.0485558315	0.028892335	-0.0385177491	0.0391485086	-0.06013521700000001	0.062950771	-0.08823451689999999	-0.008173251	-0.0004334403	-0.0135273704	-0.0087226839	0.0132935758	0.06461394	0.0646045594	0.06458892599999999	0.0645670414	0.0	6.44213e-05	3.843950000000001e-05	4.1501038936900016e-09	1.4775951602500008e-09	0.065162	0.0324936	0.004246086244	0.0010558340409599998	0.0913828	0.035951000000000004	0.0012924744010000002	0.008350816135840001	0.00017691400000000002	-2.061399999999996e-05	3.129856339600002e-08	4.2493699599999843e-10	0.000191183	0.000191183	3.6550939488999987e-08	3.6550939488999987e-08	0.000402563	0.0002249870000000001	1.6205696896900002e-07	5.0619150169000027e-08	0.0	0.0	0.0	0.0	0.0	0.0
19902.24609375	-197.453125	396099399.57618713	38987.736572265625	16772.330078125	-20.123046875	281311056.24957657	404.93701553344727	15862.8623046875	-32.8349609375	251630400.4974756	1078.1346597671507	1.425863	35.214191	0.1013898337	0.0510495845	-0.0646883922	0.0808019101	0.036810325299999995	-0.0100717914	0.0413035006	0.0711919575	-0.048825485599999996	-0.0002956131	-0.019031583	0.1092129124	-0.0317529938	-0.0258667825	-0.0691239364	0.0018414139000000002	-0.0710485652	0.0951617209	-0.0075196601	0.0522791519	-0.0321078381	-0.0113306743	-0.0200660096	0.0151149335	0.052143605999999995	0.0231523702	-0.0532699729	-0.0224395836	0.0226998272	-0.0520059071	-0.0037081444	0.0220630977	0.08368083030000001	0.0796174869	0.0833359634	-0.0195602074	0.0017496014999999999	-0.0128313131	0.0327915473	0.0086350636	-0.0047129101	0.0727666725	0.0528810805	0.0315922357	0.0163041172	0.0697360545	0.0241714873	0.0086089375	0.015449785800000001	0.0404906871	-0.061471468099999996	0.012046746200000001	-0.0513638222	-0.1157198319	-0.0315407137	0.0040728643	-0.0126732818	-0.0269825347	-0.0710162513	0.0361950433	-0.041241747999999995	-0.024233872599999998	0.0471916319	0.0021305312	-0.0470956583	-0.0199472912	0.0160999627	-0.06829017009999999	-0.0626234145	0.005456208000000001	0.06217835190000001	-0.0094259137	0.060382319000000004	0.000231306	-0.018439639299999998	-0.0563229802	-0.0683209455	0.049257284900000003	-0.028497456400000006	0.06766658639999999	-0.047663183600000006	-0.06630180179999999	-0.046103346600000004	0.013948936299999999	0.10004734779999999	0.0429716963	-0.13404715720000002	0.0037741326	-0.0011931646	0.013140351000000002	-0.0183125143	-0.0087338085	0.0128895324	-0.036470347599999994	-0.007875778100000001	0.0009000783	-0.0078068662	-0.039934492599999996	0.058114462699999994	0.0399630418	0.0693938587	-0.09352856130000001	-0.0631515571	0.0235186654	-0.0362519819	-0.0189923138	-0.0012389138	0.0045706578999999995	0.020180488700000002	-0.0083246065	0.08471848900000001	-0.0458312651	-0.0089978815	-0.0219226325	0.050363520999999994	0.0218325483	0.050357979500000004	0.0037948478000000003	0.13744667300000002	-0.033347190299999996	0.0305206957	-0.0051407777	0.0463392126	0.013743276799999999	-0.096859137	-0.0462806651	-0.0289200208	0.026703476299999997	0.003816779	0.0199747532	0.0335093499	-0.0477231211	0.1195435264	0.006264945	0.015801123400000002	-0.030579719900000007	-0.0504510459	-0.051093932800000005	-0.0649287357	-0.06477302780000001	0.0244375256	-0.051132642699999994	0.032145926400000004	0.0828080997	-0.1078080865	0.010452265300000001	-0.0282038823	-0.0018487318	-0.044971546200000004	0.0473892041	0.0062007827	-0.0384087829	0.0165813369	0.0319862271	0.013293633000000001	-0.0401709111	0.0689644266	-0.0673865233	-0.0020377198	-0.0434281276	0.1386812076	0.0073415773	-0.11634045	-0.007785013299999998	-0.0695750024	0.018972031	-0.0404499421	-0.0829836384	0.0391643391	-0.0003700455	-0.041197110099999996	-0.1033179952	0.0386514546	0.0014128363	-0.040644731	-0.0637473714	-0.0295648982	-0.0573089524	-0.0166136572	0.0359582746	0.0229740896	0.0814114177	0.0131480556	-0.044381899	0.0301138548	0.0128726133	-0.1168700883	-0.026639040099999997	0.0329508383	-0.0444270097	0.0456019896	0.0579316409	-0.0326961561	-0.0235058836	0.0297983077	-0.0387813732	-0.037964234900000005	0.0653034834	-0.0701956433	0.0147107408	0.0423931769	-0.0648983073	-0.028234924900000007	0.0297961404	0.0093509796	-0.052575766399999994	-0.0201991788	-0.0048919894	0.023283543599999998	0.0131558729	0.0417861718	0.0335594709	0.022016642700000002	-0.025895475699999997	-0.027297632000000002	-0.0764696041	-0.0237658614	-0.007808746	0.1025313636	0.0493639041	-0.0106560164	-0.0733222388	0.0253903276	-0.0020016077	0.0810981159	0.0454373275	0.0271663608	-0.04943632480000002	-0.0157226158	-0.040925107200000005	-0.036087178	0.0913109315	0.0436218238	0.0476187667	0.0105293009	0.0384200685	-0.0693193867	0.002857037	-0.0036320864000000002	0.0337523009	0.051150533600000006	-0.0091635839	-0.025992531099999997	0.0698628238	-0.0621552713	-0.0151325197	-0.06868890820000001	0.0217832988	-0.0777823686	-0.0124879536	-0.0136942073	-0.128929679	-0.0746010604	0.041485605099999996	-0.0237162095	-0.0577853868	-0.027255356600000002	-0.077676765	-0.0420548646	-0.0149533689	-0.035873092	-0.0052973365	-0.1144719208	-0.0675110812	0.0434363796	-0.003530411	0.0470999728	0.0099573153	5.30645e-05	0.051035267300000006	0.0178619671	-0.021570969900000004	0.0547448683	0.0024324427999999998	-0.0505631048	0.044640972699999996	-0.038657495800000004	0.0199163912	0.010250485	-0.0118621303	-0.1006056125	0.0689661477	-0.0448916866	-0.0276248839	-0.0165182767	-0.0655600672	-0.0446275173	0.0133070358	-0.0115481125	0.06460838099999999	0.06458232559999999	0.0645389076	0.0644781388	0.0	0.011393	0.011328578700000001	0.000129800449	0.00012833669536209367	0.102289	0.037127000000000014	0.010463039521	0.0013784141290000007	0.107778	0.0163952	0.00026880258304	0.011616097284	0.000445289	0.000268375	1.98282293521e-07	7.2025140625e-08	-9.85161e-05	-0.0002896991	8.392556854081001e-08	9.705421959210002e-09	0.00057527	0.00017270699999999994	3.3093557290000004e-07	2.9827707848999986e-08	0.0	0.0	0.0	0.0	0.0	0.0
