csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
38898.81640625	n/a	n/a	1513117917.8071444	23500.486328125	n/a	n/a	552272857.65839	23748.650390625	n/a	563998395.376133	n/a	n/a	n/a	n/a	-0.024153667900000002	-0.0169699049	0.007303468100000002	-0.0106592586	0.0648238229	0.0170738625	-0.0505911995	-0.047416206100000004	0.053240607599999996	-0.09333840410000001	0.0573636978	-0.1068164089	0.0698176101	-0.2248070539	0.07586654429999999	0.143554329	-0.06460584030000001	0.0981870186	-0.1109393855	0.0260152517	-0.065042318	0.1831451105	-0.0988857036	0.0386535988	-0.1298000505	0.0535796215	-0.0211138179	-0.1341934175	-0.026083069	0.059295443499999996	-0.0308265056	0.050548233399999996	-0.122065856	0.0532431198	-0.0231490516	0.137877281	-0.1180993529	0.1252913229	-0.060600552	-0.072231025	0.0367058707	0.046089787400000005	-0.08256960070000001	-0.0511451118	0.1230578501	-0.0043792003	0.0737692381	0.00028242	0.012863594099999999	-0.042859437199999996	0.0764541071	-0.07667756349999999	0.05116798980000002	-0.0451979194	0.1448722853	-0.21509115420000002	0.1568716279	-0.06595500139999999	0.0950922059	-0.1471019927	0.0059527804000000005	-0.0572290066	0.0182606534	-0.0543939762	0.0621074363	-0.0603393093	0.11476260099999999	-0.038855845800000004	0.0596973515	0.0067000267	-0.1784071153	0.1423992826	-0.051737098200000005	0.0191159004	-0.0912917736	0.029799062400000007	-0.0005166780999999999	0.0573221442	-0.09419064699999999	0.1475386816	-0.1332366969	0.014706018799999996	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	-0.075409	n/a	0.0056865172810000005	n/a	-0.0620546	n/a	n/a	0.00385077338116	-0.257569	n/a	0.066341789761	n/a	0.00694555	n/a	4.82406648025e-05	n/a	0.00265503	n/a	n/a	7.0491843009e-06	-0.00164653	n/a	2.7110610409e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38405.41015625	-493.40625	243449.7275390625	1474975529.2697904	23471.31640625	-29.169921875	850.8843421936035	550902693.8423004	23610.3203125	-138.330078125	557447225.2588501	19135.210514068604	3.0344	93.923935	1.0367604	0.04344299	-0.0238779327	0.024296916600000003	-0.0843336676	0.0402569536	0.09674131	-0.011466831200000001	-0.0690263027	0.1323495987	0.061895602699999996	-0.0311190927	0.1124020986	0.0678622622	0.0275210743	0.2601330736	0.0678917237	0.0151849727	0.051781834400000004	0.09772005789999999	0.09210193130000001	-0.09771782609999999	0.014651992800000001	-0.1089495899	-0.026533035400000002	-0.0958545344	-0.1327366151	-0.05402513019999999	0.12024503460000001	-0.09283443570000001	0.055987418399999996	-0.1094124568	-0.1420485974	-0.17578206989999998	0.0984932713	-0.052273664000000004	0.0708977071	-0.003049575	-0.0008865504	0.11579487349999999	0.015560489399999999	0.0640524577	0.057094875499999996	0.0133215188	-0.1735203857	-0.037723661	0.0658975591	0.0590001183	0.0941907782	0.0314045949	-0.12239265640000001	-0.09010231279999999	-0.10675338640000001	-0.0572553758	-0.2296076913	0.0859536279	0.0790839924	-0.0109093795	0.0283855252	-0.0334217366	-0.0318588603	-0.0596919195	-0.10043989589999999	-0.022026592400000003	-0.1795231802	0.1712874661	-0.00042419	-0.0882066436	0.013831981299999999	0.10750252240000001	0.2339574614	-0.0676242558	0.1130258586	0.1410573042	0.046993147	-0.0612002246	-0.0068466752	-0.040071833	0.0706237395	0.0154868832	-0.1303591724	-0.0430588576	-0.0439112028	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	-0.049416	0.025993	0.002441941056	0.0006756360490000001	-0.29990300000000003	-0.23784840000000004	0.056571861382560026	0.08994180940900001	-0.354524	-0.096955	0.12568726657600002	0.009400272025000005	0.0183473	0.011401749999999995	0.00033662341728999984	0.00012999990306249994	0.00438773	0.0017327000000000002	3.002249290000001e-06	1.92521745529e-05	-0.00203136	-0.0003848299999999999	4.126423449599998e-06	1.480941288999999e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38992.33984375	586.9296875	344486.4580688477	1520402566.4904938	23512.578125	41.26171875	1702.5294342041016	552841330.0842285	23756.6484375	146.328125	564378344.9829713	21411.920166015625	2.304173	71.321167	1.4442746999999998	-0.0829281566	-0.1192932068	-0.0471704267	0.08462524460000001	0.0568949533	0.0056910163	-0.0692342726	-0.035824978	0.0126611256	0.1058428535	0.0024084948	-0.1396065698	0.0219693009	-0.1204066074	-0.09755453160000001	0.027510438999999998	0.0448786438	0.0841719843	0.0389707649	-0.0715256141	0.06201836440000001	-0.07534516940000001	-0.053551392999999996	0.150272384	-0.0788585198	0.0805371475	0.0578381193	0.0588775625	0.131245751	-0.0369983059	0.0456692548	0.040846811600000005	0.0161172644	0.06414879	0.0311024871	0.0261113163	-0.047651225	0.08460735300000001	0.12019964359999999	-0.0646239294	0.0819001483	-0.023600465299999998	-0.1016998153	0.0347201612	0.0966040317	-0.0914026078	0.06063841480000001	-0.0023893997	0.048263125899999995	-0.0489860732	-0.0789525342	0.08375433040000001	0.014722043600000003	0.0820669979	0.0050941999	-0.13215474900000002	-0.0112014648	0.0150519778	0.0256376416	0.017693593799999997	-0.10922503539999999	-0.1048912583	-0.0199660747	0.0867390411	0.0726306065	-0.0351456247	0.2145074623	0.0436577312	-0.0437818965	-0.0850953552	0.060145267	0.007012959	0.0165054126	-0.0780264042	0.0920539808	-0.0494366669	-0.0023729095	0.12364973289999999	0.11883302189999999	0.061860530899999995	-0.0502222	-0.0554403553	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	-0.0534851	-0.004069099999999999	0.00286065592201	1.6557574809999994e-05	-0.217999	0.08190400000000006	0.00670826521600001	0.04752356400099999	-0.100545	0.253979	0.010109297025000002	0.064505332441	-0.00078275	-0.01913005	6.126975625000001e-07	0.00036595881300249984	0.00273822	-0.0016495100000000005	2.720883240100001e-06	7.4978487684e-06	-0.000724468	0.0013068919999999998	5.248538830240001e-07	1.7079666996639997e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38357.3046875	-635.03515625	403269.64967346186	1471282822.8897095	23465.404296875	-47.173828125	2225.370059967041	550625198.8157997	23561.6640625	-194.984375	555152013.394104	38018.90649414063	1.115097	34.515659	0.1752521	0.0440367101	-0.046144194400000005	0.029642984900000002	0.0585361058	0.0304079511	0.0230247971	0.0257282259	0.0638618208	0.0102681117	0.0448762699	-0.0029887297999999997	-0.0128765803	0.0495730236	0.056928470700000004	-0.0561167322	-0.0775584965	-0.013502765900000002	-0.0568815774	-0.0508044513	0.0479865775	0.086076977	0.10163669970000001	-0.020115235800000002	0.0845375078	-0.073172074	-0.0795576253	0.0368718955	0.0665682995	0.0610945225	0.017021556599999998	-0.0198701866	0.0380640789	0.0122226669	-0.028978871200000002	0.1882208762	-0.1111659807	-0.0231665277	-0.054134805	-0.0723371481	0.0748908281	0.009283874899999999	0.0025975634	-0.021095471	-0.021732209199999998	0.0344230069	-0.061150292	0.025135626499999997	0.0160544727	-0.0373406547	0.030646747000000002	-0.0702386482	-0.015540010900000003	-0.0273536881	0.050153956	-0.08780061480000001	-0.0555185416	0.011295825800000001	0.0034673031	-0.0079961763	-0.011996006100000001	0.1099719532	0.010679138999999999	-0.0408156421	-0.0809891472	0.1007979745	0.0314724192	0.1292499478	0.0122083504	-0.0339835136	-0.051736049000000006	0.10281614509999999	-0.09158446619999999	0.0382852801	-0.06714285240000001	0.0663555473	-0.074538618	0.0121985176	-0.1295009776	0.0316621273	-0.0075032306999999986	-0.1657523222	-0.0284086915	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	-0.0297316	0.023753500000000004	0.0008839680385599998	0.0005642287622500003	-0.14882	0.06917899999999996	0.004785734040999995	0.022147392400000004	-0.105455	-0.004909999999999985	0.011120757025	2.410809999999984e-05	-0.00036869	0.00041406	1.359323161e-07	1.714456836e-07	0.00178567	-0.00095255	9.073515025e-07	3.1886173489e-06	-0.00090605	-0.000181582	8.209266025e-07	3.2972022724e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38391.03125	33.7265625	1137.4810180664062	1473871280.4384766	23430.90234375	-34.501953125	1190.3847694396973	549007184.6423492	23508.03515625	-53.62890625	552627716.9074861	2876.059585571289	0.733287	22.697458	0.04949874999999999	0.025470944199999998	-0.073291576	0.038989288	0.0673309602	-0.013426095700000001	0.0484377783	0.0378837463	0.0575298126	0.0237413718	0.07314215660000001	-0.0170688107	-0.034920792	-0.0072109671	0.044624483099999994	-0.1019662286	-0.0599417097	-0.018001198700000002	-0.0249990613	0.0460261426	0.0341342162	0.045326625499999995	0.0725827703	0.0333550336	0.0538424416	-0.0845278293	0.0566053279	0.0431563066	-0.0477747748	-0.0439016058	-0.0633926789	-0.0016403051000000001	0.1137098907	-0.0444140339	-0.13528656349999998	0.039388882	-0.0268455688	-0.1572780742	-0.0042902352	-0.0027483984	0.0687206838	0.007167799200000002	-0.024485914700000003	-0.0595296903	-0.0239000815	0.0187302073	-0.0649421102	-0.0165568625	0.0481733127	-0.040064197	0.0214545116	-0.0727854466	0.0159459348	-0.0183480359	0.0834137191	-0.0550841942	-0.0295414997	-0.015017273999999999	0.0053889535999999995	0.017729294099999997	0.0636489895	0.038515405	0.0038950501	-0.008401218299999999	-0.0153336524	-0.0318831153	-0.0376458738	0.180390787	0.1118087278	-0.0204251007	0.0382016597	0.025204202999999998	-0.023007912999999998	-0.026356406699999998	-0.0399826493	-0.1202136617	-0.026084297000000003	0.0548505904	-0.07638527269999999	0.0654340154	-0.025978256800000002	-0.0518896518	0.0413910428	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	-0.0297398	-8.199999999999874e-06	0.0008844557040399998	6.723999999999794e-11	-0.13433699999999998	0.014483000000000025	0.0002097572890000007	0.018046429569	-0.08209069999999999	0.023364300000000005	0.006738883026489998	0.0005458905144900002	-0.00036869	0.0	1.359323161e-07	0.0	0.00156717	-0.00021849999999999994	4.7742249999999985e-08	2.4560218089e-06	-0.000891685	1.4365000000000016e-05	7.951021392250002e-07	2.0635322500000045e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38381.7890625	-9.2421875	85.41802978515625	1473161731.6382446	23394.296875	-36.60546875	1339.9603424072266	547293126.2756348	23481.744140625	-26.291015625	551392307.8857765	691.2175025939941	0.913772	28.284019	0.08878864999999997	-0.0398266487	-0.0013351959	0.0926888385	0.0720077612	-0.06091025	0.0942441265	0.0253199414	0.0048620085	-0.0204352241	0.06768802	0.020372548100000002	-0.058211284	-0.048060917	-0.0309958792	0.0054785264	0.0110078077	0.0711200831	-0.0327506355	-0.06839525169999999	0.006869196899999999	0.066498444	-0.0561643572	-0.0199630356	0.0860416333	-0.045619519299999994	0.0766520808	0.06482534870000001	0.0873921456	-0.010830086200000002	-0.0287197668	-0.042584959900000004	-0.034893208700000004	0.045772694	0.058410352699999994	0.070002048	-0.0159825112	0.0330671009	-0.0709815117	0.0390155867	-0.004584109	-0.0138634875	-0.0890536278	0.0160447123	-0.0658933439	0.0600061758	-0.068462725	-0.054247245300000003	0.10403595800000001	-0.0185261829	0.0092212435	-0.053482154299999994	0.0472374642	0.0175721042	0.09205468	0.017228573400000002	-0.0155246253	0.028311717900000002	0.0158188045	-0.0365790243	-0.0675537229	-0.0334566817	-0.0133661896	-0.07756301639999999	0.0080409453	-0.0288226113	0.0321637071	0.1183363685	-0.0158679959	-0.014561661799999999	0.037249405299999996	0.0812356724	-0.023612262999999998	0.0354453948	0.0223943523	0.0437640034	-0.0552994007	0.1291071765	0.0524234369	0.014985476000000001	-0.0820617245	0.0180604237	-0.08581751550000001	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	-0.029759	-1.9200000000000467e-05	0.0008855980809999998	3.6864000000001787e-10	-0.16700299999999998	-0.032666	0.001067067556	0.027890002009	-0.0343481	0.04774259999999999	0.0011797919736099998	0.0022793558547599987	-0.00036869	0.0	1.359323161e-07	0.0	0.00156717	0.0	0.0	2.4560218089e-06	-0.000724468	0.000167217	5.248538830240001e-07	2.7961525089e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38680.21484375	298.42578125	89057.94691467285	1496159020.3586578	23448.74609375	54.44921875	2964.717422485352	549843693.3691559	23691.466796875	209.72265625	561285598.9874307	43983.592544555664	0.961714	29.767992	0.20902182	-0.1128493877	-0.0280474901	-0.0013932710999999998	0.08663203539999999	-0.044626531799999994	0.0472560514	-0.03825673	-0.0760673209	-0.1259039992	0.048830106399999997	0.07964881089999999	-0.0962560975	0.0237055374	-0.0040140254	-0.12684982949999998	0.0082145731	0.0273891411	0.0120866425	0.0691207645	-0.0358509635	0.0305165157	0.0159348863	0.0605617998	-0.0662760482	0.0005951591000000001	0.0973175005	-0.056929092199999996	-0.0841391164	-0.11458974570000001	0.0281606557	0.027521496	-0.14147345220000002	0.059384475199999995	-0.0686272195	0.0059097823	-0.0080345561	0.2058362945	-0.0135562068	-0.028778353	-0.1018646795	0.0590981627	-0.057523025599999986	0.0607624159	0.038067878799999996	0.1061690302	-0.078400713	-0.0402500488	0.0554025035	0.0572750765	-0.00042124059999999996	0.0205733588	0.1337455173	0.1329464654	0.0781957804	-0.097567446	-0.0537722929	-0.0266968788	0.0281659772	0.0469610836	0.0798595411	-0.0125920812	0.06873740769999999	-0.036932984599999996	0.0679052114	-0.06994633230000001	0.09936800720000001	-0.0325194728	-0.0225065871	0.0985634943	0.0453153439	-0.037667395299999996	0.0187897291	-0.13166770519999998	0.06536126889999999	-0.022319548300000002	0.0394914274	-0.026456733	0.0664161667	-0.0530268273	0.029530943100000002	0.0985894452	-0.09813493109999999	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	-0.0127161	0.0170429	0.00016169919921000002	0.00029046044041	-0.0898	0.07720299999999998	0.005960303208999997	0.008064040000000001	0.00262182	0.03696992	6.8739401124e-06	0.0013667749848063995	-0.00179283	-0.00142414	3.2142394089e-06	2.0281747396e-06	0.00143519	-0.00013198000000000007	1.7418720400000022e-08	2.0597703361e-06	-0.000724468	0.0	5.248538830240001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38616.0625	-64.15234375	4115.523208618164	1491200283.0039062	23527.29296875	78.546875	6169.611572265625	553533514.4373932	23901.841796875	210.375	571298041.2828407	44257.640625	1.7681099999999998	54.728394	0.25580907	-0.12357214789999996	-0.0372448473	-0.0873641845	0.0779027526	0.0579700985	-0.0167057901	-0.0884592142	-0.0985641325	-0.1074856626	0.0724551702	0.0479826079	0.0094314965	-0.0035506591	-0.1304651389	-0.0540067074	0.0006551957	-0.026863730099999997	-0.1513748749	-0.0044585088	0.0188499206	-0.0151118395	-0.076774734	0.0497026185	-0.0159065274	-0.0860656127	-0.1064772347	-0.032199819500000004	0.14352149919999999	0.0028789298	-0.1065213203	0.034072364300000005	0.14590301949999998	0.008098579	0.0118048179	-0.0444067435	-0.0076670355000000015	0.0088731037	-0.0461461665	-0.0921635164	-0.0980225916	0.1198879475	-0.0069299266000000005	0.0217827125	0.07575469209999999	0.090495656	-0.0806133488	0.0484034613	-0.0240683704	0.11302849720000001	-0.0023732479999999997	0.0043162458	0.1437532505	0.1087655765	0.009325868900000001	0.0506693844	-0.1230238481	0.0257115728	0.0394731268	-0.16496107599999998	0.0079599696	-0.0516245086	0.0993127958	0.0845279247	-0.0686592843	0.014312394099999999	0.0075812206000000016	0.0387783323	0.053644107	0.0651466181	-0.0267938242	0.13181436859999998	-0.059234082	0.0409138988	0.0133176689	0.0212935037	-0.0124882026	0.1013213206	0.0033633916999999997	-0.0779446935	-0.0145396176	0.0884937136	-0.0006585950999999999	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	-0.0129204	-0.000204300000000001	0.00016693673616	4.173849000000042e-08	-0.17873	-0.08893	0.0079085449	0.031944412900000003	-0.0986838	-0.10130562	0.00973849238244	0.0102628286435844	-0.00143601	0.00035682000000000015	2.0621247201e-06	1.2732051240000007e-07	0.0007219989999999998	-0.0007131910000000003	5.086414024810004e-07	5.212825560009996e-07	-0.000487096	0.0002373720000000001	2.37262513216e-07	5.6345466384000026e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38533.58984375	-82.47265625	6801.739028930664	1484837546.2463534	23527.54296875	0.25	0.0625	553545278.1463777	23750.857421875	-150.984375	564103228.2742348	22796.281494140625	2.269984	70.262924	0.6014811999999999	0.10205153939999999	-0.041742334	-0.0807319026	-0.0106814763	0.09949013779999999	-0.015613596799999999	0.004853033400000001	0.005744173000000001	0.0498714147	-0.09674292609999999	0.026999995	-0.0337741079	-0.0217548256	0.20388872170000005	-0.0165888148	-0.1022142953	-0.1807710108	0.11704399289999999	0.070282572	0.1427790838	-0.0668073037	-0.0405756335	-0.0517224288	-0.046944187699999994	0.09412180869999999	-0.192194311	0.0627695521	0.06006073570000001	-0.0818507342	0.0417121497	0.0821536758	0.0068662687	0.03880901	-0.1637935927	-0.055451940199999994	-0.0633706901	0.037934358	0.0472482655	-0.0446734395	0.0667699395	0.038750422400000005	0.0794709439	8.312610000000001e-05	0.0192187464	0.0086849023	0.0031307112	0.0917808575	-0.034341508300000004	-0.0313236301	-0.0087946782	0.0272416808	-0.1577059646	0.0047445242	0.0574675788	-0.0440698535	0.09607608960000001	-0.0386602878	-0.1214959868	0.0626020125	0.0998059808	0.09030652310000001	-0.0771283855	-0.0469373759	-0.1164701224	0.0808857337	-0.0881968103	-0.1875815844	0.0572486867	0.010486508	-0.012835036299999998	0.026741336400000003	-0.1733655243	-0.0467348788	0.059331644100000004	-0.026290978599999997	0.029001118	-0.0715371392	-0.1460649659	0.0185955532	-0.0632717019	-0.0628737869	-0.0506544829	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	-0.0281228	-0.0152024	0.0007908918798400001	0.00023111296576	-0.187578	-0.008847999999999995	7.82871039999999e-05	0.035185506084	-0.211389	-0.1127052	0.044685309321	0.012702462107039998	0.00667383	0.00810984	4.45400068689e-05	6.57695048256e-05	0.000518861	-0.00020313799999999973	4.1265047043999885e-08	2.69216737321e-07	-0.00146863	-0.0009815339999999998	2.1568740769e-06	9.63408993156e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38462.140625	-71.44921875	5104.9908599853525	1479336261.4572756	23570.037109375	42.494140625	1805.7519874572754	555546649.3373146	23728.94921875	-21.908203125	563063031.0260162	479.96936416625977	1.603694	49.639225	0.7979246999999999	0.0120932925	-0.07688515530000001	-0.0471434561	0.0836542899	0.1318190194	-0.0675205137	-0.0253066048	0.059452270099999996	0.0104574726	-0.007449058699999999	-0.0763017297	-0.0059825921	-0.0415912866	0.0079144156	-0.057862626500000014	-0.023427268900000003	0.0206433907	0.0498034043	-0.1107084357	-0.0108882956	-0.0856251722	-0.0093868166	-0.1206175328	-0.0221743424	0.0330786422	-0.23786112199999998	-0.0536546821	0.0605623804	-0.014202321100000003	0.0040229166999999995	-0.0364097361	0.21501197219999998	0.0436688017	-0.0829595949	0.0180218017	0.060497622599999995	0.0183790355	0.010534287199999999	0.0240188571	0.0660347897	0.0445652421	-0.013241671200000001	-0.090750015	0.0431313029	0.010945356000000002	-0.0920150578	0.11468615089999999	-0.09260292710000001	0.0222708791	0.0497700534	-0.0078450685	-0.0203341384	-0.08323576769999999	0.08402273789999999	0.024433444500000002	-0.024111822	0.0173045379	0.07017710419999999	0.0856272419	-0.0994585665	0.07402730440000001	-0.0496854492	0.0963919645	-0.0835038161	0.06800168200000001	-0.1484896078	-0.1739443873	0.0909859997	-0.07428248230000001	0.0031215978999999997	0.1574071538	-0.2073268284	0.0067529190000000005	0.1599827681	-0.0436522436	0.0345485533	0.1255745226	0.11021968060000001	-0.1583478132	-0.0672843108	-0.1418339742	0.0739992456	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	-0.0119607	0.016162100000000002	0.00014305834449000005	0.00026121347640999993	-0.339505	-0.151927	0.023081813328999997	0.115263645025	-0.0731706	0.1382184	0.00535393670436	0.019104326098560002	-0.00102034	-0.00769417	1.0410937156e-06	5.92002519889e-05	0.0007879519999999999	0.00026909099999999984	7.240996628099992e-08	6.208683543039997e-07	0.0004004530000000001	0.001869083	1.6036260520900007e-07	3.4934712608890005e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
