csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
32390.19921875	n/a	1049125005.4303132	n/a	18765.4765625	n/a	352143110.6177368	n/a	19451.32421875	n/a	378354013.8629303	n/a	n/a	n/a	n/a	-0.0395064039	-0.0727319075	-0.0383983117	0.0167970999	-0.0256389895	0.0254876794	-0.1108971123	-0.0030946179	0.2851531828	-0.23657439289999999	0.0480107845	-0.19715164710000002	-0.0275777881	0.20746327829999997	-0.0236425267	0.024415521000000003	-0.0606178941	0.08555601310000001	-0.0421404437	0.045720961799999994	-0.047957480700000006	0.0540539014	-0.134585386	0.1283534917	-0.0843929674	0.1025665516	-0.034593972	-0.0800520104	0.0827629625	0.0075814407	0.030660386	-0.11853696179999999	0.00022651580000000002	0.0571582659	-0.1616514476	-0.09601574199999999	0.1414967866	0.06992410190000001	-0.086721158	-0.0025061632	-0.025521760499999997	-0.0865671676	0.053474571500000005	0.0267111017	-0.0489072047	-0.015379643500000003	-0.0204382854	-0.06255037150000001	0.049641284199999997	-0.0133828122	0.1462186244	-0.2322534999	-0.025069663199999998	0.030850486200000006	-0.047314505599999994	-0.1091014602	0.1728322985	-0.12297196880000001	0.0827715771	-0.0029324608000000003	-0.1099413911	0.1675713309	-0.1216785405	0.1220946308	-0.0503034883	0.022122025	-0.2087469378	0.0247027629	-0.0150749115	0.0460881227	-0.080185728	0.0413613876	-0.0096459511	0.0526320208	0.0374610971	-0.035991141000000004	-0.0932884191	0.08484036390000001	-0.10849868160000001	0.0841754423	0.03787547	0.039806878399999995	-0.1603946146	0.17050265050000002	0.0569560083	-0.12815882369999998	-0.0050769716	-0.0106205546	0.0079926705	0.0692984389	0.0043186341	-0.1563669699	-0.1465385948	0.0954358956	0.048676158399999996	0.0945807049	-0.11385963439999999	0.1217078847	0.1216831682	0.1216419777	-0.0168337	n/a	0.00028337345569	n/a	0.0294838	n/a	0.0008692944624399999	n/a	-0.110547	n/a	n/a	0.012220639209	0.0018804	n/a	3.5359041600000006e-06	n/a	0.000485794	n/a	2.35995810436e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32497.966796875	107.767578125	1056117845.9307901	11613.85089492798	18784.6015625	19.125	352861255.86187744	365.765625	19458.482421875	7.158203125	378632538.1624184	51.23987197875977	1.3750730000000002	27.47444	0.10084425	0.0120914681	0.1547081475	0.1269795642	-0.1004588776	0.047617930499999996	-0.01603285	-0.0313327204	-0.0957287567	0.0626774549	-0.0639417524	-0.0350455389	-0.2596460069	0.0312868657	0.1466783284	-0.0158847783	0.1620012531	0.015583612	0.0039760839	-0.11416900630000001	0.13831753230000002	0.0943661964	-0.17528258019999998	0.1220806783	-0.0415304367	-0.0894990789	0.09941335550000001	0.0365780896	-0.0621360526	0.21147226440000005	0.030849930499999997	-0.0027498509	0.011593209299999999	0.0740053695	-0.013612145700000002	0.013097599	-0.0666572929	-0.009449323	-0.0169782039	-0.0006071952	0.0142766324	0.029059099900000007	0.003131033	0.0431450711	0.07162113519999999	-0.0483535362	-0.0306588947	0.0214206186	0.1384652851	0.011612726100000002	-0.0400825298	0.13166155699999998	-0.1235858048	0.020564405900000002	-0.1293993376	0.0646130471	0.0344312973	0.0350703637	-0.0811366326	-0.0368348566	0.0278960965	-0.1987098879	0.1342853095	-0.047166762800000005	0.0173425774	-0.051991535199999994	0.10817952509999999	-0.0866951064	0.11631361779999999	0.0876639427	0.0729028539	0.1628134441	-0.10072585449999999	0.11894332490000001	0.1329359177	-0.1272253494	-0.0958342068	-0.1088562649	0.138594352	-0.022513247099999998	0.0057375988	0.015684091299999998	-0.19468088030000005	-0.0620567255	0.08919559369999999	0.0378814602	0.0714389337	-0.0071778887	-0.09385273220000001	-0.0326659153	-0.1585061788	-0.0113711803	0.036789274500000003	-0.0109157409	0.0119471912	-0.0548885908	0.0437542105	-0.0386364615	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0191838	-0.0023501000000000012	0.00036801818244	5.522970010000004e-06	-0.0121383	-0.0416221	0.00014733832689	0.0017323992084099995	-0.0733343	0.037212699999999994	0.0013847850412900002	0.005377919556490001	0.00165014	-0.0002302600000000001	2.7229620196e-06	5.301966760000007e-08	0.000648721	0.00016292700000000002	4.20838935841e-07	2.6545207328999998e-08	4.235169999999998e-22	4.235169999999998e-22	1.7936664928899987e-43	1.7936664928899987e-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32231.869140625	-266.09765625	1038893388.2983742	70807.96266174316	18750.69921875	-33.90234375	351588721.19203186	1149.368911743164	19395.662109375	-62.8203125	376191708.66104513	3946.3916625976562	1.397685	27.926228	0.080249	0.1251311037	-0.0975896084	0.0372921038	0.1790443547	0.2073059923	0.043499323799999996	-0.0778447738	0.0565622988	0.157816459	-0.047388344699999994	0.2782332052	-0.06648146070000001	-0.0239288827	-0.0015932491	-0.07045048940000001	-0.052574328200000006	-0.0283289555	-0.069455349	0.10820114269999999	-0.2426572765	0.0492399373	-0.10927548039999999	-0.0486992703	-0.0043602707	-0.0107416175	-0.1489048138	0.0396844284	-0.1168962762	0.0576527503	0.1677487359	-0.0172366537	-0.05802659650000001	0.0636155133	-0.09212752980000001	0.0060717612	0.058415944299999994	0.0587722126	0.1576805079	-0.0050176138	-0.0706568227	0.14599332140000001	0.0647613946	0.0849602818	0.0083983456	-0.0018408646	0.0366788504	-0.1763951561	-0.043531222599999995	0.0231705112	0.0348313471	0.0313162213	-0.19920103879999998	0.14434243160000002	-0.0851296902	-0.2342167809	-0.0525202769	0.0991905702	-0.04464462190000002	0.20654904579999997	-0.06869316290000001	-0.0055760666	0.1064675725	0.09669327009999999	0.0486637485	0.10908192650000001	-0.0114600299	0.053186830899999996	0.0266775907	-0.17054193969999998	-0.0958297189	0.0675163785	0.091759227	0.0503235319	0.020207856899999998	0.013147709099999998	-0.091166401	0.169863597	0.0350825471	-0.11079868289999999	-0.0911431339	0.2690428357	-0.009850729	-0.173569024	-0.0512412185	0.0410939711	-0.0058437931	-0.049883844100000005	0.0643612048	-0.031021117999999997	0.0421215484	-0.092402284	-0.0070900562	-0.0202006304	0.0662374056	0.17134704039999998	-0.04390649889999999	-0.0423294392	0.1215101995	0.120893123	0.1198669825	-0.016848499999999995	0.002335300000000005	0.0002838719522499998	5.453626090000026e-06	0.0390812	0.0512195	0.0015273401934399998	0.00262343718025	-0.0775309	-0.004196599999999996	1.7611451559999955e-05	0.006011040454810001	0.00131539	-0.00033475	1.7302508521e-06	1.1205756249999997e-07	0.000533519	-0.000115202	2.84642523361e-07	1.3271500804000003e-08	0.0	-4.235169999999998e-22	1.7936664928899987e-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32339.27734375	107.408203125	1045828859.115982	11536.52209854126	18768.578125	17.87890625	352259524.8342285	319.65528869628906	19447.826171875	52.1640625	378217942.8114662	2721.0894165039067	1.4136240000000002	28.244703	0.105112755	-0.058399331	-0.0469954145	-0.06145038570000001	-0.0249562646	0.0820831802	-0.07690041639999999	-0.0811548885	0.0150356358	0.11177700119999999	-0.1382166124	0.0137018778	-0.0784464267	0.10904052369999999	0.0698403641	0.019324646799999998	0.1330201404	-0.0197658663	-0.0856412842	0.0645793659	-0.0844245681	0.0023302024	-0.0891356417	-0.0346903202	-0.09784489449999999	-0.0040105385999999995	0.0428857112	0.0765260349	0.11827838619999999	0.0042319228	-0.0191687001	-0.0640838036	0.1076327349	0.0516384612	-0.0019778163	-0.0897790884	-0.012826720900000001	-0.2829949566	-0.0647529137	-0.0531574055	0.0565457025	-0.21872857989999997	0.0277914135	0.0397711609	-0.0929417269	0.1223232324	-0.0179006055	0.043727603399999995	-0.0645270609	-0.0064743506000000004	0.0017648991	0.1348397508	-0.14867209439999998	0.0837273855	-0.0373823271	0.0103172111	-0.1561480924	0.0232100963	0.0026755062	0.0117264817	0.1047369252	-0.0168561999	0.062716902	-0.005063389000000001	-0.0225836537	0.1155632333	0.039052867000000005	-0.1225520958	0.0946155375	0.0344626897	-0.1100737867	0.116295539	-0.0501224984	0.1942057298	-0.042521027	0.1254310313	0.07987599990000001	-0.024278168399999998	0.0043383728	-0.025601276200000002	0.1230697291	-0.1044263616	0.0328507762	-0.0096785537	-0.005872131700000001	-0.046410330300000004	0.1409961221	-0.1639864345	-0.030643773500000002	0.0711175734	-0.1308062734	-0.0400667543	-0.0714776069	0.0222748482	-0.0705422369	0.0024025716000000003	0.046245757400000004	0.0198445095	0.1213126213	0.12010478890000001	0.1181006348	-0.0168792	-3.070000000000503e-05	0.00028490739264000004	9.424900000003089e-10	0.00441187	-0.03466933	1.94645968969e-05	0.0012019624426489	-0.053677599999999985	0.023853300000000008	0.0005689799208900004	0.002881284741759999	0.00177275	0.00045736	3.1426425625e-06	2.091781696e-07	5.96905e-05	-0.0004738285	3.5629557902500004e-09	2.2451344741224998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32329.833984375	-9.443359375	1045218165.4572488	89.17703628540039	18770.392578125	1.814453125	352327637.53693014	3.2922401428222656	19387.330078125	-60.49609375	375868567.5581703	3659.777359008789	1.509699	30.16431	0.11638419	-0.0212609894	0.1286875118	0.056779602699999994	-0.098347467	0.1112737206	0.0686599352	-0.0317045823	0.0580784284	-0.0397771258	-0.0579437658	-0.028019733300000002	-0.0941935807	-0.0630166472	0.2586402627	-0.055290381799999996	-0.0009217538	0.0186940134	0.0818353166	-0.011961000500000001	-0.0473571972	0.1189524809	-0.0902104898	0.0398450298	0.0633864847	-0.089851234	-0.09545489369999999	0.1071044742	0.0256391818	-0.24515192379999998	-0.0060894766	-0.0262191325	0.0403782302	0.0900002028	-0.056969801699999996	0.0204306796	0.1078092742	-0.170470278	-0.0569171051	8.47093e-05	-0.038589113599999995	0.0787123782	0.0007825823	-0.15173984140000002	-0.0223183273	0.0441814804	0.0793705722	0.048055973200000004	0.1009711275	0.0642459208	0.022965889500000003	0.024088204900000004	-0.1314481524	0.1035011871	-0.061114631600000004	0.0193316253	0.0825339567	0.1375557683	0.0373127747	0.012076093100000001	0.023049558900000003	-0.05396784809999999	0.1051753534	-0.19400867940000002	-0.0164339214	-0.1402825582	0.0030522074	-0.0726904417	-0.032983803799999996	0.0132108718	-0.0682836044	-0.028784715	0.0270285741	0.226952908	-0.014118583	-0.0818198904	0.0312888276	0.1000748108	-0.1470114873	-0.0639077769	0.0518123225	0.0321346473	-0.0128782831	0.10697296869999999	-0.1996750738	-0.035595196	0.1211334437	0.044538778099999995	-0.0071131676	0.1126401908	0.0116603101	-0.09858689720000001	0.048200950599999993	-0.0657148318	-0.0083267536	-0.0411867547	0.0167834904	-0.046415947199999995	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0168821	-2.900000000000125e-06	0.00028500530041	8.410000000000724e-12	0.0909071	0.08649523	0.008264100830410001	0.007481424812752902	-0.0545054	-0.0008278000000000035	6.852528400000059e-07	0.00297083862916	0.00131539	-0.00045736	1.7302508521e-06	2.091781696e-07	-0.0	-5.96905e-05	0.0	3.5629557902500004e-09	-6.41147e-05	-6.41147e-05	4.1106947560900005e-09	4.1106947560900005e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32316.48828125	-13.345703125	1044355414.8321686	178.10779190063477	18746.279296875	-24.11328125	351422987.47644424	581.4503326416017	19400.3984375	13.068359375	376375459.5337525	170.78201675415042	1.312418	26.222559000000004	0.091466765	0.1314841596	-0.047791820199999994	0.0177432974	0.12480263230000001	0.09076378630000001	0.0219010798	0.0511511171	0.030792192200000002	0.19410215379999998	-0.03532416	0.0136706618	0.0957784117	-0.0673093015	-0.1376792789	-0.19343824199999998	0.027830712200000003	-0.0135886079	-0.0219481525	-0.0015156343	0.0950491846	0.02128784	0.09178062320000001	0.029346070800000002	-0.08632065550000001	-0.0350776524	-0.1411372774	-0.0738631235	-0.0321839361	-0.050036587599999995	0.056998702199999994	-0.13667296939999998	-0.17271015420000002	-0.0811369713	0.11344461089999999	0.012073099399999999	0.0404059248	-0.0551340991	-0.0748893516	-0.053115170999999996	0.042986499299999995	-0.0804601039	-0.1371639729	-0.0166281582	-0.0834021505	-0.0107878351	0.1258525786	-0.14569159	0.0140301692	-0.0323560123	0.0184366189	0.0299977336	-0.1068527534	0.0766879683	0.0197600229	-0.1328430099	-0.0200605649	-0.0689626602	-0.0954036353	0.1312355454	0.0176001572	0.196821314	-0.042029863	0.0228793319	0.1659574288	0.0655389769	0.1010835136	0.0190966754	-0.0623065746	0.0282158317	0.07922550190000001	-0.010619509499999999	-0.0985498604	-0.0054504852	-0.0356832818	-0.0548286193	0.0552973658	0.006398103499999999	0.0638334866	-0.2127578698	0.049806964599999996	-0.0902014709	0.1316606143	0.060261381100000004	0.0757526838	-0.1358477252	-0.0069444503	-0.0932313767	-0.0203040546	0.021927326299999998	0.1233299665	-0.0550696434	-0.025021913399999998	-0.0672922212	-0.051722202	0.0302501948	-0.1638139153	-0.0465603957	0.1207205288	0.11775003070000001	0.11285322490000001	-0.019511	-0.0026289	0.000380679121	6.9111152100000005e-06	0.0258087	-0.0650984	0.00066608899569	0.00423780168256	-0.061124	-0.006618600000000002	4.380586596000003e-05	0.003736143376	0.00155256	0.0002371699999999999	2.4104425536e-06	5.624960889999994e-08	3.67246e-23	3.67246e-23	1.3486962451599996e-45	1.3486962451599996e-45	-0.000169362	-0.0001052473	1.107699415729e-08	2.8683487044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32295.01953125	-21.46875	1042968286.523819	460.9072265625	18742.041015625	-4.23828125	351264101.43136984	17.963027954101562	19405.18359375	4.78515625	376561150.30714417	22.897720336914066	1.277526	25.52541	0.0911609	-0.11118124050000001	-0.0694843476	-0.11293946769999999	-0.041832293	-0.1002474377	0.006327347099999999	0.0304598729	-0.0559189943	0.0423143069	-0.12470736550000001	0.072328828	0.0036613289	-0.030093616200000006	0.021535930699999997	-0.011147123799999999	-0.1179182162	0.0339747662	-0.24132619800000002	-0.1068204202	0.0473628113	-0.0181525335	0.014359263200000003	0.1613598642	-0.0946264302	-0.1042219474	0.015013815	-0.0215277948	0.11534737949999999	-0.0318472488	0.0275633975	-0.04801488190000002	0.1748944816	-0.0226520609	-0.0024325402	0.041622101200000004	-0.0626902483	-0.0289814885	-0.00022768930000000002	0.0046921656	-0.0542790608	-0.060657893899999996	0.0966723878	0.1351326644	0.1350974767	0.08514866060000001	0.0312993869	0.0983414743	-0.08671130980000001	-0.019961061699999998	-0.0439388037	0.0291285754	-0.0799281845	-0.052156822199999994	0.1213592098	0.0406101267	-0.0450599594	-0.0230051169	-0.0335893387	0.0255175281	-0.0637502878	0.0051742297	0.0378527868	-0.1360555451	-0.0072497485	0.1402908968	-0.20901200039999998	0.018039096	-0.0994774386	-0.023262630899999998	0.1442184096	0.07076402379999999	-0.1204934858	0.10888414460000001	-0.014402241299999997	0.0782639534	0.07567972740000001	0.0171385077	0.0254742592	0.0485344858	-0.12592876460000002	-0.0894701807	-0.0617637584	0.0651212337	0.0396566581	-0.0897893333	0.05904653150000001	0.0302160423	0.0291168912	0.0408354437	-0.1140556811	-0.0750892567	-0.0049041921	-0.01799866	0.0052028239	0.07333170509999999	-0.0589267261	0.112542844	0.120326335	0.1161887065	0.1093977275	-0.016869799999999997	0.0026412000000000037	0.00028459015203999993	6.975937440000017e-06	0.0395945	0.013785799999999996	0.0015677244302499998	0.00019004828163999996	-0.0183025	0.0428215	0.00183368086225	0.00033498150625	0.00131539	-0.0002371699999999999	1.7302508521e-06	5.624960889999994e-08	0.000231716	0.000231716	5.369230465599999e-08	5.369230465599999e-08	0.0	0.000169362	2.8683487044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32253.05078125	-41.96875	1040259284.6978912	1761.3759765625	18764.9453125	22.904296875	352123172.58111566	524.6068153381349	19409.77734375	4.59375	376739456.5339508	21.1025390625	1.387776	27.728235	0.045345915	0.0157080859	0.1189424414	0.0741101413	0.0007162176	-0.0848952427	0.19392471949999998	-0.0811690168	0.11650994769999999	0.064900844	0.0284443568	0.0348012861	0.1276867164	-0.110493845	-0.0316035763	-0.1952495957	0.0174681136	0.13042346230000001	-0.041474552799999995	-0.1646101794	0.07274632610000001	0.0230611683	-0.0641391701	0.0698132994	0.0998977568	0.1476803752	-0.0818223034	0.1414921931	0.0354182881	-0.0144892393	-0.09671023	0.0256606561	0.037645777400000004	-0.0043816428	0.0676935915	0.06012272990000001	0.0329974354	0.005943627900000001	-0.025319547400000003	-0.019670996	-0.0116692794	-0.0087224851	0.0625260372	0.0271660417	0.060066538499999995	0.1042228671	-0.039431194100000004	-0.0286893421	0.10534903539999999	0.1401996618	0.1264252793	-0.1026975666	0.0130647825	-0.091485976	0.0420688542	-0.0662161112	0.0635289736	0.2071396426	-0.016545494299999998	0.076375818	-0.0406764284	0.1675596738	-0.009083774499999999	-0.0580016982	0.1519334335	0.0763782084	-0.0018123718	0.0274094941	-0.0298316783	0.1038747574	-0.0777700457	-0.012262286399999999	0.1081341373	0.015130614099999997	-0.0153696997	-0.0399809679	0.04623218230000002	-0.2263725087	0.0088966793	-0.008861589599999999	-0.056548145999999994	0.0025286662	0.0066772992	-0.0029202164000000004	-0.0371493287	0.0827645806	-0.0080778287	-0.044578315099999995	0.21288705579999997	0.09904838699999999	0.0565576994	-0.0600352042	0.076470845	0.17127918879999998	-0.023971506400000002	-0.0320988093	-0.049067093799999996	0.0714776604	0.1198669825	0.1143757435	0.10540925529999999	-0.0195338	-0.002664000000000003	0.00038156934243999997	7.096896000000017e-06	0.0537784	0.0141839	0.00289211630656	0.00020118301921	-0.0401924	-0.021889900000000004	0.0004791677220100002	0.0016154290177600005	0.00131539	0.0	1.7302508521e-06	0.0	0.000189831	-4.1885e-05	3.6035808560999984e-08	1.7543532249999996e-09	-9.02773e-05	-9.02773e-05	8.149990895290001e-09	8.149990895290001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32300.66015625	47.609375	1043332646.5295564	2266.652587890625	18707.96875	-56.9765625	349988094.75097656	3246.3286743164062	19430.052734375	20.275390625	377526949.26059335	411.0914649963379	1.336298	26.699705	0.070671715	0.06186061950000001	-0.0745240191	-0.0964971065	0.0946420874	-0.0118189624	0.0208282817	0.116059115	0.0488521986	0.0635780465	-0.0128517325	-0.0511276859	-0.17695066629999998	-0.0676274833	-0.0644271271	-0.101193381	0.0630537051	-0.03938005	-0.06486276860000001	0.0456205109	0.0698523633	0.011066278	0.16835689690000002	0.0333422003	-0.013794289199999999	0.2008777245	-0.08365351830000001	-0.08464478689999999	0.023090946400000003	0.004938677	0.0451941746	0.0654994099	0.028136611000000002	-0.0810492341	0.0632685174	0.052463942199999995	-0.08963862550000001	0.09347389810000001	-0.0763381683	-0.0783721359	-0.0609714854	0.09175571630000001	-0.0584270854	-0.1036910977	0.1176686814	-0.0249827167	0.0301547095	-0.048934787199999996	-0.055160935999999994	-0.096884501	0.034007418399999996	-0.0782324757	0.026209750299999997	0.0121210269	0.1266491987	-0.08217840059999999	0.0264015711	-0.0881672979	0.0175957655	0.1079579923	0.0282854281	-0.1286335261	-0.012376414099999998	-0.0226843221	0.1590979752	0.0059510137	0.056898343	0.042298528700000004	-0.0092702672	-0.0033580619	0.052798121399999995	-0.0829215626	-0.0004576138	-0.1468102319	-0.1408362966	0.0319960169	0.11658471320000001	-0.0816668871	0.1208811482	0.0633067188	-0.013239433	0.0834489337	-0.01419272	0.1522091652	0.0741028375	0.0485509967	0.0288979482	0.1068769256	-0.016228453400000002	0.0324482813	-0.0213857108	-0.0471480216	-0.0424919779	-0.1264274327	0.1419444593	0.0070386560999999995	-0.0681383083	-0.023230505699999997	0.11934271980000001	0.112315068	0.1009072399	-0.0168813	0.002652500000000002	0.00028497828968999993	7.035756250000011e-06	0.0151248	-0.0386536	0.00022875957504	0.0014941007929599995	-0.0526646	-0.012472199999999996	0.0001555557728399999	0.00277356009316	0.00137315	5.776000000000002e-05	1.8855409225e-06	3.336217600000002e-09	-0.0	-0.000189831	0.0	3.6035808560999984e-08	0.0	9.02773e-05	8.149990895290001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32360.794921875	60.134765625	1047221047.9756508	3616.1900367736816	18756.697265625	48.728515625	351813692.31430435	2374.468235015869	19425.47265625	-4.580078125	377348987.9187164	20.97711563110352	1.358115	27.135607	0.141423385	-0.1524238356	0.0146715252	-0.0719986216	-0.125632835	-0.1319037568	0.014202021200000001	0.0491396685	0.1089825439	-0.08701627529999999	0.0457341289	0.06842579309999999	-0.041815449399999996	-0.0261917381	-0.07259177879999999	0.0548295616	0.0335728785	0.017058881499999998	0.10677791390000001	-0.0655799624	-0.16155661970000001	0.077633516	0.0617048609	-0.0735295683	-0.08572538810000001	0.1219737022	-0.06128676230000001	-0.17180702899999994	0.0136768528	-0.09088227060000001	0.0737685921	-0.0541799593	-0.015498835400000001	-0.0273186495	-0.027620035499999997	0.0053305771	-0.0026820310999999997	0.0378151164	-0.0777817316	-0.1181655966	0.012540851100000002	-0.1240601695	0.09622659310000001	-0.0564005389	0.0021256361	-0.0189329277	-0.12325863890000001	0.1851007987	-0.0559698116	-0.052186965300000006	0.034401492799999996	-0.0917641741	-0.0088138854	-0.0910534382	0.1003663825	0.118947383	0.0653440395	0.08490944730000001	0.08784220050000001	0.0134948952	-0.077966541	-0.031725298799999996	-0.0568764279	0.07181380379999999	-0.0111860633	-0.0370957374	-0.0017989687	0.09736118769999999	-0.0637556138	0.025609054300000003	-0.0978536198	-0.07871754019999999	-0.1542742985	-0.16898330420000002	-0.00305375	-0.0185210503	-0.047748679	0.0733517446	-0.0216700581	-0.0206954635	0.0151874988	0.0863058349	0.12351115380000001	0.09550604830000001	-0.035003457	-0.023672549700000003	0.1238896385	-0.054353065199999995	-0.0090637872	0.0951802416	0.0400878879	0.11152490470000001	0.0364251658	-0.0950971725	-0.030026575899999998	-0.1773286479	0.1387569095	0.110792044	0.11875383099999999	0.1100111431	0.0959136145	-0.016872099999999998	9.200000000000874e-06	0.00028466775840999984	8.464000000001608e-11	0.07416030000000001	0.05903550000000001	0.005499750096090003	0.0034851902602500012	-0.017273799999999995	0.0353908	0.0012525087246400002	0.0002983841664399999	0.000735486	-0.000637664	5.409396561960001e-07	4.06615376896e-07	0.00024757	0.00024757	6.129090490000001e-08	6.129090490000001e-08	-5.45237e-05	-5.45237e-05	2.97283386169e-09	2.97283386169e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
