csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
35816.83203125	n/a	1282845456.754776	n/a	22740.01953125	n/a	n/a	517108488.28163147	23160.701171875	n/a	536418078.772892	n/a	n/a	n/a	n/a	-0.042353706100000006	-0.056724824699999996	0.1994554468	-0.1771545027	-0.012470796200000002	0.0277557974	-0.1059994075	0.1636817117	-0.2185088072	0.1243350094	0.0720903804	-0.2212647842	0.0709417577	-0.0588557907	0.101563955	-0.04354954900000002	0.0754926595	-0.11154661800000001	0.3552032231	-0.0005619180999999999	-0.032017071800000005	0.0259976356	-0.0440454051	0.08870677119999999	-0.2503791973	0.0031933360999999998	-0.23318595920000001	0.034242224	-0.0188044453	0.1772859674	0.0278150444	-0.0081142777	0.2079179639	-0.061603785099999996	0.11121861720000001	-0.1395291046	-0.013652049	-0.057168728899999986	0.0005682941	-0.2296149721	0.1254451986	-0.12798297220000002	0.0734383167	-0.2989528547	0.14857671220000002	-0.08406664929999999	0.1617294042	-0.052455703099999994	0.0644419513	-0.06598021230000001	0.34422054960000004	-0.056546752699999994	0.0158717971	-0.0370225248	0.0588607176	-0.0434772316	0.1032140082	-0.0737166866	0.08197989509999999	-0.060403053	0.1743913381	-0.1629047009	0.2383973556	-0.0601313957	0.0006484276999999999	0.08616566070000001	-0.1504561374	0.1242073952	0.1217078847	0.1216831682	0.1216419777	0.046315	n/a	0.002145079225	n/a	0.07548879999999998	n/a	0.0056985589254399975	n/a	-0.0631014	n/a	0.00398178668196	n/a	0.00258438	n/a	6.679019984399998e-06	n/a	3.2797599999999997e-25	n/a	n/a	1.0756825657599996e-49	-0.000244897	n/a	5.9974540609e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35608.92578125	-207.90625	1267995595.2945712	43225.0087890625	22674.314453125	-65.705078125	4317.1572914123535	514124535.91919327	23256.591796875	95.890625	540869062.0064735	9195.011962890623	2.817048	61.64204	1.23781025	-0.0197093566	-0.0373155528	0.1827523543	-0.0225413027	0.0295890875	0.3920113737	0.023222100699999998	0.1588991203	0.051441042199999995	-0.0276522431	-0.39675344939999996	-0.2780568271	-0.1468832233	-0.048952187599999995	0.3077668274	-0.24783888420000005	-0.2243936896	0.11018089869999999	-0.0722365073	0.0182926112	0.09168807080000001	-0.0464685564	-0.1440087563	0.2441485744	0.09678767349999999	0.158789555	0.031208415099999998	-0.136823151	0.0326749735	0.0374101249	-0.012605171399999998	0.1129605721	0.0392594099	0.161150244	-0.0309919315	-0.23523609059999998	0.02023889	-0.43885035899999997	-0.0190428879	0.1281327576	0.1573646236	0.35713050420000003	0.0380058325	-0.2466199077	-0.0528891786	-0.28367346050000003	-0.13538160970000002	0.2975828971	-0.1446636952	-0.0859862919	-0.016449364299999998	0.08877018380000001	0.223526008	-0.1726853912	-0.0206634391	0.0126558434	-0.0297627843	-0.12612175679999998	0.0589071934	0.044197658099999995	-0.0226222597	-0.0022078775	0.0081815518	0.10759270630000001	0.0112817024	-0.011620453700000002	0.03728289	-0.0402014225	0.1216419777	0.12141962949999999	0.12104935019999999	0.0282385	-0.018076499999999995	0.00079741288225	0.0003267598522499998	-0.0528627	-0.12835149999999998	0.00279446505129	0.016474107552249994	-0.672609	-0.6095076	0.452402866881	0.37149951445776	0.00921875	0.00663437	8.498535156249999e-05	4.40148652969e-05	-0.00186218	-0.00186218	3.4677143524e-06	3.4677143524e-06	-0.00138584	-0.001140943	1.9205525056e-06	1.301750929249e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35531.6953125	-77.23046875	1262501371.7803345	5964.545303344727	22691.49609375	17.181640625	295.2087745666504	514903994.9726715	23175.779296875	-80.8125	537116746.0174599	6530.66015625	2.844086	62.233681	0.1749898	-0.0173790648	-0.2124917338	-0.12332746480000001	0.1581733316	0.016315681000000002	0.3693942768	0.1101259558	-0.0696658186	-0.0160364796	-0.2666697656	-0.0588099354	0.0492298679	0.217013276	-0.0635269012	-0.0015203037	-0.1238693992	0.33858096509999996	0.23001891859999998	-0.10552917880000001	-0.1055195614	0.24531831070000001	-0.0560950926	-0.1561148787	-0.3092470673	-0.11665855189999999	-0.0904819047	-0.0608368677	0.04891563	-0.0466137206	-0.0501126365	0.0176491085	0.2263024963	-0.1525658922	0.1660546631	-0.4139918733	-0.1575741142	0.0267702337	-0.3627609638	-0.06361977349999999	0.0267802579	-0.0660111905	0.0726718047	-0.1115991468	0.1289604878	0.1343864729	-0.1153773852	0.32102511780000004	-0.1110142066	-0.20805725100000005	-0.06447233969999999	-0.21715130559999998	0.06348783	-0.0390396909	0.3003697263	-0.1767806101	0.102615861	-0.0060559937	0.0363563901	0.1111521032	0.07769617150000001	0.12171266550000001	0.023451421	0.0170036396	0.0012351675	0.0501510688	0.008997713499999999	0.0302038938	0.0063411462	0.1215101995	0.120893123	0.1198669825	0.014901499999999996	-0.013337000000000002	0.00022205470224999994	0.00017787556900000006	0.027970599999999998	0.08083330000000001	0.0007823544643599997	0.0065340223888900005	-0.622717	0.04989200000000005	0.387776462089	0.002489211664000005	0.00917425	-4.4499999999999394e-05	8.41668630625e-05	1.9802499999999467e-09	-0.00237807	-0.00051589	2.661424921e-07	5.655216924899998e-06	-0.00132768	5.8160000000000026e-05	1.7627341824e-06	3.382585600000003e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35410.515625	-121.1796875	1253904616.8283694	14684.516662597656	22665.09375	-26.40234375	697.0837554931641	513706474.69628906	23176.095703125	0.31640625	537131412.0404091	0.1001129150390625	1.7580810000000002	38.469959	0.5916015	-0.08563915	-0.23513794780000002	-0.0072012123999999995	-0.0655371262	0.0165636342	0.28109099239999996	0.0384453465	-0.0383464098	0.058209237699999986	0.00552153	0.0546095568	0.10265247539999996	-0.0707886997	0.2288430360000001	-0.11420976220000001	-0.1031165247	0.3545911214	-0.0317877088	0.1844672247	0.2465165343	-0.1046755548	0.1067217146	0.14191462300000002	-0.022135882599999997	0.14818393189999998	-0.1156796872	0.042595660300000004	0.1422875107	0.0494164229	-0.023058813900000003	0.0031610373	0.2353162682	0.081382946	0.1775437523	-0.08783947269999999	0.0517422899	0.012826995	-0.2657451379	-0.007619540500000002	0.06437768940000001	-0.07484093809999999	-0.012378839499999999	-0.0192154789	0.043741076399999995	-0.0154803896	-0.1321879108	0.2528692465	-0.2654787714	0.13299024269999998	0.1361645039	-0.0365872903	-0.0449486248	-0.0688413101	0.1181532425	0.254444927	-0.14758207939999998	-0.04721355519999999	-0.0085570603	-0.2407159981	0.0116097497	-0.1329220472	-0.0348484134	0.0003691332	-0.07432223269999999	-0.1452119003	0.0631779252	-0.0897720402	-0.1007518536	0.1213126213	0.12010478890000001	0.1181006348	-0.0123959	-0.0272974	0.00015365833681000001	0.00074514804676	0.146401	0.11843039999999999	0.021433252801	0.014025759644160002	-0.4834479999999999	0.13926900000000006	0.23372196870399994	0.019395854361000008	0.00512834	-0.00404591	2.6299871155600006e-05	1.6369387728099998e-05	-0.000291886	0.002086184	4.352163681856e-06	8.519743699600001e-08	-0.00132768	0.0	1.7627341824e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35511.26171875	100.74609375	1261049708.8575592	10149.775405883787	22658.69921875	-6.39453125	40.89002990722656	513416650.28578186	23095.673828125	-80.421875	533410149.5751381	6467.677978515625	1.485516	32.505745000000005	0.29309865	-0.07103439639999999	-0.063177369	0.0696168788	-0.13920145720000002	0.0032885762	0.2001911058	-0.033490988199999995	0.06455982440000001	0.029248997000000002	0.0068449035	0.0691157004	-0.003377969	-0.08229395269999999	0.08653098949999999	0.055478539400000006	-0.048953696500000005	0.1641652073	-0.3462740062	0.081224512	-0.0056638049	-0.0640904164	0.0856002314	0.015467934	-0.1215619876	0.0615829057	-0.061356439299999996	0.0039888581	-0.0021711780999999998	0.0114429999	-0.0568518774	0.0324388739	0.061704629000000004	0.1426428829	0.1299989395	-0.030454478599999998	-0.10555899640000001	0.0018778012	-0.1998279587	0.0209866675	0.0277909387	-0.006722185899999999	0.0186554103	-0.0342288396	-0.0337417819	-0.0723438631	-0.0590997019	0.0523479915	-0.2389239723	0.34053390520000004	-0.030666889	-0.0235656368	-0.0779596879	-0.055369847	-0.1511104866	-0.015073300100000001	0.1456213951	0.0361924008	0.112831985	-0.0679915853	0.020468773	0.108581228	0.0146374933	-0.0693461524	-0.0061132035999999996	0.093291057	-0.1152192128	0.12280019380000001	0.1655467367	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0506734	0.0630693	0.00256779346756	0.00397773660249	0.132664	-0.013737000000000001	0.017599736895999998	0.000188705169	-0.434496	0.04895199999999994	0.188786774016	0.0023962983039999947	0.00393449	-0.0011938500000000006	1.54802115601e-05	1.4252778225000016e-06	-0.000666397	-0.000374511	1.4025848912100002e-07	4.44084961609e-07	0.000450766	0.0017784460000000001	2.03189986756e-07	3.162870174916e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35496.23828125	-15.0234375	1259982932.119278	225.70367431640625	22683.7421875	25.04296875	627.1502838134767	514552159.6289673	22940.63671875	-155.037109375	526272813.0616608	24036.505283355717	1.3755389999999998	30.099251	0.1950116	-0.0958963716	0.0769801804	0.0670796419	-0.10867166980000001	-0.0274457273	0.1530436284	-0.15780640710000002	0.058968032300000015	0.021740422599999996	0.0112742755	0.040878837700000004	0.0126671453	0.0163631519	-0.052277120999999996	-0.0853465707	0.0812279717	-0.026258178599999998	-0.12642454720000001	-0.0867990367	-0.0167082459	-0.1462532896	0.2055509884	0.0187780743	0.053222056399999995	0.0101687579	-0.0849348998	0.08959293900000001	0.0126743861	-0.0572124525	-0.0762556192	0.0830812042	-0.0362033665	0.0889797073	0.18725618649999998	-0.0337425208	-0.1367733617	-0.022205533	-0.1455110426	0.1525939936	-0.013125437299999999	0.07587673269999999	-0.0569404933	-0.0011846098	0.042171162699999994	-0.11498413449999999	0.1194539852	-0.051117879500000005	-0.018024848700000002	0.1958334731	0.1271810226	-0.0173440031	-0.053765334299999995	-0.0044960270000000005	0.0845399642	-0.027668783399999997	0.002017783	0.06387656059999999	0.0200561356	-0.1261626491	0.06384019490000001	-0.0687708151	0.061825707199999996	-0.1256680801	0.013932670800000001	0.051277100199999995	0.08919021630000001	-0.0618050593	-0.016442331299999998	0.1207205288	0.11775003070000001	0.11285322490000001	0.0454182	-0.005255200000000002	0.00206281289124	2.7617127040000014e-05	0.07991099999999997	-0.052753000000000036	0.0063857679209999955	0.002782879009000004	-0.356557	0.07793899999999998	0.127132894249	0.006074487720999997	0.0028701	-0.0010643899999999997	8.237474009999999e-06	1.1329260720999991e-06	-0.000630005	3.6392e-05	1.324377664e-09	3.96906300025e-07	0.00037026	-8.050599999999994e-05	1.3709246760000002e-07	6.48121603599999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35720.9609375	224.72265625	1275987050.2984009	50500.272232055664	22723.751953125	40.009765625	1600.7813453674316	516368902.82715225	22856.216796875	-84.419921875	522406646.2657509	7126.7232093811035	1.500135	32.825645	0.30959974	-0.08508747050000001	0.1763705566	0.0125310076	-0.16742605019999998	-0.0393542184	0.0408343229	-0.26467874140000003	0.1016118134	-0.1002464028	-0.10449314609999999	0.06550275679999999	-0.0147946504	0.11803079640000001	-0.1421136251	-0.2458398415	0.0465113317	-0.1196490769	-0.13961507210000001	-0.0962997775	-0.20627030850000005	0.0704476842	0.23081126219999998	0.1633378218	0.0797960272	0.1612257541	0.009874891700000001	0.1140093417	0.0142778388	0.0051876026	0.1070065794	0.1182298879	-0.1977240634	0.0937188125	0.1144205718	-0.0787196775	-0.1820104947	-0.0236271189	-0.0540108426	0.2158039074	-0.1944015781	0.1653374356	-0.1103793635	-0.0757600986	0.09550372480000001	-0.0015259991000000001	0.1151162381	-0.1303001827	-0.048984172199999995	-0.043080055199999995	0.1822368664	-0.1397577448	-0.175065826	-0.2153043543	-0.25803291510000004	0.0457978507	-0.07485687740000001	0.0051080626	0.04296919230000002	0.1146079568	0.0162586027	0.2314703399	-0.0749578497	0.123269727	0.0252732169	-0.1939994665	0.0100810465	0.09718728380000001	-0.10545474449999999	0.120326335	0.1161887065	0.1093977275	0.0416705	-0.0037477	0.00173643057025	1.4045255289999998e-05	0.08018849999999997	0.0002775	0.0064301955322499955	7.700624999999999e-08	-0.17075	0.185807	0.029155562500000006	0.034524241249	0.00117741	-0.00169269	1.3862943081e-06	2.8651994361e-06	-0.000263675	0.00036633	1.341976689e-07	6.9524505625e-08	3.39292e-05	-0.00033633080000000003	1.15119061264e-09	1.1311840702864005e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35443.4921875	-277.46875	1256241138.4453735	76988.9072265625	22655.173828125	-68.578125	4702.959228515625	513256901.18256	22736.482421875	-119.734375	516947632.92023087	14336.320556640625	1.431508	31.323957	0.08654968750000001	-0.0372095057	0.231942357	-0.012106623	-0.0830020477	-0.026406636299999998	0.014401908100000001	-0.19496043719999998	0.0032581746999999998	-0.0193002026	-0.0856446755	-0.0704940611	0.0059963546	-0.0170874386	-0.08409467429999999	-0.14544271050000002	0.1820909684	-0.2421747353	0.0191264642	-0.0883633767	0.2002754154	-0.1312207081	0.1335217739	0.048367718	-0.1056006818	0.07941354269999999	-0.0063562441	-0.0203902139	-0.0047218107	-0.0280174439	0.0997194058	0.0678874484	-0.20356598829999997	0.0029652165000000003	0.1259971288	-6.327729999999999e-05	-0.0447262939	-0.0189854648	-0.0196797763	0.1892577677	-0.1030851098	0.083405943	0.0545280353	-0.0340960716	0.0676071196	0.0034981724	0.170625097	-0.0796832846	0.28359651140000003	0.0668772124	0.10069570900000001	0.015599343500000001	-0.12339665050000001	-0.09050785289999999	0.005892075300000001	0.048336558499999994	-0.045541312599999995	0.129509694	0.005575918000000001	-0.0319400637	0.0240848673	-0.1331770868	-0.08328950610000001	0.0169725207	0.0907334425	0.1289315014	-0.1015364612	-0.1445450365	0.022401334199999998	0.1198669825	0.1143757435	0.10540925529999999	0.0401019	-0.0015685999999999964	0.0016081623836100005	2.460505959999989e-06	0.058300800000000014	-0.021887699999999958	0.003398983280640001	0.00047907141128999834	-0.166686	0.004064000000000012	0.027784222596	1.6516096000000093e-05	0.000675024	-0.0005023860000000001	4.55657400576e-07	2.5239169299600004e-07	-0.000899755	-0.00063608	4.045977664e-07	8.095590600250002e-07	-8.19255e-06	-4.2121750000000004e-05	6.71178755025e-11	1.7742418230624996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35397.41015625	-46.08203125	1252976645.7697904	2123.553604125977	22611.599609375	-43.57421875	1898.7125396728518	511284436.89468765	22719.4609375	-17.021484375	516173905.2905884	289.7309303283692	1.048212	22.936743	0.10367657150000001	-0.0057277402	0.249037958	-0.0199763568	0.0121071347	-0.0063388193	-0.0321185515	-0.14511467460000002	-0.0804883388	0.1256515241	-0.09470807939999999	-0.1252014162	0.0140199243	-0.0249135165	-0.0979455466	-0.0865453756	0.157623076	-0.13320341460000001	0.0039736233000000004	-0.0834331655	0.1659215246	-0.0520626007	-0.083320967	0.0030252878999999996	-0.0863732277	-0.0923167198	-0.0842903476	-0.09137254480000001	-0.05537155480000002	-0.0835334955	-0.1709894684	0.0352278713	-0.1938644175	-0.0903661775	0.0730867971	0.020547393	-0.0160017187	-0.0021993199	0.036925826200000005	0.21495346329999998	0.04534370150000002	-0.0024859994	0.106006573	-0.0367156131	0.0797681878	-0.0221225363	0.17774338899999995	-0.0575211546	0.1422653821	-0.045513690999999995	0.036473525	0.0715368122	-0.1077950899	-0.0061561299	0.1428487839	-0.0903776297	0.0551278784	0.0696189964	0.0747524433	-0.0186284943	0.0231176916	0.0108470475	0.1253708479	0.0914557558	-0.2625696936	-0.09064227109999999	-0.09768052519999999	-0.0158025723	-0.0068700561	0.11934271980000001	0.112315068	0.1009072399	0.0245834	-0.0155185	0.0006043435555599999	0.00024082384225000006	0.0008351609999999997	-0.05746563900000001	6.974938959209995e-07	0.003302299665678322	-0.156131	0.010555000000000007	0.024376889161	0.0001114080250000002	0.000925024	0.00025	8.556694005760001e-07	6.25e-08	-0.00100802	-0.00010826500000000009	1.1721310225000016e-08	1.0161043204000002e-06	-5.26762e-05	-4.448365000000001e-05	2.7747820464400004e-09	1.9787951173225003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35403.13671875	5.7265625	1253382089.5265045	32.79351806640625	22578.26953125	-33.330078125	1110.8941078186037	509778255.02577215	22807.734375	88.2734375	520192747.32055664	7792.199768066406	1.082404	23.684938	0.05543423	0.033417683999999996	0.1814907679	0.0070304399	0.1690902145	0.0243062952	-0.0802417178	-0.0017456035999999999	-0.1730107634	0.0770117226	-0.09196650560000001	-0.115136129	-0.0777206953	0.0330727864	-0.045033571900000006	-0.0286933455	0.09966457810000001	-0.054161723200000005	0.016718254499999998	-0.19227804780000002	-0.0508716367	-0.17235182710000002	-0.1473228117	0.0009754078	-0.0886915603	-0.1319127084	0.011330801100000001	-0.08193574969999999	0.0410941446	-0.0116496355	0.1467909083	-0.012232526799999999	-0.1105408615	-0.2097934609	-0.0047453462	0.0332060639	-0.0600102697	0.030440725699999997	0.08711492009999999	0.0816018391	0.058521326900000004	-0.127767923	0.1332769874	0.0175458851	0.007717989399999998	0.0219589894	0.1409759437	0.0087441879	0.18382369059999998	-0.0769135624	0.120665186	0.0143209919	0.0624302546	-0.0743469521	0.0927958335	-0.1942015174	-0.1152319559	-0.045952981399999995	-0.010865925700000001	0.1102044586	-0.0830727009	-0.0350185172	-0.0165339484	0.053607645700000005	-0.011669747	0.1085826068	-0.027039977599999997	0.0069166479000000005	-0.0360186533	0.11875383099999999	0.1100111431	0.0959136145	0.0327734	0.008190000000000001	0.00107409574756	6.707609999999999e-05	0.000930601	9.544000000000036e-05	8.660182212010003e-07	9.108793600000066e-09	-0.138594	0.017536999999999997	0.019208296836	0.00030754636899999984	0.000498735	-0.000426289	2.4873660022500005e-07	1.8172231152099997e-07	-0.00103061	-2.258999999999985e-05	5.103080999999933e-10	1.0621569720999998e-06	-0.000196033	-0.0001433568	3.8428937089e-08	2.0551172106240003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
