csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
35072.328125	n/a	1230068200.107666	n/a	22224.484375	n/a	n/a	493927705.7346192	22550.07421875	n/a	508505847.2711334	n/a	n/a	n/a	n/a	-0.0150437659	-0.0036462054999999998	-0.0267619727	0.0689674659	-0.0461482259	0.0083530085	-0.0188667067	0.011533316699999999	-0.0148398745	0.0203823885	-0.0615035628	0.082744746	-0.049880506	0.1522514677	-0.18150313629999998	0.0195384926	-0.0176635976	0.11586112230000001	-0.0554109203	0.0763198291	-0.061325776799999995	0.0889260668	-0.0194218744	-0.0032795075	-0.0084967738	-0.0344739998	0.033687558900000004	-0.0590907753	-0.0341446786	0.0651658224	0.0413421745	-0.0309110364	0.027138751200000002	-0.0201478432	0.0329238865	-0.1946445802	0.049894210599999995	-0.0422274029	0.1286619466	-0.0707283433	0.1041988292	-0.0323771221	0.0215563457	-0.0007231401	0.1141604569	-0.0970589384	0.08643151240000001	0.06350334839999999	-0.13924684880000002	0.04911827	-0.10002422720000001	0.1355989849	-0.0012622311	0.11411094460000001	-0.1565168821	0.010794912	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.0153269	n/a	0.00023491386361000006	n/a	0.0529435	n/a	0.00280301419225	n/a	-0.279412	n/a	0.07807106574400001	n/a	0.00281044	n/a	7.8985729936e-06	n/a	-0.0005785930000000001	n/a	n/a	3.3476985964900013e-07	0.000537691	n/a	2.89111611481e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35173.0546875	100.7265625	1237143776.0498655	10145.840393066406	22218.8515625	-5.6328125	31.72857666015625	493677364.7564087	22708.9921875	158.91796875	515698326.171936	25254.920791625977	1.370075	33.30526	0.225505603	0.0218294087	-0.0601458204	-0.013264123000000001	0.0494662397	-0.0592460562	0.0257592642	0.0897008367	0.0429610738	0.00042537410000000004	0.0560290024	-0.0305757981	0.1371350708	0.043503627	0.11101775119999999	-0.1560722343	0.045600998200000006	-0.0995190982	0.0691359545	0.033439397200000005	-0.0363556518	-0.0197470132	0.0057487373	-0.0894404977	0.0236894687	-0.0437063681	0.012710074299999999	0.1168464043	-0.0427896396	-0.0232781341	0.046631972800000004	0.056031158	-0.0181372122	-0.0569698692	0.0503379425	-0.046095698600000005	-0.16032627689999998	0.0761216	-0.0475291605	0.0473552164	-0.055395434400000006	-0.0623807885	-0.0140747871	0.0432844766	-0.11751083720000001	0.0087345841	-0.0191170771	-0.0534450516	-0.015267173799999999	-0.0620849132	-0.2367693203	0.1104300938	0.24066194359999998	0.0748240071	0.0591962154	-0.050373048	-0.0703930791	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.00617349	-0.00915341	3.81119787801e-05	8.378491462810002e-05	-0.000824593	-0.053768093	6.79953615649e-07	0.0028910078248566484	-0.248333	0.031079	0.061669278889	0.0009659042409999998	0.00100515	-0.00180529	1.0103265225e-06	3.2590719841e-06	-0.0005785930000000001	0.0	0.0	3.3476985964900013e-07	-0.000287121	-0.000824812	8.2438468641e-08	6.80314835344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35222.5703125	49.515625	1240629459.4190063	2451.797119140625	22230.568359375	11.716796875	137.28332901000977	494198169.58084494	22728.1015625	19.109375	516566600.6353149	365.168212890625	1.169286	28.424267	0.113255768	0.0032230164	-0.0702300874	-0.0030541071999999996	0.0211676765	-0.0454231182	-0.010511360800000001	-0.0255690719	-0.0339737931	-0.005324024100000001	-0.0417503014	-0.1149089735	0.036532326000000004	0.0131591728	0.16608444990000001	-0.103466869	0.0777629678	0.028649722599999997	0.0050098907	0.0204546665	0.0279111927	0.0174906219	-0.059337677699999994	0.1841173675	0.0140002173	-0.0641178507	-0.0464253124	-0.032144244	0.0374153968	-0.0030507459999999996	0.012638341	0.044245515199999995	-0.0134772633	0.0046744792	0.014475557	0.0044027193	-0.147982163	0.1049103725	0.048433744199999997	0.127190411	-0.0544140418	0.0382297469	-0.0366961224	-0.0803526165	-0.0003151645	0.0934103767	-0.10744338519999999	-0.0063713335	0.0401031238	0.16871533719999998	0.1355113892	0.08170299219999999	0.0211371704	0.1741708435	-0.0225694634	0.0677525436	-0.0624729904	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.01874	0.01256651	0.0003511876	0.0001579171735801	0.0301261	0.030950692999999994	0.0009075819012099996	0.0009579453971802486	-0.198404	0.049929	0.039364147216	0.002492905041	0.000970361	-3.4788999999999914e-05	9.416004703210001e-07	1.210274520999994e-09	-0.0005785930000000001	0.0	0.0	3.3476985964900013e-07	7.428129999999997e-05	0.00036140230000000003	5.517711529689995e-09	1.3061162244528994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35281.30859375	58.73828125	1244770736.0874176	3450.1856842041016	22206.203125	-24.365234375	593.6646461486816	493115457.22875977	22709.13671875	-18.96484375	515704890.5108795	359.66529846191406	1.11422	27.085653000000004	0.090429665	0.0249766825	-0.0527442177	0.0123210255	0.051410812400000006	-0.037456548199999995	0.0005494744999999999	-0.022700703	0.0326237484	0.0129125166	-0.1049905363	-0.0508927872	0.10257995710000001	0.0381635083	0.050882013899999995	-0.015720481499999998	0.12268173240000001	-0.042189140800000004	0.0592184812	0.0121990214	0.0995014122	0.08890603949999999	-0.0109687513	0.0454009692	0.037187428599999996	-0.0354326858	-0.0688748907	-0.0398482941	0.0040880668	0.0061573133	0.050397634000000004	0.022365162400000003	-0.0278502136	-0.0660080182	-0.054693897699999994	-0.0397647187	-0.1219607135	0.100536181	0.009690872	0.0684035534	-0.048902182	-0.09421733980000001	-0.07899877129999999	-0.0083847807	0.0279862481	-0.0801529195	-0.005554028199999999	0.0440877433	0.048909657999999995	-0.0072811208999999984	0.0551999803	0.0537274082	-0.1237917118	-0.12407272039999999	-0.1318338239	0.11739593220000001	0.1069297977	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.00621846	-0.01252154	3.86692447716e-05	0.0001567889639716	0.00663966	-0.02348644	4.408508491560001e-05	0.0005516128638735999	-0.181071	0.017332999999999987	0.032786707041	0.00030043288899999954	0.00150244	0.000532079	2.2573259536e-06	2.83108062241e-07	-0.0004304480000000001	0.00014814500000000005	2.1946941025000008e-08	1.8528548070400005e-07	1.27316e-05	-6.154969999999997e-05	1.6209363855999998e-10	3.788365570089997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35090.87109375	-190.4375	1231369234.1181793	36266.44140625	22191.390625	-14.8125	219.41015625	492457817.8713379	22629.091796875	-80.044921875	512075795.5513954	6407.1895179748535	1.056852	25.691092	0.105222143	0.015010781	-0.0142746443	0.010300198100000001	0.011665431399999999	-0.0200684622	-0.054707556399999996	0.0998171284	0.023340281600000002	-0.055043384699999996	0.0052301304	-0.09622688289999999	0.1516088792	0.0708048411	0.025735915499999998	-0.1232681982	0.0554542834	-0.0736861751	-0.0050113122	-0.0321279118	-0.0601794749	-0.0597221247	-0.0575217799	-0.0363610526	0.0136931753	-0.0196925823	0.043434239699999995	0.0318295978	0.0167526374	0.0109267268	0.014789037199999999	0.053135163	0.0640534933	-0.1070819964	0.09787722759999999	-0.021295894300000003	-0.1489647593	0.1225934372	-0.0550781491	0.0122174848	0.0048336905	-0.0443976096	-0.0548559132	0.0015965270000000001	-0.0680049418	-0.0302991433	-0.0018646070000000001	-0.1020910648	-0.0567449983	0.0527805564	-0.11657251869999999	0.0113044927	0.0758914088	-0.0166598404	-0.0021154393	-0.0520948692	-0.0788072868	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.000145173	-0.0063636330000000005	2.1075199929e-08	4.0495824958689005e-05	0.011357	0.0047173399999999996	0.000128981449	2.2253296675599992e-05	-0.142624	0.038447000000000016	0.020341605376	0.0014781718090000006	0.000567958	-0.0009344819999999999	3.22576289764e-07	8.732566083240002e-07	-0.000373113	5.7335000000000047e-05	3.287302225000005e-09	1.3921331076900001e-07	0.000134798	0.0001220664	1.8170500803999998e-08	1.4900206008959996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35128.01953125	37.1484375	1233977756.1878815	1380.0064086914062	22167.64453125	-23.74609375	563.8769683837892	491404464.063858	22610.291015625	-18.80078125	511225259.81125265	353.4693756103516	0.933678	22.696838	0.029321839999999995	-0.0164916793	-0.0262815354	0.0069471624	0.0134196641	0.0325574935	-0.0376646264	0.0027206776	0.0266262936	-0.028749774900000007	-0.0564581037	-0.0904418963	0.0798876753	0.058176886500000004	0.0270977642	-0.135529382	0.0712252779	0.0609393554	-0.0745790647	-0.0041626091999999995	-0.0110108794	0.0567510167	-0.0346038855	-0.0345905519	-0.0103512926	-0.0201705241	-0.0143696248	-0.052843975999999994	0.0773568254	0.011419518899999998	0.0195062481	-0.0212012681	0.049974642	-0.063730615	0.030649000299999996	-0.021816275299999997	-0.09770754720000001	0.11319675929999999	-0.0711022355	0.0581660656	0.0017244485000000001	0.0543693349	-0.0959294497	0.0206054538	-0.06496636019999999	-0.0633539434	0.007148437	-0.0605980424	0.0938352643	0.0165422637	0.0476171004	-0.0586385457	-0.16819113300000002	-0.0159266677	-0.0295092507	0.0819599363	0.0415311862	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.000166288	-2.1115000000000014e-05	2.7651698944e-08	4.4584322500000086e-10	0.00620711	-0.005149889999999999	3.85282145521e-05	2.652136701209999e-05	-0.15279700000000002	-0.010173000000000015	0.023346923209000003	0.00010348992900000031	0.0006822999999999999	0.00011434199999999993	4.6553328999999993e-07	1.3074092963999981e-08	-0.000477811	-0.00010469799999999997	1.0961671203999991e-08	2.28303351721e-07	7.428129999999997e-05	-6.051670000000002e-05	5.517711529689995e-09	3.6622709788900033e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35226.8671875	98.84765625	1240932171.8457642	9770.859146118164	22177.568359375	9.923828125	98.48236465454102	491844538.3347512	22660.208984375	49.91796875	513485071.2155495	2491.803604125977	1.043606	25.369095	0.078140229	0.0341130457	-0.018192899	0.0220012066	0.0091753825	-0.028096342200000003	0.026583579700000002	0.09413377	0.035852673	-0.0324489294	0.0367239242	-0.0326172514	0.1050588073	0.036781069799999996	0.047469655	-0.0149128355	0.1093804536	-0.033785633100000004	0.0118498431	-0.0170655092	0.0164785527	0.11732036480000001	-0.0322144821	0.0127060079	0.035389494900000006	-0.019258221000000002	0.018114055900000002	0.0765827746	-0.023801405299999998	0.0180180778	0.0067419362	0.027789234700000002	-0.012980166699999999	-0.0855555203	0.09260018390000001	-0.0509937171	-0.0601612844	0.0549754252	-0.0332501704	0.0640335161	0.0213835236	-0.0857562853	-0.0346920104	0.0100778473	-0.0258536032	0.0171609611	-0.0019384321	0.06219724400000001	0.009593948199999999	0.0470672677	0.042057490499999996	-0.1354682019	-0.0110533105	0.043901272000000005	0.0187503163	0.0135818544	0.044273571	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.000187362	-2.1073999999999995e-05	3.5104519044e-08	4.441134759999998e-10	0.0295842	0.02337709	0.0008752248896399999	0.0005464883368680999	-0.176342	-0.023544999999999986	0.031096500964	0.0005543670249999992	0.000377432	-0.000304868	1.4245491462399998e-07	9.294449742399998e-08	-0.0005785930000000001	-0.00010078200000000009	1.0157011524000022e-08	3.3476985964900013e-07	-0.00014401	-0.00021829129999999995	2.07388801e-08	4.765109165568998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35172.5390625	-54.328125	1237107504.1030884	2951.545166015625	22189.322265625	11.75390625	138.15431213378906	492366022.6077613	22634.064453125	-26.14453125	512300873.6682167	683.5365142822267	0.965901	23.480145	0.11369838799999996	0.0021737796	-0.048883315	0.0024395275	0.0230929331	0.0327592006	0.0435941065	0.0222307789	0.0318787124	0.0639935865	-0.0354188198	-0.0521956583	0.0327864659	0.01725675	0.0060777461	0.0082711575	0.02147568	-0.12014511929999999	-0.0211697371	-0.0146806276	-0.0754910883	0.0084897462	-0.0169434676	0.029916559900000007	0.0021859520999999997	-0.0355710675	0.0088169439	0.030410157	0.0552174146	0.0013011150999999999	0.024333151	-0.049289636500000004	-0.0322602166	-0.0286821856	0.008536637	-0.0505015	-0.061675440899999996	0.0209461195	0.054094895899999995	-0.0162483335	0.0775454096	-0.08530610429999999	0.0075873655	0.0121233629	-0.0877953917	0.0698583845	0.0319807849	0.0086754316	-0.035895759900000004	0.026617960299999997	0.05945901	0.0509695271	-0.0281001129	0.0210990059	0.012073623	0.0383422976	-0.0272164632	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.000103439	8.392299999999999e-05	1.0699626721e-08	7.043069929000001e-09	0.0663151	0.0367309	0.00439769248801	0.0013491590148100002	-0.211549	-0.03520699999999999	0.044752979401	0.0012395328489999992	0.000162058	-0.000215374	2.6262795363999997e-08	4.638595987599999e-08	-0.000178727	0.00039986600000000013	1.598928179560001e-07	3.1943340529e-08	7.428129999999997e-05	0.00021829129999999995	5.517711529689995e-09	4.765109165568998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35232.80078125	60.26171875	1241350250.8912506	3631.4747467041016	22205.83984375	16.517578125	272.8303871154785	493099323.166275	22637.130859375	3.06640625	512439693.54446787	9.402847290039062	0.932279	22.66283	0.09724549870000004	0.0440684227	-0.0342951479	0.0184308237	0.021495900699999997	-0.0464458788	0.018741151100000002	-0.0008574471	-0.0112436321	-0.0044136929	-0.059583070099999996	-0.0302288417	0.08843993359999999	0.030542534500000006	0.0439951321	-0.1443664718	0.0433151866	-0.055782826699999996	0.0373711728	0.07802357879999999	-0.0861423897	-0.0223014933	-0.0176168289	-0.0006020848000000001	0.0466722987	-0.0224850615	-0.0193580018	-0.005474109499999999	-0.0275965171	0.0116825976	0.015350802700000001	0.0319135641	-0.0340296272	-0.027631288599999998	-0.011522610800000001	-0.0264956401	-0.08931674630000001	0.1325334118	-0.0819758424	0.058281841699999996	-0.0320411347	-0.0810188082	0.0025421111999999997	-0.058496708099999996	-0.1657753558	0.07162641730000001	-0.0020292528	-0.022181568500000002	0.0037077695000000003	0.013537923500000002	-0.0286518439	0.0255681947	-0.1713117292	0.034553464	-0.0013711398	-0.0265106377	0.0763967941	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-7.00913e-05	3.33477e-05	4.91279033569e-09	1.11206909529e-09	0.0509958	-0.0153193	0.0026005716176399998	0.00023468095249000004	-0.149	0.06254900000000001	0.022201	0.003912377401	0.00026723	0.00010517199999999996	7.141187289999999e-08	1.1061149583999996e-08	4.27832e-06	0.00018300532	3.34909471483024e-08	1.83040220224e-11	0.00017298099999999998	9.869969999999999e-05	2.9922426360999994e-08	9.74163078009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35049.69140625	-183.109375	1228480867.673355	33529.043212890625	22189.447265625	-16.392578125	268.7166175842285	492371569.95395285	22575.54296875	-61.587890625	509655140.3338776	3793.068271636963	1.0802250000000002	26.259274	0.07674606169999999	-0.034459588199999995	-0.0209286491	-0.0074249429	0.0245013141	0.057430350899999996	-0.036606456600000004	-0.028870907799999998	0.0394731737	0.0333340453	-0.0133737402	-0.0713434721	-0.0287449091	-0.0053719158	-0.0066279699	-0.0690297675	-0.0925286149	-0.0270575646	-0.0453771272	-0.047429728	0.0441103116	0.0230803925	0.0339070306	-0.066328579	-0.0314481735	-0.007117036800000001	0.015270765	-0.0262709858	0.0732598627	-0.0030589611	0.035112920299999996	-0.044349002400000004	0.0497923306	0.0052769298	-0.0377578494	0.0188054741	-0.0968249909	-0.061452337999999995	0.0338114627	-0.0590852545	0.0011435249	0.033782090099999995	-0.1055939015	0.041012062200000005	-0.029588384	-0.0208631812	0.0677865571	-0.059757538099999986	-0.0472095567	-0.024528421	-0.04899406480000002	-0.1459253892	0.0134261727	-0.07508411450000001	-0.08521891029999999	0.16314180679999998	0.0755652541	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.000147237	-7.714570000000003e-05	2.1678734169000003e-08	5.951459028490002e-09	0.0389241	-0.012071700000000005	0.0015150855608099998	0.00014572594089000009	-0.168261	-0.019261	0.028311764121	0.00037098612099999997	0.000254861	-1.2368999999999976e-05	6.4954129321e-08	1.529921609999994e-10	-0.000376979	-0.00038125732000000005	1.453571440535824e-07	1.4211316644100002e-07	-0.000340117	-0.0005130979999999999	1.1567957368899993e-07	2.632695576039999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
