csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
34175.9453125	n/a	1167995238.0029907	n/a	22167.904296875	n/a	n/a	491415980.9154091	22377.958984375	n/a	500773048.30636984	n/a	n/a	n/a	n/a	-0.0067231036	0.1535905348	0.0722196932	-0.0485269292	0.2797931736	0.1303495647	0.1597805406	-0.2955559632	0.005636993199999999	-0.0816905733	0.0069726027	-0.0498245701	0.20275682039999998	-0.234602516	0.2755202579	-0.0494738672	0.2196803643	0.1875366254	-0.16847435730000002	0.018111903500000002	-0.17773232649999998	0.1196793948	-0.0860216016	0.0536595361	-0.0546209724	0.1243846166	0.18025080920000008	-0.0090916034	-0.10696873330000001	0.23997509960000002	-0.059375154299999996	0.2730990363	0.1434472705	0.1209634366	-0.3225755797	0.0786081254	-0.089028274	0.1158580053	-0.0143271798	0.2772350532	-0.2555946684	0.0280657026	-0.22427952760000008	0.0305021256	-0.2406096183	0.0586861153	-0.033295426	0.1475586618	-0.1219656764	0.0421917389	-0.0025607574	0.020071403600000003	-0.057650975800000004	0.0994878683	-0.1901571915	0.026127962999999997	-0.0060953606	0.0090744678	-0.004381837800000001	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	0.12245	n/a	0.0149940025	n/a	-0.0980118	n/a	0.009606312939240002	n/a	-2.05799	n/a	4.235322840100002	n/a	0.0232344	n/a	0.0005398373433600001	n/a	0.0057122	n/a	n/a	3.262922884e-05	0.00411151	n/a	1.6904514480099998e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33652.734375	-523.2109375	1132506530.9143064	273749.6851196289	22048.66796875	-119.236328125	14217.301944732666	486143759.1961823	22093.28125	-284.677734375	488113076.3916016	81041.41244888307	2.096781	50.120464	0.5275741	0.0253117235	0.1899856192	0.2715197613	-0.0636080844	0.2886274746	0.1714920905	0.06962874599999999	-0.1068763533	0.1743253134	0.026904984399999998	-0.0694829141	0.0351953536	0.0682064411	-0.18047045379999999	-0.0916532307	0.0250021277	0.09968732359999999	0.0202758104	-0.0077125506000000005	0.0775736881	-0.17258475920000002	-0.073067899	-0.1235990742	0.2414675452	-0.044094015300000004	0.2231126344	0.23737322489999998	-0.11232431470000001	-0.0171071639	0.0711225494	-0.0678273342	0.2505078439	0.210370759	-0.035126591	-0.1668380474	0.1675524827	-0.1673316368	-0.0181189808	0.0187903734	0.0832063231	0.0286482527	-0.133610948	-0.0457720505	0.0901652228	-0.1968552005	0.0469112738	0.0710802201	0.1420085287	0.0012633654	-0.0690570303	0.1350492579	-0.0780079644	0.13320938400000001	0.0297430998	0.19589664920000002	0.0636139745	-0.0415044278	0.0035400505	-0.04392581190000002	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	0.122514	6.40000000000085e-05	0.015009680196000004	4.096000000001088e-09	0.017056799999999997	0.1150686	0.00029093442623999986	0.013240782705960002	-1.88317	0.1748200000000002	3.5463292489	0.030562032400000067	0.0211692	-0.002065200000000003	0.00044813502864000004	4.265051040000013e-06	0.00367235	-0.00203985	4.160988022499998e-06	1.34861545225e-05	0.00475889	0.0006473800000000004	2.26470340321e-05	4.1910086440000045e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34471.1015625	818.3671875	1188256842.93219	669724.8535766603	22033.86328125	-14.8046875	219.17877197265625	485491131.096817	22196.189453125	102.908203125	492670826.2390175	10590.09827041626	2.333107	55.769505	1.1257723999999998	-0.0586954349	0.14264031289999998	0.1479867152	-0.112726961	0.12780748720000001	0.0171795327	-0.10374875050000001	0.2693302939	-0.0018975029	0.052033048	0.0824095173	0.0428436394	-0.1049507471	-0.0945571406	-0.1049566017	0.0548627225	0.1514407725	-0.08779087320000001	0.0243505192	0.0334860062	-0.1831425271	-0.0291019564	0.0740796286	0.2088644107	-0.039157390699999996	0.1832328376	0.0394353868	0.032559971800000004	0.2752578423	-0.006731361999999999	-0.1219646434	0.083280833	0.0793604584	-0.0171413378	0.25249416739999997	0.017207764099999998	-0.0731186147	-0.0115136969	0.0174294985	-0.0814749029	0.07969144730000001	-0.10918672210000001	0.070540292	0.0879248562	-0.2391033302	0.1521286331	0.0481079616	0.098508635	0.23964107910000002	-0.0041336097	0.0119161306	-0.05811276870000001	0.0080194015	0.0416353192	0.1050213236	0.0458786387	0.0810249485	-0.0654240537	-0.011828080500000001	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	0.0930191	-0.029494900000000008	0.008652552964810002	0.0008699491260100002	0.003975800000000001	-0.013080999999999995	1.5806985640000008e-05	0.00017111256099999988	-1.22483	0.6583400000000001	1.5002085288999996	0.4334115556000002	0.0143047	-0.006864499999999999	0.00020462444209	4.712136024999999e-05	0.00418025	0.0005078999999999999	2.579624099999999e-07	1.74744900625e-05	0.00363416	-0.00112473	1.32071189056e-05	1.2650175729e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34519.35546875	48.25390625	1191585901.9779205	2328.439468383789	22073.90625	40.04296875	1603.4393463134766	487257337.13378906	22102.9375	-93.251953125	488539846.1289063	8695.926761627197	1.834795	43.858074	0.7592079	-0.0802146833	0.0313964642	-0.0002429787	-0.0913515283	0.0133408556	-0.0406584592	-0.0122679565	0.1986794268	-0.1117743686	-0.0069878917	0.011761408899999999	0.07001850849999999	-0.0751691265	-0.0443525089	-0.09746348490000001	-0.0633576793	0.1835026328	-0.08763844789999999	0.1193246018	0.0094719684	0.0379094055	0.1280543137	0.1467642079	-0.0644728966	-0.0620205967	0.0247395889	0.0159140255	0.10719914529999999	0.19988596579999998	0.0233399134	-0.090531452	0.0027048925	-0.026597165899999997	0.048514592	0.21816029309999999	0.0192421607	0.0635691261	-0.055848186200000004	-0.0808308709	-0.0539887805	0.0631936259	0.02400794	0.1205727485	0.1164308033	-0.12482654060000001	0.130912106	-0.06058138940000001	0.1004516998	0.1109272261	0.005297528399999999	0.058923513899999995	0.1162955916	-0.09832950369999999	-0.0686437426	-0.048257659800000005	-0.0893731659	-0.0704194953	-0.055130633600000006	0.1395032049	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	0.054415	-0.03860410000000001	0.002960992225	0.0014902765368100008	-0.041562	-0.0455378	0.0017273998440000002	0.00207369122884	-0.8024299999999999	0.4224	0.6438939048999998	0.17842175999999998	0.0110693	-0.003235400000000001	0.00012252940248999998	1.0467813160000008e-05	0.00354894	-0.0006313099999999999	3.985523160999999e-07	1.25949751236e-05	0.00244755	-0.0011866099999999998	5.9905010025000015e-06	1.4080432920999997e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33774.078125	-745.27734375	1140688353.1936035	555438.3191070557	22007.658203125	-66.248046875	4388.803714752197	484337019.5855751	21861.478515625	-241.458984375	477924242.8891335	58302.441135406494	1.435951	34.324306	0.3532794	-0.1365415788	-0.058264614299999996	0.0814251408	-0.114831023	-0.0256888325	0.1093186352	0.0215393613	0.0700118675	-0.11605301609999999	-0.1005101517	0.021905043199999998	0.0074090647	0.0234711647	0.1611896873	-0.022616611000000002	-0.0120511914	-0.0197333303	0.0241121575	0.20490217559999999	0.09726009599999999	0.0626037639	-0.0260701677	0.0244826865	0.0258495962	-0.12223251	-0.0612266025	0.1008587884	-0.0437856758	0.0436989037	-0.0138248752	-0.1134338532	-0.0447338549	0.0970370815	0.1350457076	0.0603453005	-0.1026975557	0.0693219234	-0.0637304281	-0.09805857970000001	-0.061918035499999996	-0.0033168818	0.033609402999999996	0.1042758491	0.1381962451	0.0061570454	-0.0183730286	-0.0769287046	-0.0232157475	0.032401886	0.006751768199999999	0.0006543957	0.0825889961	-0.0285127357	-0.1999015341	-0.10610734029999999	-0.10708402310000001	-0.0221720669	-0.028252734100000006	0.0187982226	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	0.0441951	-0.010219900000000004	0.0019532068640099997	0.00010444635601000008	0.035244	0.076806	0.0012421395359999998	0.005899161636	-0.727695	0.07473499999999987	0.529540013025	0.005585320224999983	0.008466279999999998	-0.002603020000000001	7.167789703839998e-05	6.775713120400006e-06	0.00306121	-0.00048773	2.378805529e-07	9.3710066641e-06	0.00170793	-0.0007396200000000001	2.9170248849000007e-06	5.470377444000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34152.41015625	378.33203125	1166387119.480728	143135.12586975098	22007.421875	-0.236328125	0.055850982666015625	484326617.5842285	21889.390625	27.912109375	479145421.9338379	779.0858497619629	1.507405	36.032307	0.35116469999999983	-0.0939078173	-0.1346808182	0.0492987828	-0.0626905408	-0.0778299621	0.0322827517	-0.0196335686	0.0987600429	-0.051548585	-0.17008850609999998	-0.0361132557	0.0528622349	-0.035222003700000004	0.0709576171	-0.0243097358	-0.0352295316	-0.046611564800000005	0.1621581401	0.1162583365	-0.0121194171	-0.0454382807	-0.0896930722	0.05083486190000002	0.0995523041	-0.0568212623	-0.1210703301	-0.0018261148999999999	-0.0629426211	0.1037596466	-0.0828521714	-0.0666156891	-0.07648288980000001	0.0268038362	0.1097584178	0.039753378799999996	-0.0330112069	0.0427309441	-0.1829448784	-0.0591317021	-0.1099865942	0.008797481800000001	0.06619764730000001	0.0052911827	-0.0237672323	-0.0846816725	0.0093678419	-0.0356420765	0.0148329879	-0.0121024303	-0.1255274975	0.0581459534	0.1470571902	0.0775528164	-0.1074828999	0.1339618159	-0.046031349400000005	-0.0444736825	0.0029795622	-0.066936193	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	0.0438052	-0.00038989999999999864	0.00191889554704	1.5202200999999885e-07	0.0931188	0.0578748	0.00867111091344	0.0033494924750400003	-0.5616359999999999	0.16605900000000007	0.3154349964959999	0.027575591481000018	0.00714489	-0.0013213899999999976	5.10494531121e-05	1.746071532099994e-06	0.00225746	-0.0008037499999999997	6.460140624999996e-07	5.096125651600002e-06	0.00211961	0.00041168	4.4927465521e-06	1.6948042239999998e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34386.0703125	233.66015625	1182401831.5361938	54597.068618774414	22003.919921875	-3.501953125	12.263675689697266	484172491.9282875	22024.494140625	135.103515625	485078342.15042496	18252.95993423462	1.241691	29.680805	0.37827313	-0.040472464900000005	-0.1374732726	-0.0115755156	-0.0173092125	-0.105251165	-0.009896381	-0.0779918212	0.0245482237	0.0023917834	-0.1723552455	-0.0665598496	0.0004991457	-0.021115024500000003	0.036240495	0.0279631711	0.036420892	0.022304611800000002	0.1253745339	0.0243135159	-0.0221257115	-0.021468642000000003	-0.0162411749	0.18495303600000002	-0.094881446	-0.0068078477	-0.1266186423	-0.09207296429999999	-0.08411677099999999	0.07807805400000001	-0.0518601639	-0.0235042913	-0.0992492725	-0.0166051026	0.0319149393	-0.017107446999999998	-0.0214356799	0.0432565442	-0.16165173730000001	0.0424506921	-0.0643605869	-0.0926386121	0.0770979916	0.0030952657	-0.0465073275	-0.0236992348	-0.0158594136	-0.138781971	-0.1021492218	0.068677451	-0.0353185119	0.0667473583	0.06611185950000001	0.0816915566	-0.0680259441	-0.0410032783	-0.0034411804	0.0033426603999999996	-0.12302172900000001	-0.011287778799999999	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	0.0296707	-0.014134499999999996	0.0008803504384899999	0.00019978409024999996	0.00943167	-0.08368713	8.895639898889999e-05	0.0070035357276369	-0.399719	0.16191699999999992	0.159775278961	0.02621711488899997	0.00591013	-0.0012347599999999995	3.4929636616900015e-05	1.524632257599999e-06	0.00143301	-0.0008244500000000003	6.797178025000004e-07	2.0535176601e-06	0.00180813	-0.00031148000000000005	3.2693340969e-06	9.701979040000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34241.6171875	-144.453125	1172488347.6152954	20866.705322265625	22038.244140625	34.32421875	1178.1519927978516	485684204.80179214	22169.833984375	145.33984375	491501538.89474875	21123.67018127441	1.268725	30.327017	0.21187028	0.0198240444	-0.1236076574	-0.023957141499999998	0.023834421	-0.0702701392	-0.046299066900000005	-0.0569762625	-0.028326228999999998	0.022489220299999998	-0.1278880575	-0.09732675910000001	-0.0680644668	0.0541349305	0.0526760682	-0.0358466041	0.0404925745	-0.0051519814	0.0609195391	0.0260572402	-0.022053192200000002	0.0283293077	0.1343248776	0.1642908733	-0.0017932120000000004	0.024282505899999998	-0.0994570025	-0.0766251551	-0.1027839845	0.0023596363	-0.0328032079	0.0206665324	-0.0560485741	-0.0559400196	-0.0073658994	-0.0441733704	-0.0103191903	0.0448143314	-0.1430315368	0.10265888039999999	0.0073194255000000015	-0.0767068435	-0.0023499194	0.024921739300000002	-0.0535754713	0.0319107477	0.1241573757	-0.22286477870000002	-0.1296035932	-0.0466769918	0.0257512107	-0.0429864857	-0.0697803545	-0.0164403907	0.05454355650000002	0.1496438003	0.0607864579	0.12341739439999999	-0.0913574799	-0.1196697765	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	0.008725389999999998	-0.02094531	7.613243065209998e-05	0.0004387060109961001	-0.0255133	-0.03494497	0.00065092847689	0.0012211509283009	-0.330042	0.06967699999999999	0.108927721764	0.004854884328999999	0.00478043	-0.0011297000000000008	2.28525109849e-05	1.2762220900000022e-06	0.00112954	-0.00030346999999999986	9.209404089999996e-08	1.2758606116e-06	0.00151524	-0.00029289000000000013	2.2959522576e-06	8.578455210000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34007.0	-234.6171875	1156476049.0	55045.224670410156	22077.615234375	39.37109375	1550.083023071289	487421094.43710715	22206.34375	36.509765625	493121702.74316406	1332.9629859924314	1.095414	26.184258	0.04493776	-0.0184896797	-0.09366582470000001	-0.008422450699999999	0.0041270468	-0.0646122003	-0.0544171959	0.026271071200000003	-0.043778896100000006	0.0191709135	-0.0438114575	-0.0339599656	-0.0386778786	-0.017306828	0.0546258455	-0.045216901799999994	-0.1370604078	-0.0601550132	0.0038438656	0.0390557052	0.01190823	0.027018167200000002	0.1083780926	0.0650733829	-0.018084102	-0.027613805099999996	-0.0922753323	-0.0440696263	-0.07873718860000001	-0.06728161769999999	0.0039745683	0.0095274425	-0.0389553525	-0.081218014	0.0062682697	-0.0087957034	0.0198593655	0.022114287200000003	-0.0205643955	-0.0010916955000000001	-0.0058616148	0.051383285099999995	0.0168869077	-0.0556431816	-0.0760718903	0.0573795805	0.0026449391	-0.1991170714	-0.0834212947	-0.109077712	-0.12635643400000002	0.010675025900000001	-0.0657467803	-0.0026370853000000005	-0.0690000628	-0.054748970300000005	0.0881258674	0.1931766517	0.0100536537	-0.010368030600000001	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	0.0123694	0.003644010000000003	0.00015300205636	1.3278808880100023e-05	-0.029042200000000008	-0.0035289000000000045	0.0008434493808400003	1.2453135210000035e-05	-0.332968	-0.002925999999999984	0.110867689024	8.561475999999907e-06	0.00493214	0.00015171000000000019	2.43260049796e-05	2.3015924100000063e-08	0.000727413	-0.0004021270000000001	1.6170612412900008e-07	5.29129672569e-07	0.0013723	-0.00014294000000000004	1.88320729e-06	2.043184360000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34403.08984375	396.08984375	1183572590.7971346	156887.16432189938	22075.14453125	-2.470703125	6.1043739318847665	487312006.07557684	22339.5078125	133.1640625	499053609.3047485	17732.667541503906	1.080817	25.835344	0.0923206	0.0346928511	-0.060406299000000004	-0.01058787	0.035703645	-0.0472853878	-0.08483594380000001	0.0021442796	0.0012462208	0.050254645599999995	0.032134416299999996	-0.0385972019	0.0542621915	-0.023147235800000002	-0.0096182716	0.042453818600000005	-0.100902221	-0.08652006429999999	0.0152121828	0.029348383399999997	-0.0035308837	0.10419627470000001	0.0573446168	0.0045765298	-0.0097392602	0.0290392144	-0.04813343230000002	-0.052656023600000004	-0.0323611075	-0.0177417533	-0.0566283344	0.0367675117	-0.0267283205	-0.0996001676	-0.06238231280000001	0.0147191772	0.0536264214	-0.016462105600000002	-0.0002214998	-0.0739091427	0.0210380851	0.043327477999999996	0.0544824014	-0.0307470866	-0.0220830587	0.1223280809	0.0205621272	-0.0444360059	-0.0720290388	-0.0741036331	-0.1046442865	0.08031715769999999	-0.0008203332000000001	-0.06490216879999999	0.0082124681	-0.0211368268	0.1142999467	0.045565829	-0.0160553879	-0.1262280525	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.018975	0.006605599999999998	0.00036005062499999994	4.3633951359999975e-05	-0.0235308	0.0055114000000000074	0.0005536985486399999	3.0375529960000068e-05	-0.317312	0.015656000000000003	0.100686905344	0.0002451103360000001	0.00389619	-0.00103595	1.51802965161e-05	1.0731924025e-06	0.000615351	-0.000112062	1.2557891844000004e-08	3.78656853201e-07	0.00151524	0.00014294000000000004	2.2959522576e-06	2.043184360000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
