csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53
33238.640625	n/a	1104807230.5979004	n/a	21100.078125	n/a	n/a	445213296.8811035	22018.783203125	n/a	484826813.7462197	n/a	n/a	n/a	n/a	-0.08053823759999999	-0.0229624208	-0.1066014582	-0.026509967599999996	0.0167372361	0.0219123602	-0.0229244418	0.0315517697	-0.0402192024	0.1413771007	-0.019086656299999998	0.1537983498	-0.0972946134	0.0269305629	-0.0325498179	0.0745704165	-0.1178576905	-0.0598984038	-0.173183571	0.0385959624	-0.0189926878	0.0137781993	0.0524364688	-0.0394137783	0.0166057598	-0.0346886337	0.034595075	-0.0488366976	0.1451344479	-0.0039006493	0.0511142641	-0.0013102199000000001	0.0020323741	-0.04648498190000002	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.09569250000000004	n/a	0.009157054556250007	n/a	-0.000518763	n/a	n/a	2.69115050169e-07	0.121793	n/a	0.014833534849000003	n/a	-0.000682656	n/a	4.6601921433599997e-07	n/a	-0.00179197	n/a	3.2111564809e-06	n/a	0.00317132	n/a	n/a	1.00572705424e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33733.5625	494.921875	1137953238.9414062	244947.6623535156	21076.287109375	-23.791015625	566.0124244689941	444209878.31680685	22021.296875	2.513671875	484937516.0568848	6.3185462951660165	0.8976119999999999	28.037365	0.31980498700000004	-0.0266107681	0.0251787017	-0.0409889626	-0.029230736299999997	-0.019165976799999998	0.0188115303	0.0041948461	0.0267543655	-0.0295046338	0.027565384100000003	0.0181105791	0.0640903157	-0.08247373690000001	-0.0470766884	-0.11086060199999999	0.0392169732	-0.073551136	-0.0581297435	-0.057840597800000004	0.0268002612	-0.0232961138	-0.021904971000000002	0.034429622	-0.0032310271	0.0100916937	-0.0267471605	-0.0010302421	-0.105223458	0.0324937947	0.0014416529000000002	-0.045192353899999996	-0.0455716745	-0.0142090168	0.0202316037	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.0660755	-0.02961700000000005	0.004365971700249999	0.0008771666890000027	-0.06276169999999999	-0.062242936999999984	0.003874183206385968	0.003939030986889999	-0.028473	-0.150266	0.0008107117290000001	0.022579870756000004	-0.000229735	0.000452921	5.2778170225e-08	2.05137432241e-07	-0.00104924	0.00074273	1.1009045775999997e-06	5.516478529e-07	0.00281339	-0.00035793000000000023	1.2811388490000017e-07	7.915163292099997e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33909.38671875	175.82421875	1149846507.6417391	30914.15589904785	21052.703125	-23.583984375	556.2043190002441	443216308.8693848	21992.984375	-28.3125	483691361.7189941	801.59765625	0.7076640000000001	22.104225	0.15799858999999994	-0.017734876	0.014461554299999999	-0.0053340133999999996	-0.0280871131	-0.031133908300000002	0.0016833889000000002	0.0335180459	0.0188608652	-0.0262440406	0.04391937	0.021445765099999996	0.0634977624	-0.028815881800000002	-0.0330809284	-0.0218798492	0.0712353229	-0.0465606395	-0.040800920899999996	-0.037817642	0.016765508999999998	-0.0218410933	-0.0327965374	0.0121618409	0.0239372744	0.0319185691	-0.025591197799999996	0.0235290933	-0.058112534699999996	0.043240213	0.0131693393	-0.0139767573	0.0163279555	0.0381908369	0.012306794199999999	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.0535015	-0.012573999999999995	0.00286241050225	0.00015810547599999988	0.00304379	0.06580549	0.004330362514140099	9.2646575641e-06	-0.058891999999999986	-0.030418999999999988	0.003468267663999999	0.0009253155609999996	0.000147491	0.000377226	2.1753595081e-08	1.4229945507600004e-07	-0.0007705739999999999	0.000278666	5.937842894759997e-07	7.765473955599999e-08	0.00248528	-0.00032810999999999995	1.0765617209999995e-07	6.1766166784e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34145.2109375	235.82421875	1165895429.9663696	55613.06214904785	21049.94921875	-2.75390625	7.5839996337890625	443100362.11195374	21985.849609375	-7.134765625	483377583.0460549	50.90488052368164	0.6549510000000001	20.457714000000006	0.12570514	0.0054646671	0.044730174000000004	-0.0162584875	-0.0243015363	-0.0498642001	0.0101609373	0.0505536153	-0.0036551406	-0.0199552201	0.009898363	0.022439939500000002	0.0072117807	-0.0388541978	-0.0930174469	-0.04686402059999999	-0.0329433732	-0.026764377000000002	-0.044918632400000005	0.0162739161	0.0031701290000000003	-0.0228612707	-0.0476152175	0.0124997602	0.0320807242	0.05353988230000002	-0.0046670684	0.0191712418	-0.053133535700000005	0.0150588596	-0.026575897799999998	-0.0729664775	-0.0195791762	-0.0136056979	0.0977780177	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.0449529	-0.008548600000000003	0.00202076321841	7.307856196000005e-05	-0.0630597	-0.06610349	0.0043696713901801	0.00397652576409	-0.0937933	-0.0349013	0.00879718312489	0.0012181007416900002	0.000301859	0.00015436800000000002	9.111885588099999e-08	2.382947942400001e-08	-0.000634157	0.0001364169999999999	4.02155100649e-07	1.860959788899997e-08	0.00245303	-3.2249999999999734e-05	1.0400624999999822e-09	6.017356180900001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34141.37890625	-3.83203125	1165633753.6201324	14.684463500976562	21046.224609375	-3.724609375	13.87271499633789	442943570.30826193	21987.244140625	1.39453125	483438904.89944834	1.9447174072265625	0.6727420000000001	21.013432	0.10823699999999999	0.0024264016	0.0214607946	-0.0135381126	-0.0212713238	-0.0466367839	0.013955383600000001	0.0317492007	0.0233887285	-0.0175252066	-0.0090755013	0.0340078345	-0.0044996674	-0.0422196408	0.0033929584000000003	-0.0050979556	-0.0131068517	-0.0163203581	-0.0105619002	0.0201348301	-0.018785976200000002	-0.023879786200000003	-0.043526432000000004	0.0146004817	0.037626473199999996	-0.0046730597	-0.012877131200000001	0.0210805344	-0.0327796521	-0.0026992709999999996	-0.0595852034	-0.0036021577	-0.015486095900000003	-0.0087924317	0.013244479299999999	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.0280885	-0.016864399999999998	0.00078896383225	0.00028440798735999994	-0.07433299999999997	-0.011273299999999972	0.00012708729288999937	0.005525394888999996	-0.106367	-0.012573700000000007	0.011313938688999998	0.0001580979316900002	-0.00013895300000000004	-0.0004408120000000001	1.930793620900001e-08	1.9431521934400004e-07	-0.000362557	0.00027160000000000004	1.3144757824899998e-07	7.376656000000002e-08	0.00181493	-0.0006381000000000003	4.0717161000000014e-07	3.2939709049e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34238.34375	96.96484375	1172264182.743164	9402.180923461914	21069.810546875	23.5859375	556.2964477539061	443936916.481205	22022.60546875	35.361328125	484995151.6322174	1250.423526763916	0.707074	22.085806	0.08614275	0.0062418661	0.0206662378	-0.0013208914000000002	-0.013172408500000002	-0.049372024800000004	0.0067170513000000005	0.0118210298	-0.0119760572	-0.0092214552	0.0014136348	0.021184465899999998	-0.0187544418	-0.0215504607	-0.0096508707	0.0344889484	-0.0142691991	-0.0049181597	-0.0135703435	0.0191771378	-0.028573599100000006	-0.0134273184	-0.047185600300000005	-0.0013617173	0.0049785834	0.0163665463	-0.0041780219	0.015657603200000002	-0.0048834403999999994	0.0064518695	-0.0333139967	-0.014798152299999999	-0.0018285246	-0.035650534500000004	-0.048059057	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.0197591	-0.008329399999999999	0.00039042203280999986	6.937890436000001e-05	-0.111838	-0.03750500000000004	0.0014066250250000028	0.012507738244000002	-0.110861	-0.004493999999999984	0.012290161320999995	2.0196035999999854e-05	0.000422324	0.000561277	1.7835756097600005e-07	3.15031870729e-07	-0.000362557	0.0	1.3144757824899998e-07	0.0	0.00165992	-0.0001550099999999999	2.4028100099999973e-08	2.7553344064e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34357.80859375	119.46484375	1180459011.3647616	14271.848892211914	21038.12890625	-31.681640625	1003.7263526916504	442602867.8759918	22035.359375	12.75390625	485557062.7854004	162.66212463378906	0.656388	20.502594	0.13757655	0.0083364049	0.0269903646	0.0087319997	-0.0191401042	-0.0407619418	-0.0020445678	0.0444211865	0.008440128199999999	-0.011664530800000001	-0.0115687332	0.011832444199999998	-0.0497918885	-0.0180044427	0.017796412	0.05354590099999999	-0.014826680200000001	0.0015236446	-0.009616328	0.041518501	-0.0194490288	-0.021679507799999997	-0.035875931800000004	-0.0062934346	0.0509772114	0.0082402357	0.008211945200000001	0.0148688429	0.0161257006	-0.0119505908	-0.0495867727	0.0365507098	0.0248498011	-0.0081511723	0.0058061312	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.0280783	0.008319200000000002	0.00078839093089	6.920908864000004e-05	-0.021430900000000003	0.0904071	0.00817344373041	0.0004592834748100001	-0.0938158	0.017045199999999986	0.008801404329640002	0.00029053884303999937	0.00032654900000000003	-9.577499999999997e-05	1.0663424940100004e-07	9.172850624999996e-09	-0.000306221	5.633599999999998e-05	9.377130084099998e-08	3.1737448959999987e-09	0.00194391	0.00028399	8.065032010000003e-08	3.7787860881e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34285.59765625	-72.2109375	1175502206.6462555	5214.419494628906	21041.39453125	3.265625	10.664306640625	442740283.8197174	22031.541015625	-3.818359375	485388799.52316666	14.57986831665039	0.626071	19.555634	0.05709399499999999	0.0007362387	0.0250453973	-0.0022685979	-0.0208038779	-0.0333151311	-0.020881171299999998	0.0368281977	0.0097105826	-0.005493780500000001	-0.0028185893	0.025056196	-0.0093047849	0.021176150499999997	-0.0727106803	0.0267815983	-0.0149773582	-0.0035017740999999996	-0.0032417978	0.0343989477	-0.014047813700000002	-0.021378649700000002	-0.0274551727	-0.0256344656	0.037047651	0.0131420563	0.0023051863	0.0244020069	-0.0018193854	0.0086520055	-0.0121023701	-0.0724665917	0.0436215285	0.0288748028	0.0311259846	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0517359	0.0236576	0.00267660334881	0.00055968203776	-0.00650564	0.014925260000000003	0.0002227633860676001	4.23233518096e-05	-0.0938189	-3.0999999999919985e-06	0.008801985997209999	9.609999999950387e-12	1.27243e-05	-0.0003138247000000001	1.6190781049000003e-10	9.848594233009004e-08	-0.000362557	-5.633599999999998e-05	1.3144757824899998e-07	3.1737448959999987e-09	0.00194391	0.0	0.0	3.7787860881e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34302.0234375	16.42578125	1176628811.9067993	269.8062896728516	21024.279296875	-17.115234375	292.93124771118164	442020319.95300674	22034.021484375	2.48046875	485498102.77389914	6.1527252197265625	0.652795	20.390368	0.154394745	0.0150871315	0.0408858611	0.0277106658	-0.0336474498	-0.0362193184	-0.0193582947	0.0420609821	0.013929213000000001	0.0007186935	0.0016241881	0.0117385168	-0.0355293829	-0.0307444411	-0.1053385725	0.031015959500000002	-0.0164716526	-0.0037413431	-0.0202462697	0.0394908327	-0.0109037627	-0.0329439892	-0.031955981200000004	-0.017925266000000002	0.045932484100000004	-0.0009653438000000001	0.0115423189	0.0211489682	-0.0041345856	0.0042794074	-0.0639847606	-0.1054148435	0.0069228854	0.009043154599999999	-0.0030250991	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.0518269	9.100000000000079e-05	0.0026860275636100004	8.281000000000144e-09	-0.0777988	-0.07129316	0.005082714662785599	0.0060526532814400005	-0.114688	-0.020869100000000012	0.013153337344000005	0.0004355193348100006	0.000652216	0.0006394917	4.25385710656e-07	4.0894963436889e-07	-0.000582575	-0.00022001800000000005	3.39393630625e-07	4.840792032400002e-08	0.00232723	0.00038331999999999993	1.4693422239999995e-07	5.4159994729e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34396.02734375	94.00390625	1183086697.0319974	8836.734390258789	21050.486328125	26.20703125	686.8084869384767	443122974.6505776	22109.80859375	75.787109375	488843636.05226135	5743.685947418213	0.661324	20.656796	0.11372525	-0.0051741337	0.0015642157000000001	0.0439116564	-0.0142239974	-0.015480341699999999	-0.0007058255	0.0288589236	0.0023351234	0.002893766	-0.026813476699999998	0.026539473900000003	0.050270832300000005	-0.0113338447	0.017174067299999998	0.11454145210000001	0.046803547800000005	0.0037063690999999998	0.0277875268	0.0242246006	-0.0330814596	-0.021280091299999998	-0.0171104425	-0.0004626742	0.021456558599999998	0.0035802045	0.0076028172	0.0030383352	-0.0414086271	0.056185613200000005	-0.0007425902000000001	0.07019771	0.0604224274	0.0330514008	-0.056412372	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	0.049076	-0.002750900000000001	0.002408453776	7.5674508100000034e-06	-0.0561539	0.0216449	0.0004685016960100001	0.0031532604852100004	-0.0591268	0.05556120000000001	0.00349597847824	0.003087046945440001	0.00032654900000000003	-0.00032566699999999986	1.0663424940100004e-07	1.0605899488899996e-07	-0.0008221129999999999	-0.00023953799999999986	6.758697847689998e-07	5.7378453443999935e-08	0.00243739	0.00011016000000000019	1.2135225600000045e-08	5.940870012100002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
