csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
26856.4375	n/a	721268235.1914062	n/a	20594.326171875	n/a	424126270.47357565	n/a	20539.83203125	n/a	421884699.8719635	n/a	n/a	n/a	n/a	-0.09789803	0.0131722101	-0.13683436429999998	0.062922575	0.0450376046	-0.12982358289999998	0.0634104435	-0.1090215817	0.209371604	-0.12775685109999999	0.1945127885	-0.011021544599999999	0.041397357999999995	-0.029691691099999997	0.0513466385	-0.0746084225	0.0728668114	-0.2555749716	0.0458997191	-0.22118383449999998	0.17814587510000002	-0.022378682200000003	0.0761387452	-0.14932266019999998	0.0010001636	0.0356693764	-0.2266103145	0.0860006509	-0.0070642171999999994	-0.0399498767	0.14968535689999998	-0.1238804998	0.0266549324	0.00625546	-0.0128769748	-0.0347074374	0.07542405099999999	0.056922227699999994	-0.0734149796	-0.005267121	-0.0033256562	-0.2186896984	0.060070797599999996	-0.0035128090999999996	-0.053762417199999996	-0.012976911	0.0059002041000000005	0.1239930559	0.0113377353	-0.0750446225	0.08765797269999999	-0.1131203466	0.2378613664	-0.1412457529	0.1093498657	-0.0130662402	0.1464674756	-0.0282745711	0.16009198019999998	-0.2087703493	0.0221227729	-0.1040784637	0.0094738313	-0.0072505068999999985	0.046243281799999994	-0.09769513070000001	-0.07981082910000001	0.14626269	-0.07838859849999999	0.2034801704	-0.22142417399999997	0.055978435	-0.0811953836	0.0737313492	-0.0283764658	0.0037534782000000003	-0.13859715779999998	0.14997172279999998	0.0861925149	-0.1218292274	0.1277003065	-0.2593664705	0.12187665859999999	0.1481691661	-0.1672797693	-0.0006718669999999999	0.09600266800000001	-0.11375309289999999	-0.024603162799999998	-0.0072839058	0.1305561998	0.030720877200000007	-0.0742522582	-0.0243505062	-0.0065636028	-0.0080251221	0.09870000640000001	0.067247156	0.0023064694	-0.0909462763	0.1217078847	0.1216831682	0.1216419777	0.0529359	n/a	0.0028022095088099997	n/a	-8.44342e-05	n/a	n/a	7.129134129639999e-09	-0.120051	n/a	n/a	0.014412242601000004	-1.7961700000000003e-06	n/a	3.2262266689000016e-12	n/a	0.000950193	n/a	n/a	9.02866737249e-07	0.0008876989999999998	n/a	7.880095146009999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26899.169921875	42.732421875	723565342.4859048	1826.0598793029785	20572.33984375	-21.986328125	423221166.6467438	483.398624420166	20402.673828125	-137.158203125	416269099.3368568	18812.37268447876	1.33532	24.9494	0.1085451003	-0.0986356568	0.0628160742	-0.0359950839	0.0306654162	0.0301003291	-0.209597002	-0.0052716423	-0.1812120118	0.0410385203	-0.1523798152	0.2043242748	-0.012939941699999999	0.0673086703	0.022909641	0.088510225	-0.11765468550000001	0.0136712398	-0.1906447691	0.06698225690000001	-0.0012126038	-0.0183414953	-0.076295906	-0.16488274320000001	-0.08597501619999999	-0.027429356600000003	0.0002268065	0.0663570933	-0.0081409669	0.1178288665	-0.0632132574	-0.0095660032	0.022406955099999997	-0.0029002796999999998	0.0096727277	-0.0029823380999999998	-0.11940761710000004	0.018549801299999998	0.0361097857	0.1258747153	0.0605948895	0.2386862886	0.0470824873	0.0307922739	0.0065575366	0.0704670738	0.0748805088	-0.15642724660000001	0.0474240685	0.0919900921	0.0582681255	0.014060003799999998	-0.0711034267	0.125694782	-0.2089077339	0.0362291239	0.0088579204	0.20838352329999998	-0.11108007449999999	0.1686646178	-0.0913866085	0.0954149543	-0.1557270166	0.0124754107	-0.053834831	0.0775435155	-0.0815123963	-0.1397713753	0.0448280884	-0.12693305	0.1732589618	-0.0602271296	-0.0663984604	-0.0781965897	-0.014872502099999999	-0.0259306546	-0.0981901416	0.14402226640000002	0.031630362999999995	-0.077061496	-0.05651252	0.044650429000000005	-0.041929364	-0.1063157475	-0.055119536100000005	0.05192717349999999	-0.12163597539999994	0.0629248691	-0.0410749893	0.0134772981	-0.0283899411	-0.009595540500000001	-0.0745870833	0.0452243908	0.1394346969	0.045492139	-0.0734946833	0.0752534176	0.018179066	-0.0078374631	0.2331422105	0.1216419777	0.12141962949999999	0.12104935019999999	0.033876	-0.019059900000000005	0.0011475833759999998	0.0003632797880100002	-9.6483e-05	-1.2048799999999992e-05	1.4517358143999982e-10	9.308969289e-09	-0.057375	0.06267600000000001	0.0039282809760000014	0.003291890625	-6.72462e-05	-6.545003000000001e-05	4.52205141444e-09	4.283706427000899e-09	0.0007601059999999998	-0.00019008700000000024	3.6133067569000095e-08	5.777611312359996e-07	0.0006072930000000001	-0.00028040599999999986	3.688047878490001e-07	7.862752483599992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26380.291015625	-518.87890625	695919754.0690651	269235.3193511963	20536.947265625	-35.392578125	421766202.99106216	1252.6345863342285	20261.708984375	-140.96484375	410536850.96750265	19871.087173461918	1.50048	28.035297	0.13202212300000002	0.0607295632	0.042514800400000004	0.1656684733	0.09784616539999999	-0.016089547	-0.0160667199	-0.0887474086	-0.0948765058	-0.08302659400000001	-0.1923675037	0.0621088237	0.028529361	0.0727189939	0.026167814900000003	-0.033909981299999996	0.1736921766	-0.08582193689999999	0.0698456868	0.0575857258	-0.0146544546	-0.1136224419	-0.034392449	0.0246185981	0.119273937	0.1047341208	0.1816831468	0.0843634213	0.063077938	-0.0438238286	-0.052254832599999995	-0.0068817813	0.13667018390000002	-0.0066636215	-0.0865419166	-0.2591217998	0.1286330893	-0.13383701609999998	0.11501636679999999	0.0131995775	-0.0082939172	0.1386981022	0.0347015526	-0.0589755298	0.06935809450000001	-2.1826399999999998e-05	-0.1544812743	0.0703391421	-0.0248970473	0.0382395167	0.1222764565	-0.157755843	-0.0665679959	0.0830184595	-0.0109304926	-0.05907350910000001	0.019265901999999998	0.017332063300000002	-0.11099044289999999	0.03241433	-0.041752993700000005	0.1680262574	-0.1093256708	0.0362031619	-0.1765836384	-0.0324420571	0.0094608677	-0.0350358814	-0.0664682812	0.1265127381	-0.08511599439999999	0.0754078538	0.0796403708	0.047094465999999995	-0.13714126869999999	-0.20197613890000002	0.0574934698	0.044109175300000004	0.0632997521	-0.1521992773	0.0751690415	0.1230748138	-6.42563e-05	-0.0456788934	0.0318888322	0.0469265887	-0.046508796100000006	-0.1205620467	-0.0232130823	0.1223486835	0.0180412741	0.0455605764	0.0005877557	0.10838206880000001	0.1635575973	0.0547810291	-0.0392840698	-0.08298280599999999	0.0339508967	0.030527768900000002	0.0414872181	0.1215101995	0.120893123	0.1198669825	0.0188995	-0.014976499999999997	0.00035719110025	0.00022429555224999991	0.0216618	0.021758283	0.000473422879108089	0.0004692335792399999	-0.039785400000000005	0.017589599999999997	0.00030939402815999983	0.0015828780531600005	-0.00148646	-0.0014192138	2.2095633316e-06	2.01416781011044e-06	0.000703203	-5.6902999999999757e-05	3.237951408999972e-09	4.94494459209e-07	0.0006851310000000001	7.7838e-05	4.694044871610001e-07	6.058754243999999e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26406.818359375	26.52734375	697320055.8650246	703.6999664306641	20523.705078125	-13.2421875	421222470.13385385	175.35552978515625	20307.01953125	45.310546875	412375042.24256897	2053.0456581115727	1.167749	21.81848	0.13348721	0.0903501041	0.0038146529	0.17759121890000001	0.08706536990000001	-0.0283625539	0.027352752799999998	-0.1959756922	0.019197809099999998	0.0056867104	-0.17517857879999998	0.1098310828	0.0477428539	-0.0745052247	0.0481470145	0.0169337965	-0.0237150727	-0.0736957243	-0.0138547956	-0.0175304967	0.08736824609999999	0.111801148	-0.1289517655	0.1225214328	-0.0102164783	0.1310545505	0.1532067611	-0.0084199737	0.1677052466	-0.1492455457	-0.031953395600000004	0.017194079299999998	0.0697498391	-0.0624595015	0.0783286899	0.031068982000000002	-0.0096151187	-0.1597006284	0.0420562118	-0.0057156506	0.0800694507	-0.015539529299999999	0.0886668626	0.1065153036	0.0051182501	-0.0472480483	-0.112347305	0.0013301157	-0.0388087377	0.006836665	0.0487636649	-0.1571075009	-0.0345722865	0.09826904210000001	0.12852999539999999	-0.1085485759	0.0146923474	-0.025220932400000003	-0.1497123691	-0.1057382286	-0.1353773373	0.1266591987	-0.1379999566	-0.0720804959	0.022394323799999998	0.0643496432	0.012009908799999998	-0.09806720779999999	-0.0351134398	-0.0091791282	-0.0829662505	-0.0767301243	-0.037503363	0.1034195334	-0.0704381213	-0.0292713706	0.0823178019	0.1412902006	0.128643077	0.08404778480000001	0.0940364719	0.1705290727	0.10517962089999999	0.046652050599999995	-0.0169087403	-0.09182048359999999	-0.0230948049	-0.1227085909	0.0087691751	-0.1154364915	-0.090478238	0.0271557963	-0.0370545265	0.0034564142999999998	0.10051754380000001	-0.0211709857	0.0136843872	-0.07480800110000001	0.0140496089	0.0066341617	-0.1632456816	0.1213126213	0.12010478890000001	0.1181006348	0.00750359	-0.01139591	5.63038628881e-05	0.00012986676472809996	-0.0463736	-0.0680354	0.00462881565316	0.0021505107769600003	-0.05743009999999999	-0.017644699999999985	0.0003113354380899995	0.003298216386009999	-0.0008149810000000001	0.0006714789999999999	6.64194030361e-07	4.508840474409999e-07	0.0007157989999999999	1.2595999999999918e-05	1.5865921599999794e-10	5.123682084009999e-07	0.00072928	4.4148999999999946e-05	5.318493184e-07	1.949134200999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26825.001953125	418.18359375	719580729.7851602	174877.51808166507	20560.63671875	36.931640625	422739782.2804108	1363.9460792541506	20430.404296875	123.384765625	417401419.73376846	15223.800388336182	1.278763	23.892681	0.18589916	0.09797430189999999	-0.11103789730000001	0.026881925499999997	-0.0082347587	-0.055804987400000006	0.1473305012	-0.0434310375	0.1712273183	0.0699786248	-0.0609800081	0.0788301143	0.0194579359	0.0291199807	-0.0251994007	0.2312049944	0.1494131178	-0.0891554276	-0.007827315	-0.19718160329999998	0.1125864402	0.1384010678	0.0403163706	0.0046483234	-0.0986461144	-0.1464503741	0.0401527171	0.030133426	-0.0004926747	0.1530498025	-0.2116468048	0.0576571965	0.051318381100000005	0.0642452587	-0.048418288	-0.14838428509999999	0.1212776734	-0.0500746996	0.12749310460000002	-0.0137576434	-0.0897124028	-0.0534478338	-0.021904759500000003	0.0349911887	0.053145108499999996	0.0439256115	0.0918217823	-0.045311461399999996	-0.00967135	-0.1240335873	-0.0804900421	-0.06379782070000001	0.053622521900000004	-0.0777927926	0.0248328032	-0.1263150333	0.027665325600000002	-0.1580575974	0.0474024001	-0.1307210445	-0.12515699560000002	0.0204554624	-0.10893756730000001	0.0319554405	-0.013549355	0.0650836685	-0.2504201707	-0.0779909287	-0.0949572416	0.0596434306	-0.22173620100000002	-0.0201803183	-0.1949003373	-0.046329120999999994	0.1508746926	0.0039504909	0.10045831640000001	-0.1431691169	0.023229921400000002	-0.0934381076	-0.0300285535	-0.0417392043	-0.0075947552	0.010044712800000001	-0.0896560711	0.0211099444	0.016968721200000002	0.0277414146	-0.0483412166	0.1278186975	0.0079793428	0.0715391651	0.2352702473	0.1147327012	0.0656539455	-0.0413570068	0.1203697394	-0.054635570700000004	0.056796109000000004	-0.0442688195	0.026668357799999997	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00428654	-0.00321705	1.83744251716e-05	1.03494107025e-05	0.00682516	0.05319876	0.0028301080655376	4.65828090256e-05	-0.001379	0.056051099999999986	0.0031417258112099986	1.901641e-06	-0.00200468	-0.0011896989999999998	4.0187419024e-06	1.4153837106009995e-06	0.00087668	0.0001608810000000001	2.588269616100003e-08	7.685678224000002e-07	0.000611215	-0.000118065	3.73583776225e-07	1.3939344224999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26764.619140625	-60.3828125	716344837.7427101	3646.0840454101562	20590.0390625	29.40234375	423949708.5952759	864.4978179931641	20455.166015625	24.76171875	418413816.72678	613.1427154541017	1.072383	20.036629	0.11341335	0.037754212	-0.11711245810000001	-0.0398132239	-0.045001658099999994	-0.028823168399999998	0.0678125613	0.0564186422	0.0607936177	0.087213468	-0.07359408490000001	0.1243909743	-0.0968542148	-0.08404727050000001	0.061114793099999995	0.040622400600000004	-0.010700901100000002	0.0696791665	0.0786725353	0.0079366381	-0.0032713711	-0.1418220395	0.1093840366	-0.0884075948	-0.017327881599999997	-0.029132965499999997	0.0752785874	-0.025196964300000003	-0.141780358	-0.08370756929999999	0.0395285253	0.12221023060000001	-0.20647083649999998	-0.0505291203	-0.059822585199999986	0.1195170384	0.0202985878	-0.20294784370000002	0.053520891200000004	0.0403429305	-0.034374733	-0.073263358	0.1287448191	0.0765222558	-0.0989404379	0.1903520216	0.0249728929	0.07113228070000001	-0.0341116529	-0.0863473784	-0.08102875080000001	-0.0320974049	0.0578252162	0.1625201317	0.0174000018	-0.08342733	0.012839141399999998	-0.0730014929	0.0406472652	0.0095429468	-0.10071232960000001	0.0395137502	-0.1402522852	0.0258017748	0.12747508289999998	0.08593294609999999	-0.0477789662	0.054468120700000004	0.074056802	-0.0110316135	-0.0789816334	0.1287609733	-0.0378935736	0.011361998500000001	-0.066837738	0.0346213732	-0.1723357575	-0.034009972	-0.07912958490000001	0.0874987933	0.0590786622	-0.0024138594	-0.0848536617	0.026894314300000003	0.09504515529999999	0.1402192026	0.18611898100000002	-0.18856340719999998	-0.0021996802	-0.0671293775	-0.12066324519999999	-0.0660076117	-0.1493034424	-0.12428402109999999	-0.038216734700000005	-0.0617819238	0.048629449500000005	-0.0226220819	-0.0237588439	0.09852202480000001	0.0136630324	0.1207205288	0.11775003070000001	0.11285322490000001	0.0104854	0.0061988600000000005	0.00010994361316000003	3.84258652996e-05	-0.00548273	-0.01230789	0.0001514841562521	3.00603282529e-05	-0.0566956	-0.055316599999999994	0.00305992623556	0.00321439105936	-0.00166791	0.00033676999999999985	2.7819237681000005e-06	1.1341403289999995e-07	0.000567211	-0.00030946900000000004	9.577106196100004e-08	3.21728318521e-07	0.000465654	-0.000145561	2.1683364771600003e-07	2.1188004721000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26990.0859375	225.466796875	728464738.9136353	50835.27649307251	20590.40625	0.3671875	423964829.5400391	0.13482666015625	20463.44921875	8.283203125	418752753.92836	68.61145401000978	1.274418	23.811508	0.11566163	-0.11669030279999999	0.0315482973	-0.0871165272	-0.1817015975	-0.0733346297	0.0843009243	0.1409296079	-0.0616407454	0.0159284466	0.10483973199999999	0.11646455050000001	-0.0125157064	-0.0179591054	-0.074844168	0.1203460249	0.165305561	0.13151659400000001	-0.0661573595	-0.0201175579	0.08288969759999999	0.0483733579	0.05918235700000001	-0.061799180499999995	0.11504523259999999	-0.060718527599999995	0.0403167958	0.2848289058	0.0030054315000000004	0.014206143899999999	0.0892720767	0.0092473682	0.0640848233	-0.0146485929	-0.1527553692	0.062165802699999995	0.0900811387	0.0303460402	0.07302495769999999	0.1616638036	0.0699347382	-0.0011704922999999999	-0.018569539399999998	-0.16877736899999998	-0.0714920069	-0.0638107721	-0.0587123275	0.0127106084	0.1508771052	0.0358867008	-0.0010183088	0.160069795	0.1268868299	0.0281958955	-0.0423800228	0.0119293937	0.0454999059	-0.1074496124	0.07362118570000001	0.1424572467	0.022141385299999997	-0.09684584380000001	-0.1345855754	0.019631274299999998	0.009711100799999999	-0.1167885383	-0.2519845186	0.0005217663	-0.0183061368	0.0506900875	0.0476465141	0.0558946519	-0.1333217004	-0.08694564800000001	-0.1314198661	-0.0065529443	-0.0177521725	0.0222358323	-0.1372649592	-0.045114320599999994	0.1225530231	-0.08441759130000001	0.1116141445	-0.0034836683	0.0070866672	0.0511248065	-0.0189487101	-0.0361317239	-0.0666764319	-0.0145842324	0.1003169383	0.09969293470000001	-0.0299793711	0.0569760726	-0.052609177199999996	0.07963794190000001	0.0184838322	-0.0727740539	0.06623434639999999	-0.0482591715	0.0459005841	0.120326335	0.1161887065	0.1093977275	0.0103579	-0.00012750000000000088	0.00010728609241	1.6256250000000222e-08	0.0160422	0.02152493	0.0004633226115048999	0.00025735218084	-0.0335407	0.0231549	0.00053614939401	0.0011249785564900001	-0.000599851	0.001068059	3.59821222201e-07	1.1407500274810002e-06	0.000218184	-0.000349027	1.2181984672899998e-07	4.7604257856e-08	0.000465654	0.0	2.1683364771600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26871.625	-118.4609375	722084230.140625	14032.993713378906	20563.189453125	-27.216796875	422844760.4851112	740.7540321350098	20416.146484375	-47.302734375	416819037.2714577	2237.5486793518066	1.244541	23.253281	0.03963711	-0.057580366699999996	-0.0015041634	-0.1186604817	0.0600451551	-0.05566751019999999	0.028523360600000002	0.058077912	-0.031933351	0.0307797331	-0.038267236600000004	-0.024510232799999997	0.2451144381	0.0919906276	0.09909805470000001	0.027555452200000004	0.1031836778	0.0609732235	0.080199748	0.0201925889	-0.0748223287	-0.0920896372	0.0389937232	0.0786400352	0.12454536869999999	-0.11151542029999999	-0.0320693612	-0.126639656	-0.0541150836	0.12579125130000002	0.1375363846	-0.023635680200000002	-0.13783810130000002	-0.0304133972	-0.013878553200000001	0.055840991500000006	-0.0272136926	0.2224305147	-0.136101426	-0.031596374100000005	0.013991303500000002	0.0371398322	0.0680881384	0.0186646258	0.0259299902	0.08648422929999999	0.10362524029999999	-0.0822022215	-0.00017499939999999998	-0.0056773798	-0.0605261562	0.0996217474	-0.1025405771	-0.0509089675	0.011924428899999999	0.0332228957	0.0421894771	-0.044268731	0.0209106698	0.0601192937	-0.0557379663	0.0028279519	0.0631609013	-0.1679429973	-0.16685458050000002	0.0435928012	-0.055055735999999994	0.1639259273	-0.0819379325	0.0746313901	0.049900209400000006	0.032661445899999995	0.0760784145	-0.0634612951	0.010738548999999998	-0.0428970006	-0.0265218867	-0.0734935293	-0.1071011694	-0.0615748853	0.0723087392	-0.1401810216	-0.0811917736	-0.029749992000000006	0.042783103899999994	-0.06557633730000001	0.1199507859	0.13165988439999998	0.0695247577	-0.05613554269999999	0.1680034781	-0.0266037456	-0.1771965693	0.06901375400000001	-0.0868615577	-0.0559076875	-0.2105171746	0.0676523251	-0.0167325254	0.0099246941	0.0426911073	0.1198669825	0.1143757435	0.10540925529999999	0.00426894	-0.00608896	1.82238487236e-05	3.70754338816e-05	0.0334594	0.0174172	0.00030335885584000004	0.00111953144836	-0.0201862	0.013354500000000002	0.00017834267025000004	0.0004074826704399999	-0.00065538	-5.5529000000000023e-05	4.295229444e-07	3.083469841000002e-09	0.000218184	0.0	0.0	4.7604257856e-08	0.000465654	0.0	2.1683364771600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26783.708984375	-87.916015625	717367066.9596901	7729.225803375244	20539.734375	-23.455078125	421880688.19555664	550.1406898498535	20447.078125	30.931640625	418083003.8498535	956.7663917541504	1.364349	25.491791	0.19264346	0.0632181547	-0.1194025196	-0.035814873399999995	0.0204357615	0.0037150961	-0.0613289005	-0.0975808059	0.0443846633	-0.0441577187	-0.11876120300000001	0.0691970917	-0.0603722895	-0.00017696900000000002	0.0899358667	-0.09310252779999999	0.0736594996	0.18632612489999997	0.0540289884	-0.0382361068	0.0007910874	0.021059596099999998	-0.1697995483	-0.1096859265	-0.12369559320000001	0.1644614626	-0.0813686043	0.050655893	-0.0076572555000000014	-0.09041906470000001	0.032821693799999996	-0.13651108210000001	0.0105367658	-0.0688904057	0.0367710408	0.0283718999	0.0961916156	0.0385311886	-0.3069899082	0.123550312	-0.0728359546	-0.1318250438	0.0355571663	0.0108531682	0.0127217977	0.0003493579	0.0679844442	0.09476302660000001	0.0649241566	-0.10805981890000001	-0.09265905560000001	-0.0504540555	-0.0243629463	0.0394558976	0.0129074417	0.006322021999999999	0.0176932869	0.0539061638	-0.0486445754	-0.09028851859999999	-0.0449323435	0.1288178253	-0.051610542999999995	0.0255603679	-0.0014396021	0.0824598032	0.0305206404	0.1896654749	-0.1598530797	-0.0419555474	0.0863951921	-0.1614192206	0.0595853079	0.06571573530000001	-0.0732726036	0.1374011058	-0.1350962677	0.1227493712	0.023325075600000002	0.0982058271	0.028592878399999997	-0.0106410238	0.0394207404	0.1067430225	-0.042563679199999996	0.041126469	0.0335461565	-0.0350819123	-0.0682665027	0.0544210179	0.017433068899999998	-0.1982827723	0.12395526650000001	0.0644651376	-0.19168713420000005	0.1008898833	-0.0243071546	0.07011776759999999	-0.02916754	0.0305266007	-0.0706715606	0.11934271980000001	0.112315068	0.1009072399	0.0122847	0.00801576	0.00015091385409000006	6.42524083776e-05	-0.06905189999999999	-0.1025113	0.010508566627689998	0.004768164893609998	-0.0474219	-0.0272357	0.0007417833544899999	0.0022488365996100003	0.000442234	0.001097614	1.95570910756e-07	1.2047564929959998e-06	0.000218184	0.0	0.0	4.7604257856e-08	0.000465654	0.0	2.1683364771600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26834.49609375	50.787109375	720090180.605484	2579.330478668213	20531.3359375	-8.3984375	421535755.378479	70.53375244140625	20481.22265625	34.14453125	419480481.4948883	1165.8490142822266	1.4032639999999998	26.218889	0.12441334	0.0772998703	-0.0972788423	-0.036896108999999996	-0.1017185624	-0.0197608469	0.009351287199999999	-0.1004338825	0.191592973	-0.0268296565	0.043849169900000005	0.014069596299999999	0.0114000534	-0.0975738657	0.1216936416	-0.11543551769999999	-0.0563396304	0.0910530459	-0.0120802421	0.0541204407	0.055733180199999996	-0.08432541589999999	-0.042279226100000004	-0.0689790037	0.1079171676	0.0098281677	-0.0105715	-0.0717800287	0.1167494874	0.0859960992	0.0201241546	-0.043853546900000005	0.18168302600000005	0.0094117996	-0.0115372139	-0.0133120001	0.0979296066	-0.0044963222	-0.0883116121	-0.0876688903	-0.028719394199999998	-0.0361880498	-0.0777449732	0.046567230700000004	0.013225256699999998	-0.0417451959	0.0170152194	-0.12158713039999999	-0.0482963254	-0.1341310986	-0.0747392245	0.007891935	0.0940768	0.0161319784	0.0428371233	0.0206816915	0.0182431843	-0.0213022042	0.0170769672	-0.20268974050000002	-0.0141401219	-0.005396373	-0.0309450669	-0.0851445803	0.10073387630000001	0.0683809803	0.08928576960000001	0.1513237356	-0.0612307809	-0.107615865	0.0428276375	0.1023791733	0.0594282897	-0.1083725009	-0.0218366743	-0.0734669938	0.0345658214	0.1260666436	-0.0347099787	-0.0348835345	0.0702698229	0.0042205208000000004	0.0012294803	0.09481443	-0.06056781660000001	-0.09513389230000001	-0.030716594	-0.030560153599999997	0.08771597810000001	0.1120164117	0.086010898	0.0043636964	0.13240119919999999	-0.0129463403	0.0338389468	0.0107899444	0.0552314893	-0.035371903999999996	-0.09088157599999999	-0.048851508499999995	0.10518157630000001	0.11875383099999999	0.1100111431	0.0959136145	0.00425923	-0.00802547	1.81410401929e-05	6.44081687209e-05	0.00518527	0.07423716999999999	0.005511157409608899	2.68870249729e-05	-0.032631400000000005	0.014790499999999991	0.00021875889024999974	0.0010648082659600003	0.000220914	-0.00022132	4.880299539600001e-08	4.89825424e-08	-0.000107699	-0.000325883	1.0619972968899999e-07	1.1599074601000001e-08	0.000465653	-1.0000000000157452e-09	2.1683271640900002e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
