csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
31199.103515625	n/a	n/a	973384060.1786842	22825.0	n/a	n/a	520980625.0	21792.87109375	n/a	n/a	474929230.5088043	n/a	n/a	n/a	-0.1699124977	0.0891312682	-0.0366615006	0.027991270899999997	-0.0042364356	0.1814873344	-0.0137306377	0.029965718399999997	-0.1308101317	0.015388845200000001	-0.173208275	0.011616973999999999	-0.0233664361	0.0354098918	-0.0569625621	0.0058754243	-0.07663166769999999	0.1703595236	-0.0701819908	0.0089079866	-0.0098648606	0.1212155572	-0.024034036	0.1400020634	-0.0029264682000000003	0.1277315444	-0.104988703	0.32915255670000004	-0.0631003956	0.11319124550000001	-0.0681523156	-0.18437062559999998	0.1461153178	-0.0600233564	-0.08109614030000001	0.1299422902	0.0152768404	-0.0244996274	-0.08293528230000001	0.17549771739999998	0.0027108060999999997	0.0204828854	0.0882553724	-0.0400743245	-0.1018195378	0.0414936427	0.0305286425	0.0320790184	-0.1512203175	0.0684583269	-0.08586442300000001	0.0032654845	-0.0194013122	0.1935321251	-0.0182794827	-0.1424807106	-0.0276234837	0.1073562568	-0.1287056785	0.1403747167	-0.0592654336	0.043557152599999996	-0.0858512486	0.1069480109	-0.0144165228	0.09390014449999999	0.037201323599999996	-0.0107395357	0.0020512373999999997	-0.0260131623	0.17769889690000001	-0.0730829057	0.07742536480000001	-0.0348378975	0.037706515	-0.1190162874	0.0413304034	-0.1082331001	0.0821223035	-0.12011415880000001	0.125364374	-0.1004593966	0.236038904	0.014094700600000001	-0.18353261469999999	-0.0020871028	-0.0181566783	0.039073888	0.0701718588	-0.2166014266	-0.006383940899999999	-0.022590836200000002	-0.10925660710000001	0.1143182076	-0.1144759265	-0.0674475649	0.0654670978	0.025832651800000002	0.0498260259	0.0007334065	-0.0993978775	0.1217078847	0.1216831682	0.1216419777	-0.0131072	n/a	0.00017179869183999995	n/a	-0.041899	n/a	0.001755526201	n/a	-0.0410025	n/a	0.0016812050062499995	n/a	0.00247197	n/a	n/a	6.1106356809e-06	-0.000189458	n/a	n/a	3.5894333763999995e-08	-0.00074242	n/a	5.511874564e-07	n/a	0.0	0.0
31076.541015625	-122.5625	15021.56640625	965751401.4958227	22826.720703125	1.720703125	2.9608192443847656	521059178.0584755	21805.001953125	12.130859375	147.15774917602542	475458110.17578506	1.299775	20.509573	0.15654110000000002	0.12340576539999999	0.11691919869999999	0.0507318036	0.0746553191	-0.0754139258	-0.0026804059	-0.2172629969	0.0720638636	-0.0989845018	0.0471383478	-0.14144509689999998	0.1550110144	0.017881581599999998	0.010772334	-0.0817997838	0.0714905415	-0.0222968546	0.2359351160000001	-0.0551813898	0.0208655893	-0.0296217792	0.0743866659	-0.22032660839999998	0.12010735980000001	0.0320020452	-0.1198141857	-0.0243444736	0.0675513003	0.0376861344	-0.0904828352	0.0919164252	-0.0744083529	-0.1436807033	0.04204038400000002	-0.1410280763	0.09766085669999999	0.029740400099999998	0.0748892224	-0.0891720135	-0.0589222621	-0.0371392681	-0.0161496971	0.029199189599999998	-0.011096383000000001	0.17401008850000002	0.048723638	-0.0626700009	0.15686373210000001	0.1370980044	0.1353966599	-0.0248937463	0.0148716851	-0.08242826389999999	0.1104815616	-0.09452775599999999	0.0462924653	0.0035426414	0.1979238672	0.0168989417	0.004788827	-0.1875472773	-0.012718085	-0.1593466272	0.0251851777	-0.0587904699	0.122694607	-0.018130478999999998	0.0435903204	0.0182336437	-0.1765119395	0.1687208666	-0.0909125344	0.0757013849	0.1179483861	0.1856257275	-0.1103939201	-0.0722683184	0.093458142	-0.0219358174	-0.0574833367	0.0365568934	-0.1470107473	-0.1363405725	0.0441263437	-0.10247806220000001	0.0227264369	0.09497475300000001	0.0145723023	0.0602647827	0.0411491547	-0.019038831399999998	-0.09365943130000001	-0.0737656017	0.0985534057	0.0044029532	0.051161071100000004	-0.0610291454	-0.1370248569	-0.1713027125	-0.0088412504	-0.1109034503	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0183695	-0.005262300000000001	0.00033743853024999996	2.7691801290000013e-05	-0.103847	-0.06194800000000001	0.010784199409000002	0.0038375547040000006	-0.0675271	-0.02652460000000001	0.004559909234410001	0.0007035544051600005	0.00186614	-0.0006058299999999999	3.670299888999999e-07	3.4824784996e-06	-0.000628779	-0.000439321	1.9300294104100002e-07	3.95363030841e-07	-0.000531447	0.00021097300000000004	2.8243591380900003e-07	4.450960672900002e-08	0.0	0.0
31120.283203125	43.7421875	1913.378967285156	968472026.6427039	22882.193359375	55.47265625	3077.215591430664	523594772.93582535	21804.78515625	-0.216796875	0.047000885009765625	475448655.71022034	1.334152	21.052013	0.1574109	-0.0422695887	0.0374710355	0.050213126500000003	-0.128599375	-0.0254973448	0.013714711200000002	0.1342462326	0.075832608	-0.0807812894	0.16038817519999998	-0.10320034300000001	0.130067063	0.1421299153	0.0806893063	0.013772081799999999	0.0428366357	0.054916043	0.0724246972	0.18150813670000002	0.05056562059999999	0.0179832565	0.1022280018	-0.0947082079	-0.1440713706	-0.12175660279999999	-0.0952720234	-0.1731131704	-0.040879265299999995	-0.0018114414000000001	0.0419621888	-0.0173378258	-0.0971061582	0.0949111497	0.1003032104	0.0008183169	0.13185573609999998	-0.0545166884	0.0104388941	0.0184030251	-0.18079106420000002	-0.0176565725	-0.0034730479	-0.0799428536	-0.023625104700000003	-0.08945425119999999	-0.1454622776	-0.0241283861	0.08537438050000001	-0.045677005199999995	-0.0248996166	-0.1376508232	-0.08425355050000001	-0.0356522679	0.1158584382	-0.0019689451	-0.0128390884	-0.0737274195	-0.124766581	-0.0518671803	0.079699573	-0.1385106449	-0.1357138267	-0.18024836660000002	-0.12636333730000002	-0.0623646583	-0.0193017194	-0.108469019	0.132534787	0.1313127502	0.0220569291	0.0301474692	-0.0308857748	0.0382564024	-0.104283158	0.0413135081	0.0149581908	-0.1272843357	0.087013211	-0.022437971299999998	0.0110586271	-0.1446109883	-0.0745366222	-0.0006490897	-0.0730830888	-0.1166123893	-0.07640508730000001	0.0721067477	-0.07373513	-0.023665959	-0.0034641075	-0.0521166067	-0.0731555864	0.0620283376	-0.128136738	-0.0387620834	-0.24888372399999997	0.1071508567	0.029081207	0.1578633377	0.0943129515	-0.0713532422	0.1215101995	0.120893123	0.1198669825	-0.010448	0.0079215	0.000109160704	6.275016225000001e-05	-0.0358922	0.06795480000000001	0.00128825002084	0.004617854843040001	-0.0183977	0.0491294	0.00033847536529000005	0.00241369794436	0.0012329000000000005	-0.0006332399999999995	4.0099289759999935e-07	1.5200424100000014e-06	-0.000628778	1.0000000000157452e-09	1.0000000000314906e-18	3.95361773284e-07	-0.00054631	-1.4863000000000049e-05	2.984546161000001e-07	2.209087690000015e-10	0.0	0.0
31175.00390625	54.720703125	2994.3553504943848	971880868.5547028	22869.142578125	-13.05078125	170.32289123535156	522997682.2586098	21815.8671875	11.08203125	122.81141662597656	475932061.1426392	1.190895	18.791512	0.08742155	0.11081533130000001	-0.1197443832	-0.005254873199999999	-0.0744781334	-0.0252679909	-0.1522547898	0.0292368586	0.023320939	-0.0624083701	0.063850195	-0.19027302920000005	0.1880493654	0.0323410628	-0.0161550943	0.1490928035	-0.0466378599	-0.012873068	0.044778980999999995	-0.0599467837	0.11563985199999999	-0.1135899794	0.0812361558	-0.0243725209	-0.2276578407	-0.11196250460000001	0.042331187	0.051473307999999995	-0.0577893029	0.17342128269999998	-0.0629678081	-0.029860652799999998	0.005702450899999999	-0.1648899673	-0.039065146	0.1325554287	-0.0803626416	-0.1171585277	-0.0419648339	0.0794706677	0.061841707999999995	0.061314485	0.1023039275	0.0494315693	-0.0447705741	0.018732583400000002	0.0386429415	0.1666459475	-0.0335181946	0.110105058	-0.1022690956	0.0356407701	-0.0449605127	0.0403665504	0.0670791847	-0.10458624849999999	0.1258109238	-0.0096608686	-0.0724956967	0.0953398225	-0.015109823100000001	-0.2072338357	-0.0775895332	-0.2139770423	-0.024439460099999998	0.0219771989	-0.0637541529	0.0691363407	0.0829309424	-0.0623007329	-0.0788922061	-0.0627547578	-0.0553988639	0.014403826299999999	-0.021192360299999997	-0.031924941	0.2546219615	-0.13445882210000001	-0.0941874759	-0.1321606764	-0.1898180548	-0.0233927626	0.0284488086	0.0275930083	-0.0212396653	0.10239664359999999	-0.0406735376	-0.1237741927	-0.0398660871	0.035624652799999997	0.1450577639	0.0841858303	0.0592440288	0.09655967130000001	0.0799835787	-0.0227905587	0.045736434699999995	-0.0757093803	-0.0163235324	-0.0730884864	0.064751962	0.054772084699999994	0.1213126213	0.12010478890000001	0.1181006348	-0.012621	-0.002172999999999998	0.00015928964099999994	4.721928999999991e-06	-0.07260719999999997	-0.03671499999999997	0.005271805491839996	0.0013479912249999976	-0.0286336	-0.010235900000000004	0.0008198830489600001	0.00010477364881000004	0.00145119	0.00021828999999999943	4.7650524099999765e-08	2.1059524161e-06	-0.00106226	-0.00043348199999999995	1.87906644324e-07	1.1283963076e-06	-0.000432129	0.00011418100000000005	1.8673547264100002e-07	1.3037300761000007e-08	0.0	0.0
31096.62890625	-78.375	6142.640625	967000329.3330232	22870.73828125	1.595703125	2.5462684631347656	523070669.5294342	21788.701171875	-27.166015625	737.9924049377441	474747498.757267	1.127385	17.789366	0.044570280710000014	-0.1329806649	-0.0660796687	-0.0671663591	0.0617941197	-0.0543993746	0.08202213679999999	0.1758217357	-0.023077719500000003	-0.0736465805	-0.0692840943	-0.19730942440000002	0.0788734423	-0.006479839499999999	0.1525985223	0.0130514058	0.11369174789999999	-0.09518620380000001	-0.1410433018	-0.0124856495	-0.0891360475	-0.0662810625	-0.0056932795	0.1192129478	-0.059302910300000004	0.025242450299999997	0.0016865702	-0.1138477953	0.0604394787	0.024641632099999998	0.0407431723	0.1383926759	0.0566216724	-0.0514351866	-0.0580830254	0.0260885031	-0.0887528576	-0.0340267099	0.128632268	0.0925821332	-0.1221427966	-0.0816126308	0.0772353157	-0.092272264	-0.030163333599999998	-0.1862422475	-0.006149249399999999	0.071802991	-0.2107380407	-0.12628163050000002	-0.0182099495	0.0473856974	0.0906832886	0.0784151743	0.276464702	-0.055739901900000006	-0.0576957226	-0.1223834043	-0.10655394970000001	-0.0249332348	0.0802104518	-0.09289737320000001	0.11346269980000001	-0.1730081804	0.1022922751	-0.0383705513	0.0118762743	-0.045260231500000005	0.0952473242	0.051758534	0.11013392429999999	-0.2205579276	0.0591352024	0.008463885	0.0356185826	-0.0022902314000000003	-0.0304956415	0.0565720966	-0.0447979973	0.10057495109999999	-0.1706713382	0.0767748192	0.0406000292	-0.09305637970000001	0.09656037220000001	-0.0568954895	0.0007163572	-0.06805393259999999	0.0013070438	-0.0206146538	0.1276342686	-0.0666164219	0.1669005846	-0.019016288899999997	-0.0087424691	-0.0607150713	-0.1382166931	0.1120261016	0.11833447470000001	0.0932512026	-0.0132856081	0.1943598627	0.12104935019999999	0.11905633460000001	0.11575891279999999	2.58071e-06	0.01262358071	6.660064104099998e-12	0.00015935478994188407	-0.046161	0.02644619999999997	0.002130837921	0.0006994014944399984	-0.0243391	0.004294500000000003	0.0005923917888099999	1.8442730250000027e-05	0.00142707	-2.4120000000000088e-05	5.817744000000042e-10	2.0365287849e-06	-0.00106226	0.0	0.0	1.1283963076e-06	-0.000432129	0.0	1.8673547264100002e-07	0.0	0.0	0.0
31175.953125	79.32421875	6292.331680297852	971940053.2521973	22814.990234375	-55.748046875	3107.8447303771973	520523779.3946267	21746.421875	-42.279296875	1787.5389442443848	472906864.3654785	1.1492129999999998	18.133799	0.08797428071	0.12400631029999999	-0.0055035215000000005	-0.15658117859999998	0.0336444782	-0.08180625429999999	-0.0875558049	-0.082155011	0.0994673019	-0.09149985880000001	-0.0831065506	-0.2480824089	0.0214278113	-0.0099160936	0.0631791184	0.0006048192	-0.036862749	0.0028573751	-0.0874473742	0.09807772779999999	-0.06345652639999999	-0.007007171800000001	-0.005775585	0.007615480999999999	-0.0061994118	0.045580152699999994	-0.0963528871	0.044082083099999995	0.0554087491	-0.0639718385	-0.0283034316	-0.023021903700000002	0.024805751600000002	-0.0575350638	0.030946015	-0.10493439939999999	-0.11274831390000001	0.012846394399999999	-0.055610985099999996	-0.0414549868	0.1109753602	-0.1185363253	0.0740094266	-0.0413751661	0.1048447929	0.0482748707	-0.0785367196	-0.03013196	0.017242651799999998	0.1352193722	-0.0399253104	-0.0233440931	0.1524272618	0.0850062505	0.15502163830000001	-0.046130498	-0.1885114906	-0.0356337141	0.0966671917	0.0350707023	-0.0555772472	-0.2192873404	0.0634849673	-0.1324011419	0.11659343890000001	-0.0522654441	-0.048157447	-0.0501519343	0.047384739599999996	0.05186463980000002	0.08969496460000001	-0.0343482319	0.0438716531	-0.0039709346999999996	0.0520679937	-0.0640134537	0.0195544944	-0.0079303327	0.0310628819	-0.0209889956	0.11501779179999999	0.0669704705	0.0142676699	0.0033692314	-0.061010747699999986	0.0696971862	0.0751010228	0.0558261974	-0.0630658613	0.046291362	0.0038100434999999997	-0.0507830055	0.0180402443	-0.09362612630000001	0.0915893266	0.0067772414	0.0745609883	-0.0342651173	-0.1436142397	0.0359694761	0.045691080999999995	-0.00121188	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0120058	-0.01200838071	0.00014413923363999998	0.00014420120727630007	-0.08892429999999997	-0.04276329999999997	0.007907531130489994	0.0018286998268899973	-0.0478452	-0.0235061	0.00228916316304	0.0005525367372099999	0.001621	0.00019393000000000012	3.760884490000005e-08	2.6276409999999997e-06	-0.00106226	0.0	0.0	1.1283963076e-06	-0.000432129	0.0	1.8673547264100002e-07	0.0	0.0	0.0
30954.193359375	-221.759765625	49177.39365005493	958162086.5295752	22821.28515625	6.294921875	39.62604141235352	520811056.18287665	21731.236328125	-15.185546875	230.60083389282227	472246632.3488197	1.367414	21.576866	0.04308925	-0.12670711	0.1333195552	-0.0201529328	-0.000563391	-0.0658165148	0.1705194956	-0.04700219519999999	0.010983328999999998	-0.0341715662	-0.0237115414	-0.2134475166	-0.0142993775	-0.039567099700000004	0.2107600537	0.011981779299999998	-0.1477155033	0.0783180374	-0.0301500615	0.057421943499999996	-0.12036022810000001	0.0928421351	-0.015708734	0.1683809748	0.0639849943	0.0425912843	0.0111100634	-0.0631182725	-0.15417266570000002	-0.059121341699999996	-0.1098854132	-0.029595874100000006	-0.0920099017	0.053267122199999996	0.0633552066	0.186416465	-0.1240634279	-0.0281774606	-0.017579111799999998	0.1032976086	0.0393817535	0.0766756956	-0.1559714041	-0.030380763300000002	-0.0840165164	0.015545554599999999	0.0823275184	-0.0233964377	-0.0572850017	-0.0928241354	0.1498871015	-0.06996979769999999	0.0539873497	0.17595820829999995	0.1387621579	0.013638271499999998	-0.150883436	-0.0705491868	0.1365775477	-0.0822456278	0.038209007	-0.0207606254	0.0452017834	-0.11426850460000001	0.1677722748	-0.012061672800000001	-0.0782877874	-0.18859993879999998	0.0565827676	-0.029819095499999997	0.0180039325	-0.0365736216	0.245365445	-0.0744250992	0.041971885	-0.0287876448	-0.0012406424	0.1143833734	-0.0213198908	-0.054511455300000004	0.0758613164	-0.0628431532	-0.19973505149999998	-0.0024577009	0.0206060367	0.0783218352	-0.0522571876	-0.20714292420000002	-0.027673757099999998	-0.14558717289999998	-0.030245324900000002	0.0496938748	0.0717713238	-0.0317150388	-0.17878017350000006	-0.011662450800000002	0.026641836800000002	-0.0571757401	0.0904506623	-0.0512037135	0.046151568399999995	-0.0374589761	0.120326335	0.1161887065	0.1093977275	-0.0101533	0.0018524999999999998	0.00010308950088999996	3.4317562500000002e-06	-0.08890139999999999	2.289999999997849e-05	0.007903458921959998	5.24409999999015e-10	-0.04808	-0.00023480000000000029	0.0023116864	5.513104000000013e-08	0.000827189	-0.0007938110000000001	6.301359037210001e-07	6.84241641721e-07	-0.00103649	2.577000000000005e-05	6.640929000000024e-10	1.0743115201e-06	-0.000432129	0.0	1.8673547264100002e-07	0.0	0.0	0.0
30969.0859375	14.892578125	221.7888832092285	959084283.8042604	22798.720703125	-22.564453125	509.1545448303223	519781665.6991005	21805.3203125	74.083984375	5488.436740875244	475471993.9307251	1.361578	21.484787	0.08069726999999997	-0.07967921110000001	0.14696868859999998	0.0679240365	0.0316872398	-0.039647946499999996	0.1981349818	-0.1143696959	0.0455856388	-0.0717501543	0.0584323789	-0.0800846645	-0.0016557960999999998	-0.0653503537	0.0137977323	-0.008784916700000001	-0.056646786799999994	0.0999346514	0.021298341499999998	-0.0714480072	0.06774796429999999	-0.0263962137	-0.0647613129	-0.0391004344	0.07886541849999999	0.07144660900000001	0.0720235849	0.0010939585	-0.0670363459	0.0893662075	0.020158553500000002	-0.0423124483	0.12645400240000002	0.0720663497	-0.0523710551	0.0746552026	-0.0785559415	0.11854867960000001	-0.2373604874	-0.0076155987	-0.0435777635	0.06773521219999999	0.0377600347	0.11212146740000001	0.0941570421	0.1344602874	-0.08835950810000001	0.0811332156	-0.0677401473	-0.07376319440000001	0.1814476751	-0.058125591	0.0016695676	-0.027444333799999998	0.0619948528	0.0553351551	0.0337741436	-0.0187000596	0.1914329166	-0.1313806747	0.09277615550000001	-0.056241535599999996	-0.0262816722	0.0014819161999999999	0.0621080254	0.021633498199999997	-0.0618521564	-0.0803010577	-0.0135686932	-0.0957806108	-0.0722878009	-0.009330138100000001	-0.0231196595	-0.0529437454	0.0360656964	0.0814406696	-0.033387092400000005	0.0696090374	0.0134387705	-0.0546813396	-0.0898928814	-0.0231779285	0.1155036497	0.10063178029999999	0.0982189833	0.1295842092	-0.0666775565	-0.0244634936	-0.08752030960000001	-0.0653910362	-0.1078755466	0.1866526052	-0.0799802387	0.1112924639	0.0134625596	0.0914127116	0.0194907454	-0.0624908212	-0.029528349900000007	0.0464606931	0.0361953795	0.0775207792	0.1198669825	0.1143757435	0.10540925529999999	-0.00590058	0.004252719999999999	3.48168443364e-05	1.808562739839999e-05	-0.128877	-0.0399756	0.016609281128999998	0.00159804859536	-0.0479882	9.1800000000003e-05	0.0023028673392399995	8.42724000000055e-09	0.00146467	0.000637481	4.06382025361e-07	2.1452582089e-06	-0.000946428	9.006199999999991e-05	8.111163843999983e-09	8.95725959184e-07	-0.000432129	0.0	1.8673547264100002e-07	0.0	0.0	0.0
31113.556640625	144.470703125	20871.784061431885	968053406.82938	22816.400390625	17.6796875	312.57135009765625	520588126.7853127	21886.451171875	81.130859375	6582.216342926025	479016744.89886856	1.341511	21.168142	0.1861325017	0.0740218586	0.0972086226	0.1935255202	0.0742807674	-0.0840232026	0.0949782483	-0.1314819292	0.021097765299999998	0.0016461574	0.19801665329999998	0.12137478689999999	0.0984361583	0.0322603711	-0.17694068640000002	-0.1143313214	0.0062949151	0.057043483099999986	-0.0318495552	0.057213554000000014	0.0523012139	-0.0400816814	-0.1600997641	0.0680342474	0.027773862000000003	0.0483004939	0.0844562153	0.0139114593	-0.0953294038	0.041427785099999996	-0.0748597579	0.0585935204	-0.004409387	0.077648165	0.0081536869	0.07775462400000001	0.005751224399999999	0.0974337274	0.0617136458	0.1498633231	0.0503382997	-0.1723394809	0.1433862916	-0.0534242694	0.023662739500000002	-0.020921147299999998	0.1257263703	-0.1348669409	0.1362788588	0.0637431581	0.17488832940000001	-0.005392156600000001	-0.1337029333	-0.18783553030000005	-0.0421159063	-0.022683861099999997	0.0885270958	-0.0363403955	0.1632562102	-0.065609902	0.0405502131	-0.016307065	-0.1802747573	0.0457328177	-0.1800076859	0.1368057831	0.0612713982	-0.0535368104	-0.09296448560000001	-0.0531812281	0.0007723939	-0.05784287990000001	-0.0509416513	0.0831001197	-0.0718496314	-0.0004584432	-0.0002109632	0.13874532960000002	0.0939308795	0.0075601106	0.0425497832	-0.0761127261	-0.041520757900000003	-0.0036232273	-0.051320686	0.0629971772	-0.0492078974	0.0925909714	0.0731521633	0.0865195876	0.050481823499999995	-0.1536803228	-0.029288587400000007	-0.1200360624	-0.1337104382	0.0257717208	0.17995818030000002	0.0180451623	0.1062049442	-0.0388863851	0.0747172629	0.1743873628	0.11934271980000001	0.112315068	0.1009072399	-3.33783e-05	0.0058672017000000005	1.11411091089e-09	3.4424055788482884e-05	-0.0231031	0.1057739	0.0005337532296099999	0.011188117921209998	-0.0970281	-0.04903990000000001	0.009414452189610002	0.002404911792010001	0.00125876	-0.0002059099999999999	4.239892809999996e-08	1.5844767376e-06	-0.00104971	-0.0001032819999999999	1.066717152399998e-08	1.1018910841e-06	-0.000232291	0.00019983800000000006	5.395910868099999e-08	3.9935226244000016e-08	0.0	0.0
31144.3046875	30.748046875	945.4423866271973	969967714.4678344	22833.205078125	16.8046875	282.39752197265625	521355254.1397133	21905.501953125	19.05078125	362.9322662353516	479851015.8183632	1.207088	19.047041	0.08502324609999999	-0.0415558758	-0.0158335352	0.1574978317	-0.0324651223	0.0788521088	0.0308440142	-0.013034602900000001	-0.0497585003	-0.0119302901	0.169430656	0.0835620747	0.0158215749	0.20124467699999998	-0.1275239487	-0.1334159478	-0.0168561574	0.0863743977	-0.0847317677	-0.0609548907	0.1165959103	-0.0418553674	-0.016798500600000002	0.1872673281	-0.0238879925	-0.0708198704	0.1673558353	-0.11529168669999999	-0.09736261859999999	-0.07677283139999999	-0.1405587434	0.1606731917	0.058901570300000004	0.0806963235	-0.07250458629999999	-0.1363014917	-0.072985455	-0.049462793600000006	-0.034104100899999996	-0.09977756019999999	-0.0192604428	0.0199458602	-0.1597193144	0.0375695946	0.0315709265	0.0278666608	0.0292208995	0.0799761314	0.1053443327	-0.0593106051	-0.015563823000000001	-0.0123165275	-0.1673997554	-0.113861505	-0.123922361	0.17165622460000002	0.10815137890000001	0.0791034276	0.0038623687	-0.0133075554	0.0756190165	0.0139617815	-0.1415207809	-0.0182879099	-0.2251069365	-0.0528177653	0.0478749657	-0.0103294039	-0.1875470966	-0.1125889695	0.0132189023	-0.0821816705	-0.0786133821	-0.0693579649	-0.0261192278	-0.0467400758	0.0975864484	0.2153746937	-0.11783243019999999	-0.06101926780000001	0.0443170968	-0.0671031204	0.0220758097	-0.18182316980000002	0.1289346887	-0.1177219678	-0.0320270104	-0.060350085	-0.0246210502	0.0231658091	-0.09401671439999999	-0.052158746799999996	0.0850747488	-0.023323443	0.0309643501	-0.1693410024	0.14674657789999998	-0.0303880078	0.0124162282	0.016154611399999998	-0.0226922367	-0.07090927179999999	0.11875383099999999	0.1100111431	0.0959136145	3.84178e-05	7.179610000000001e-05	1.4759273568400004e-09	5.154679975210001e-09	-0.0409805	-0.0178774	0.0016794013802500002	0.0003196014307600002	-0.08461789999999997	0.012410200000000038	0.007160189000409995	0.00015401306404000094	0.0007475989999999999	-0.0005111610000000001	2.612855679210001e-07	5.589042648010001e-07	-0.0006674319999999999	0.00038227800000000006	1.46136469284e-07	4.454654746239999e-07	-0.000432129	-0.00019983800000000006	1.8673547264100002e-07	3.9935226244000016e-08	0.0	0.0
