onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0205	0.5	incongruent	male	female	3.8983	left	correct
6.0371	0.5	incongruent	female	male	0.9357	right	correct
10.5537	0.5	congruent	male	male	0.949	left	correct
15.5703	0.5	congruent	female	female	0.5333	right	correct
20.0869	0.5	congruent	male	male	0.5667	left	correct
25.6035	0.5	congruent	male	male	0.89	left	correct
31.1201	0.5	incongruent	female	male	0.9582	right	correct
35.6368	0.5	congruent	male	male	0.7795	left	correct
40.1534	0.5	congruent	female	female	0.8928	right	correct
44.67	0.5	incongruent	female	male	0.9521	right	correct
50.1866	0.5	incongruent	female	male	0.7794	right	correct
54.7032	0.5	congruent	male	male	0.8648	left	correct
59.2198	0.5	congruent	female	female	0.5051	right	correct
63.7365	0.5	congruent	male	male	1.0133	left	correct
68.2531	0.5	congruent	female	female	0.8616	right	correct
73.2697	0.5	congruent	female	female	0.8799	right	correct
78.2863	0.5	incongruent	female	male	1.0773	right	correct
82.8029	0.5	incongruent	female	male	1.0786	right	correct
87.3195	0.5	congruent	male	male	1.0079	left	correct
92.3361	0.5	congruent	male	male	1.0042	left	correct
97.3528	0.5	incongruent	female	male	1.1274	right	correct
101.8694	0.5	congruent	male	male	1.0327	left	correct
106.386	0.5	congruent	male	male	1.614	left	correct
110.9026	0.5	congruent	male	male	0.8534	left	correct
115.9192	0.5	congruent	female	female	0.9967	right	correct
120.4358	0.5	congruent	male	male	0.964	left	correct
125.4524	0.5	incongruent	female	male	1.1243	right	correct
129.9691	0.5	congruent	female	female	0.8945	right	correct
134.4857	0.5	incongruent	female	male	1.0599	right	correct
139.5023	0.5	incongruent	male	female	0.6421	left	correct
144.0189	0.5	incongruent	male	female	0.8525	left	correct
148.5355	0.5	incongruent	male	female	1.0948	left	correct
153.0521	0.5	incongruent	male	female	0.8901	left	correct
157.5688	0.5	congruent	female	female	0.8153	right	correct
163.5854	0.5	incongruent	male	female	0.9796	left	correct
169.102	0.5	congruent	male	male	1.139	left	correct
174.1186	0.5	congruent	female	female	0.6563	right	correct
178.6352	0.5	congruent	male	male	0.6346	left	correct
183.6518	0.5	incongruent	female	male	1.1409	right	correct
188.1684	0.5	congruent	female	female	0.8882	right	correct
192.685	0.5	incongruent	female	male	0.7415	right	correct
198.2016	0.5	incongruent	female	male	1.1138	right	correct
203.2182	0.5	congruent	female	female	0.8671	right	correct
207.7349	0.5	incongruent	female	male	0.8514	right	correct
212.7515	0.5	congruent	male	male	0.8567	left	correct
219.2681	0.5	congruent	female	female	0.8099	right	correct
223.7847	0.5	incongruent	male	female	0.8473	left	correct
228.8013	0.5	incongruent	male	female	0.9346	left	correct
234.8179	0.5	incongruent	male	female	1.0999	left	correct
240.3345	0.5	congruent	male	male	0.5882	left	correct
244.8511	0.5	incongruent	male	female	0.5815	left	correct
250.3677	0.5	congruent	female	female	0.6229	right	correct
254.8843	0.5	incongruent	male	female	0.9771	left	correct
259.401	0.5	congruent	male	male	0.9323	left	correct
264.4176	0.5	incongruent	male	female	1.2097	left	correct
268.9342	0.5	congruent	female	female	0.7559999999999999	right	correct
273.9508	0.5	incongruent	female	male	0.7283	right	correct
278.9674	0.5	congruent	female	female	0.7276	right	correct
285.4840000000001	0.5	incongruent	male	female	1.1699	left	correct
291.5006	0.5	incongruent	female	male	1.0492	right	correct
296.0172	0.5	incongruent	female	male	1.6735	right	correct
300.5338	0.5	congruent	female	female	0.8109	right	correct
306.5504	0.5	incongruent	male	female	0.8881	left	correct
311.0671	0.5	congruent	female	female	0.8324	right	correct
316.0837	0.5	congruent	female	female	0.8977	right	correct
320.6003	0.5	incongruent	female	male	0.7120000000000001	right	correct
326.1169	0.5	congruent	female	female	0.7053	right	correct
332.1335	0.5	congruent	female	female	0.8676	right	correct
336.6501	0.5	congruent	female	female	0.6399	right	correct
341.1667	0.5	incongruent	female	male	0.9872	right	correct
347.1833	0.5	incongruent	male	female	0.6505	left	correct
353.6999	0.5	incongruent	female	male	0.9718	right	correct
358.2165	0.5	incongruent	male	female	0.7221	left	correct
364.7331	0.5	incongruent	male	female	0.8484	left	correct
369.7497	0.5	congruent	female	female	0.8027	right	correct
374.2663	0.5	congruent	male	male	0.6811	left	correct
378.783	0.5	incongruent	female	male	0.9023	right	correct
383.2996	0.5	congruent	male	male	0.8706	left	correct
387.8162	0.5	incongruent	male	female	0.9049	left	correct
392.8328	0.5	congruent	male	male	0.7492	left	correct
397.3494	0.5	incongruent	male	female	0.9505	left	correct
402.866	0.5	congruent	male	male	0.8669	left	correct
407.8826	0.5	congruent	female	female	0.9171	right	correct
412.8993	0.5	congruent	male	male	0.8844	left	correct
417.9159	0.5	incongruent	female	male	1.0227	right	correct
422.4325	0.5	congruent	male	male	0.787	left	correct
426.9491	0.5	incongruent	female	male	0.8393	right	correct
431.4657	0.5	incongruent	male	female	0.8256	left	correct
435.9823	0.5	incongruent	male	female	0.8270000000000001	left	correct
442.4989	0.5	congruent	male	male	0.7423	left	correct
448.0155	0.5	incongruent	male	female	0.6506	left	correct
452.5321	0.5	incongruent	male	female	0.6619	left	correct
458.0487	0.5	congruent	female	female	0.9172	right	correct
463.0654	0.5	incongruent	female	male	0.6654	right	correct
467.582	0.5	incongruent	female	male	0.6957	right	correct
473.0986	0.5	incongruent	male	female	0.6779999999999999	left	correct
