csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
33450.9765625	21.70703125	1118967832.9849243	471.19520568847656	23476.951171875	-9.044921875	551167236.3266028	81.81061172485352	22330.806640625	-11.953125	498664925.22098166	142.877197265625	1.229076	19.031677	0.10337601	0.0676789167	0.0444494346	0.0017011139	-0.0809192368	0.0360440993	0.049685396500000006	-0.0091488256	-0.0097123096	0.0641954512	0.0100659088	0.1282103441	-0.0602563666	-0.0661968293	-0.1294991607	0.0451226529	-0.0653005814	-0.04520623730000002	-0.1465439175	0.1185066767	-0.0645289212	0.0607511316	-0.0517414505	-0.0846992051	0.013761073300000001	0.0893338956	0.0084484266	0.0534484566	-0.0007956148	-0.0390825431	-0.0247126856	0.06344158849999999	0.0845312286	0.028013276200000003	0.0028681395	-0.0806918422	-0.0585854384	0.0093448352	-0.0038592646	0.012699701499999999	-0.109519652	0.09472196849999999	0.13774002300000002	0.0090507924	0.041661379500000005	-0.09771633810000001	0.0485959345	0.1037055452	0.0220574076	0.0555180263	-0.0002406386	0.0179095352	0.0803484791	0.0175710267	-0.0119836755	-0.10260656039999999	0.0048860948	-0.0738908362	0.0594835157	-0.0819994829	0.0050052508	0.0473726143	-0.0220921563	0.0159547511	0.0720588103	-0.0038362424	0.07673019610000001	0.0288867071	0.1562109967	-0.0403333835	-0.0912971559	0.0510682036	-0.026785889500000003	0.0747831046	0.1845065294	-0.0263652308	-0.0767022468	-0.0115110034	-0.0813426628	-0.0679229295	0.11492474359999999	0.0143287211	0.015619589299999997	0.054321242	-0.015116383999999997	-0.1002907458	0.0187360157	0.0216992105	0.1436705784	-0.0125827199	0.1233012404	-0.0049399154	-0.09006353480000001	-0.039109680200000004	-0.11223303009999999	0.0154310466	-0.0111647994	0.0074274883	0.0662585112	-0.0012008672	0.0711967299	-0.1905992675	-0.0375688426	-0.10377160949999999	-0.1386278576	0.0894086322	0.0830027857	0.0128992127	-0.0637307152	-0.1081160967	-0.0197289	2.4799999999998434e-05	0.00038922949520999996	6.150399999999222e-10	-0.06493009999999999	-0.055920759999999986	0.003127131398977599	0.004215917886009999	-0.0308409	0.011568099999999998	0.00013382093760999994	0.0009511611128099998	-0.000561897	0.0004330470000000002	3.15728238609e-07	1.8752970420900022e-07	-0.000948584	-9.99999999907325e-10	8.998116050559998e-07	9.9999999981465e-19	-0.0006666689999999999	-0.00028419899999999995	8.076907160099998e-08	4.44447555561e-07	0.0	0.0	0.0	0.0	0.0
33494.96875	43.9921875	1121912931.5634766	1935.312561035156	23495.611328125	18.66015625	552043751.6823158	348.20143127441406	22395.822265625	65.015625	501572854.95346445	4227.031494140625	1.163706	18.019451	0.152895272	0.0026328746	-0.0050714309999999995	0.0610230375	0.1397939298	0.026696899	-0.0064380304	0.0686704283	0.0187939951	-0.0351774574	-0.0656659822	7.05715e-05	-0.0692542662	0.0808137421	-0.022867591099999997	0.0804526369	-0.08395914189999999	0.0278196602	0.0702829009	0.026496162900000002	0.1267190451	-0.035838497999999996	0.1375949173	0.015038273999999999	0.0138001376	-0.0247740588	-0.0042375716	-0.0587246143	-0.0497425628	-0.0514798578	0.013663266	0.0036398948999999997	0.0482324375	0.0697919346	0.04840917559999999	-0.1587678932	0.0414691947	-0.0437980861	0.08383430019999999	-0.0570800542	-0.0177261423	-0.0223044379	0.11460210859999999	-0.0644320814	0.1670027945	-0.13159205300000001	-0.049564328399999996	0.0461568828	0.05742834650000001	0.0050344544	0.024882957999999997	-0.018168308600000002	-0.1473225547	-0.0099257238	0.0197917136	-0.013690463	-0.041212553900000004	0.0187756377	0.0584900853	0.09009499439999999	0.0481895119	0.0267293556	0.0671902098	0.0181619408	-0.0356799172	-0.0470761665	0.0006468512999999999	0.031650767999999996	-0.0257922198	-0.12930944560000002	-0.0709563295	0.0252693647	-0.0718237876	0.08824563939999999	-0.0573335829	0.00037197019999999996	0.0201378936	0.1076604449	0.0318977947	0.0576431258	-0.077444998	0.0067297385	0.009093143599999999	0.0090297997	0.0976336187	-0.013510774	0.0223603473	0.031482742	0.19556222480000002	0.08753629939999999	-0.0372163858	0.0976605884	0.0488405561	0.0427496466	-0.1036762161	0.0187011834	0.0751111813	0.0231478112	-0.010677684	0.0265085192	0.1861304996	-0.064620314	-0.0032798002000000003	0.10311724380000001	-0.0088495591	-0.0885914818	0.0815548146	0.008610269	-0.0689150546	-0.10977664990000001	-0.0197452	-1.6300000000000342e-05	0.0003898729230400001	2.6569000000001116e-10	0.0336784	0.0986085	0.009723636272249998	0.00113423462656	-0.000808728	0.030032172	0.0009019313550375838	6.54040977984e-07	-0.000917382	-0.000355485	8.41589733924e-07	1.26369585225e-07	-0.000948584	0.0	8.998116050559998e-07	0.0	-0.00079595	-0.00012928100000000008	1.671357696100002e-08	6.335364025e-07	0.0	0.0	0.0	0.0	0.0
33432.98828125	-61.98046875	1117764705.4141998	3841.578506469727	23470.9296875	-24.681640625	550884540.3955688	609.1833839416504	22336.234375	-59.587890625	498907366.0549317	3550.716709136963	1.233299	19.097067000000006	0.127157822	-0.000651015	-0.0187699272	-0.0189472375	-0.1194611549	0.0400043052	-0.0071224622	0.041322425499999996	-0.0402905737	0.005596510799999999	0.0520516162	0.0090133352	-0.0355384877	-0.142289778	-0.0485894044	-0.1040606895	-0.028338278999999997	0.0438335755	0.09026580210000001	-0.0945813009	-0.0055779285999999996	0.0788003995	-0.1376479416	-0.0343294315	0.0899310119	-0.1748623674	-0.0114331126	-0.1464271727	-0.0697492755	0.0037796623999999997	-0.0178910948	0.0149149285	0.0242570021	-0.029690252400000002	0.07048485639999999	0.0198933308	-0.10055288650000001	-0.0621070221	-0.010717053300000001	0.12120840529999999	-0.012869201399999999	-0.0072351768000000006	-0.0189120757	-0.1112938681	0.0732255838	-0.0387686891	0.0610804853	-0.06999834370000001	-0.1600996847	-0.0115185697	-0.0118096121	0.0108033404	0.0797219397	0.093535042	0.040784605	0.0198181607	0.0445615413	0.025380774100000003	0.0750356293	-0.0156920584	-0.0699105565	0.035721341499999996	0.0487398028	-0.0065555484	0.0070570469999999995	0.0649526412	0.0016505588	0.06718664120000001	0.073232573	0.1133006814	-0.0675027161	-0.09169968880000001	-0.0834872191	-0.1637673197	-0.08604116490000001	0.1307247266	-0.0964940947	0.026925344900000002	-0.0101955808	-0.0890900487	-0.08189973519999999	-0.0789578599	-0.034400381699999996	-0.0819795095	0.0096434613	-0.0674679227	0.08733024810000001	-0.0199827174	-0.035264672000000004	-0.011338667299999999	-0.0960751361	-0.053389005999999996	-0.0019582348	-0.0313807489	-0.055165102599999995	-0.0878236677	-0.0404503152	0.0916284113	-0.15383443730000002	0.0129027248	-0.10513593369999999	-0.0078597264	0.074443954	0.1047029274	-0.11279942400000001	-0.0896801326	0.080076174	0.0043083746000000004	-0.0738662073	-0.11077699349999999	-0.0197452	0.0	0.0003898729230400001	0.0	-0.0709457	-0.1046241	0.01094620230081	0.00503329234849	-0.014182	-0.013373272	0.000178844403985984	0.000201129124	-0.00110059	-0.00018320800000000005	1.2112983481000002e-06	3.3565171264000014e-08	-0.000948584	0.0	8.998116050559998e-07	0.0	-0.000795951	-1.0000000000157452e-09	1.0000000000314906e-18	6.33537994401e-07	0.0	0.0	0.0	0.0	0.0
33432.3671875	-0.62109375	1117723175.7598267	0.3857574462890625	23491.474609375	20.544921875	551849379.3229103	422.0938148498535	22341.076171875	4.841796875	499123684.5175209	23.44299697875977	1.264231	19.576033	0.09552718999999996	-0.011565361100000001	0.0675595488	0.0439317146	0.1011878048	0.0100660632	-0.0299444826	0.0041280187	0.0401892318	0.029944206600000002	-0.1035702042	0.0179210684	-0.0333241375	-0.0076287835	0.0471515525	-0.0090885915	-0.0189858408	-0.0431447583	-0.0256613449	-0.07481553839999999	-0.074180058	-0.1538911042	-0.06233142110000001	-0.046966844800000004	0.0777078383	-0.0152841421	-0.028175375	-0.047537452599999995	-0.0341039948	-0.0080524479	-0.0020531824	-0.0692526995	0.0203469379	-0.0214135625	-0.0707311246	-0.010724268799999999	-0.013805408600000001	0.08555199990000001	0.0834932709	-0.054542773499999996	0.01641689	-0.0484900865	-0.036264956099999995	0.0389057732	-0.11772749980000001	-0.0896170651	-0.0516724908	-0.0240674837	0.0675473761	-0.0196263124	0.0333181395	0.0623258188	-0.138535852	0.0391796273	-0.0111949231	-0.0691636545	-0.013711151000000001	-0.0341128189	0.0309092592	-0.0970982257	0.088291964	0.006346542199999999	0.004524903	-0.015375036399999997	0.0532899074	-0.0848498017	-0.025676555	0.0065509806999999995	0.0118818977	0.0002441483	0.034880568	-0.0027366239	0.076958735	-0.08614899349999999	0.0365787384	0.0057365949	-0.0806949959	0.1501112795	0.0492238549	-0.0459009448	0.033795094	0.0774535784	0.0389170694	0.0004792396	-0.0357810614	-0.0023229825	-0.024233573199999997	0.0471960758	-0.05521623690000002	0.0102056217	0.0127858756	0.0384363159	0.030491127799999997	0.0729095422	0.0649249313	0.08741765509999999	0.0811904424	0.0174896508	-0.0322847128	0.0012958567	-0.032518828	-0.04851692269999999	-0.0753297347	-0.019050148899999998	0.08931415699999999	0.0406170782	0.0785674201	0.0	-0.0785674201	-0.11111111109999999	-0.038605900000000005	-0.018860700000000005	0.0014904155148100005	0.00035572600449000017	-0.0252709	0.0456748	0.0020861873550399998	0.0006386183868099999	-0.00893126	0.00525074	2.7570270547600008e-05	7.97674051876e-05	-0.00100967	9.091999999999998e-05	1.0194335089000002e-06	8.266446399999996e-09	-0.000948584	0.0	8.998116050559998e-07	0.0	-0.00121985	-0.0004238989999999999	1.7969036220099994e-07	1.4880340225e-06	0.0	0.0	0.0	0.0	0.0
33483.38671875	51.01953125	1121137186.1573641	2602.9925689697266	23490.236328125	-1.23828125	551791202.7511635	1.5333404541015625	22419.7578125	78.681640625	502645540.3711548	6190.80057144165	1.349524	20.896749	0.06603894099999999	0.09540885439999999	-0.0457725985	-0.0952057931	0.0153124144	-0.0320715571	0.1014005773	-0.111887605	-0.1267181627	-0.0803585204	0.0652527131	0.0047864105	-0.0006582244	0.0353512344	-0.045580712	0.0552684561	0.0748714591	-0.0020268948000000003	0.0289558756	0.057762219299999994	-0.040820096	-0.0828555586	-0.135517954	0.0053111402	0.0774741587	0.011479909299999999	-0.13335462369999998	0.1372614306	0.030777408500000002	0.0882675033	0.05701037530000001	0.0137972416	0.07429161690000001	0.021099317000000003	-0.0593910749	-0.042903540700000006	-0.09613799070000001	-0.1170864217	-0.0343492964	-0.0841898574	-0.0030082929	0.0487788498	0.159418583	-0.0688049012	0.0478144729	0.0602660389	-0.1524694352	-0.071002302	-0.0317445749	0.0970684406	-0.1127821564	-0.0066954487	0.08313803040000001	-0.030738651000000002	-0.1318900159	-0.0410192022	-0.0293750154	-0.0008665900999999999	0.0178082709	-0.0219087509	-0.1066377408	-0.005812655	-0.1221343352	0.0023042014	-0.13655037949999999	0.10357630220000001	0.0571470424	0.0070616665	-0.0162567138	-0.0844561847	-0.0526585656	0.0459750466	0.0966601426	0.0013119410999999999	-0.0225452335	-0.030419127799999997	-0.1009014948	-0.0729270186	-0.0169680103	-0.20451693010000002	0.045668804800000004	0.0480939721	-0.0364019175	0.1155249075	-0.0120475255	0.0148194145	0.0410224488	0.0371214448	0.05468144230000002	-0.021268813900000003	-0.0440358028	-0.0034379033	-0.021335902799999997	-0.1119018307	-0.0937075265	0.0914790802	-0.049795961799999996	0.060359509299999996	-0.0202466107	0.0609511712	0.1412117384	0.0692585708	0.038510552	-0.1202272183	-0.1531523695	-0.1396789811	0.0770291202	-0.0043083746000000004	-0.0830027857	-0.11077699349999999	-0.0386343	-2.839999999999787e-05	0.0014926091364900005	8.065599999998791e-10	-0.00237537	0.02289553	0.0005242052939808999	5.6423826368999984e-06	-0.0007890489999999999	0.008142211	6.629559996852099e-05	6.225983244009997e-07	-0.00140797	-0.0003982999999999999	1.9823795209e-06	1.586428899999999e-07	-0.0012267300000000005	-0.0002781460000000006	1.5048664929000013e-06	7.736519731600034e-08	-0.00119684	2.300999999999996e-05	5.29460099999998e-10	1.4324259856e-06	0.0	0.0	0.0	0.0	0.0
33460.51953125	-22.8671875	1119606367.3011627	522.9082641601561	23504.4609375	14.224609375	552459683.9624634	202.3395118713379	22419.619140625	-0.138671875	502639322.41067886	0.019229888916015625	1.2860410000000002	19.913754	0.107820481	-0.012016051100000001	-0.0723676745	0.0950576459	0.0522344985	-0.0211669594	-0.0114805777	0.0026607942	0.0081209977	-0.042160410599999996	0.014758556	-0.0662924241	-0.0241925479	0.1144339145	0.016083559	0.050822022300000005	-0.1000886755	0.057269159800000004	-0.0796410883	0.0023438455	0.0838680282	-0.047280279800000005	0.0356938045	-0.1384736344	0.12976846150000002	0.09612236630000001	0.025767208700000002	-0.059911136799999994	-0.044230270999999995	0.0040548272	-0.0211622612	-0.061379875199999996	0.0113662737	-0.08120030269999999	0.0069182274	-0.029334554500000002	-0.0292069537	-0.024828757400000002	0.0228827866	0.1106983667	-0.0157528404	0.18772330690000005	-0.0067714452	0.0068250488	-0.0092605112	-0.1775214069	-0.1570288806	-0.0753448725	-0.0318534537	-0.0001600641	0.0453738324	-0.0797562277	-0.0571622773	0.0601803283	-0.0529480055	0.0275962104	-0.10059398609999999	-0.0677578021	0.007694260600000002	0.0291340857	-0.0494091657	-0.0185710658	0.0080662023	0.0180869676	-0.0713824701	0.023941469500000003	0.0027704121000000003	-0.0269571452	-0.0782181207	-0.06853402809999999	-0.029773762000000002	-0.0384484305	0.0200614701	0.0749903963	0.0536038483	-0.0044404636	-0.09776823949999999	0.2018406653	0.0655922703	0.07021016669999999	0.1014782159	-0.07760956570000001	-0.0368296769	-0.0163542534	-0.0267305838	0.0125158553	-0.051546347199999995	-0.0721248377	-0.038689739	0.041056184	0.1365967288	-0.0036907506	0.0561428322	-0.0390778839	-0.1566809943	-0.0139443075	-0.0402766476	0.029195097599999997	0.059065708700000004	-0.03788609	0.0493958718	-0.0770965245	-0.1459007493	0.11009037529999999	0.1020030049	-0.0707216213	0.0754618528	-0.008610269	-0.08715729609999999	-0.10977664990000001	-0.0322257	0.0064085999999999995	0.0010384957404900002	4.1070153960000014e-05	-0.0509389	-0.04856353	0.0023584164460609	0.00259477153321	-0.0332451	-0.032456051	0.001053395246514601	0.00110523667401	-0.00153767	-0.00012970000000000017	2.3644290289000005e-06	1.6822090000000045e-08	-0.000948584	0.0002781460000000006	8.998116050559998e-07	7.736519731600034e-08	-0.00119684	0.0	0.0	1.4324259856e-06	0.0	0.0	0.0	0.0	0.0
33525.38671875	64.8671875	1123951554.6417391	4207.752014160156	23515.240234375	10.779296875	552966523.2803688	116.19324111938477	22403.4609375	-16.158203125	501915061.9780884	261.08752822875977	1.139354	17.642372	0.055308799999999984	-0.06282814490000001	-0.0097272213	-0.050841442800000004	-0.0598733295	-0.068951376	-0.0145901321	-0.1228314657	-0.022586655	-0.0068038468999999996	0.13401465869999998	0.1614224425	0.0148225933	0.0447866755	0.0733614759	-0.0347672283	0.0007503866	-0.0659284982	-0.21274942260000002	-0.039524187999999995	0.0240832685	0.1096042204	-0.00025562830000000003	-0.014053471299999998	0.09729892470000001	0.0194974505	-0.0364490388	-0.035052986800000005	0.0020061854	0.12181626	-0.0787614443	0.0973982886	0.0373015514	0.0037001296999999997	-0.07863026740000001	-0.1300200835	0.0804456643	0.038528632	-0.0014572672	-0.018659565	-0.0095472966	-0.111569777	-0.0447846129	0.056890299299999995	0.0228631787	-0.088604745	0.04581573059999999	-0.1605047631	-0.10746929890000001	-0.055010406	-0.0809339153	-0.0467748882	0.0929832177	-0.0193430442	-0.0105044023	-0.1041273048	-0.0078732315	-0.0069985938	-0.0323105808	-0.0924235416	-0.0253794273	-0.0658078542	-0.1301421542	-0.0114553742	-0.0419210333	0.0719889244	0.1908515466	-0.0678561846	0.0391997133	0.013600438400000001	0.0892485727	-0.000689452	0.0598714063	-0.0053732915	0.1737512216	0.1564721958	-0.0909391428	-0.049785409800000006	-0.0314014053	0.1214296278	0.0041576335	-0.0235174352	-0.024838188599999998	0.10535629029999999	0.0336868184	-0.0603445189	0.07166551639999999	0.0377475575	0.0899427817	0.0414970686	-0.0822713716	0.0005425124	-0.0338382898	0.0046836418	0.10973595359999999	0.0738421213	0.0215198975	-0.0111456643	0.0526183838	0.0107289473	-0.0019965576	0.0140793632	-0.1038623309	0.0749065445	0.0153925591	0.0495980281	0.0738662073	-0.0128992127	-0.09101689380000001	-0.1081160967	-0.038623000000000005	-0.0063973000000000025	0.0014917361290000006	4.092544729000002e-05	-0.07079160000000001	-0.019852700000000008	0.00039412969729000027	0.005011450630560002	-0.0249578	0.008287300000000001	6.867934129000003e-05	0.0006228917808400001	-0.00112224	0.0004154300000000001	1.2594226176000002e-06	1.7258208490000005e-07	-0.000948584	0.0	8.998116050559998e-07	0.0	-0.00119684	0.0	0.0	1.4324259856e-06	0.0	0.0	0.0	0.0	0.0
33543.6328125	18.24609375	1125175302.2598267	332.91993713378906	23484.421875	-30.818359375	551518070.8029785	949.7712745666504	22369.650390625	-33.810546875	500401258.59878916	1143.1530799865725	1.142219	17.686734999999995	0.14167188	-0.0630925407	0.012086896100000001	0.13601572369999998	0.051487167199999996	0.026294261099999997	-0.043857691799999994	0.08992568279999999	0.1495894472	0.038742602	0.0241607036	0.0100774378	-0.0248243562	-0.0727410622	0.042383889800000005	0.0478802364	-0.0052057748	0.0034879868	0.11183769939999999	-0.107734586	-0.0566242008	-0.045211282199999994	-0.029827401200000006	-0.0842907782	-0.07183801	-0.0607442329	0.0315376926	0.0768503219	-0.0794362437	-0.0198764889	-0.0035244998	0.15465348710000001	-0.0431685679	0.0263139188	0.0026687007000000002	0.0632694885	0.0197716027	-0.044274105099999995	-0.022802110499999997	0.041254171	0.0614488042	-0.0578136868	-0.0634434272	-0.0399631042	-0.0509922916	-0.106681082	0.0182731589	-0.038852754100000005	0.0807835923	-0.0536458628	0.1208758981	-0.07408188	-0.0511908353	-0.0681824911	0.045984455099999995	-0.0417273108	-0.1011754416	0.0568967644	-0.0505174975	0.0052697729000000006	-0.048877265700000005	0.020604133	0.09500261060000001	0.0519852104	0.1028621123	-0.0660335678	0.0125826462	0.012163543600000002	0.0395187752	0.1104033136	0.0042780824	0.0734637734	0.046171288399999996	-0.1117939568	-0.0967200955	-0.023995656	0.0967825139	0.015995658200000002	-0.039799379700000005	-0.049533163899999996	0.030284582200000007	-0.06200738240000001	0.020721029499999998	0.0147150145	0.11488715740000001	0.047102341299999996	-0.0122899989	0.0657192268	0.013918347099999999	-0.0475513503	0.0405605356	-0.1358589822	0.0658618931	0.0495274291	0.0491181192	0.0019853004	-0.0229717175	0.12207798210000001	0.029275924300000002	0.0030596992	0.04824341730000002	0.034895179	-0.09417238720000001	0.0387965481	0.1666556955	-0.0327318652	0.07224278370000001	-0.017168754799999998	-0.09456851919999999	-0.1058053206	-0.0328414	0.005781600000000005	0.00107855755396	3.3426898560000056e-05	0.00054452	0.07133612000000003	0.005088842016654402	2.965020304000001e-07	0.00309706	0.02805486	0.0007870751696195999	9.5917806436e-06	-0.0014468	-0.00032456	2.09323024e-06	1.053391936e-07	-0.00135401	-0.000405426	1.8333430801e-06	1.6437024147599994e-07	-0.00119684	0.0	0.0	1.4324259856e-06	0.0	0.0	0.0	0.0	0.0
33396.96484375	-146.66796875	1115357260.7746737	21511.493057250977	23485.23828125	0.81640625	551556417.1270906	0.6665191650390625	22333.79296875	-35.857421875	498798308.3709869	1285.7547035217285	1.171252	18.136292	0.06044577000000001	0.0269079756	0.0494380212	-0.0737917604	0.0225652024	0.017573157199999998	0.0392022107	0.0027963642	-0.0484047369	-0.0710289686	-0.0465460064	0.0218770731	-0.0054879959	-0.029393393700000006	-0.05132807	0.0031302791999999998	0.1210442533	0.030834837900000002	0.081333707	-0.0649447887	-0.035970978199999996	-0.178069308	0.0612284337	0.0206950391	-0.048884547	-0.106819001	-0.11021795570000001	0.0136044451	-0.0030233639	0.011838512399999999	-0.0251157374	0.0146626546	-0.1375396918	0.0377508873	-0.0798768339	0.10931709279999999	0.0455054099	0.1059498881	0.0529283295	0.047969402800000005	0.1050063948	-0.0337938775	0.0319942834	-0.053362441399999995	0.023415150099999997	-0.020697380300000002	0.0189008115	-0.0316568919	0.11469381460000001	0.016398936	-0.0252722107	0.0951855382	-7.0975e-05	-0.042721817300000006	0.04770413230000002	0.0192613748	0.0814416202	6.7705e-06	0.0247175761	0.0760801416	-0.06032357150000001	0.017337033300000002	-0.015368583799999997	0.01519734	-0.06524634929999999	-0.0468856615	-0.020656517	0.0316055238	0.0242247934	-0.055982766399999995	-0.046462455199999995	-0.0301791542	0.0979827177	-0.0627827331	-0.1907345425	-0.014433682	0.0681740414	0.0605002429	-0.0582190703	-0.026800854199999998	-0.0767150694	0.1770903784	0.0356689609	0.009939814	0.009829854399999999	0.0705599718	-0.0722751771	-0.0028097744	-0.046531245199999995	-0.1739302361	0.011433218899999998	-0.06771997469999999	0.0099943013	0.1396455392	-0.0007481867	-0.1241946902	0.1519386098	-0.034905119500000005	0.039323342000000004	0.000949105	0.0033907161	0.1154383283	-0.0550961481	-0.044751234400000006	0.028358005	0.1151669784	0.07059219259999999	-0.0214124734	-0.09780015460000001	-0.10285821880000001	-0.0385925	-0.005751100000000002	0.0014893810562500002	3.3075151210000024e-05	-0.00439571	-0.00494023	2.4405872452899995e-05	1.93222664041e-05	0.024296	0.021198940000000003	0.0004493950571236001	0.000590295616	-0.00157072	-0.00012392000000000002	2.4671613184e-06	1.5356166400000002e-08	-0.00135401	0.0	1.8333430801e-06	0.0	-0.00164403	-0.0004471900000000001	1.9997889610000011e-07	2.7028346409000005e-06	0.0	0.0	0.0	0.0	0.0
33484.046875	87.08203125	1121181395.1271973	7583.280166625977	23478.494140625	-6.744140625	551239687.1113625	45.48343276977539	22370.60546875	36.8125	500443989.0384674	1355.16015625	1.189154	18.4135	0.14808684000000005	-0.0411990449	-0.010326253	-0.0179869338	-0.1004670468	0.0200110182	0.000655495	-0.0954870884	0.0192879632	-0.057605663200000004	-0.0018398281	-0.0897695522	-0.11074317060000001	-0.0768946324	0.0033022047	0.0378820505	0.067409385	-0.1030686542	0.06647340360000001	-0.042891060700000004	0.048852794299999995	-0.0572949101	-0.0389956896	0.0757616505	0.0716532183	-0.056150550099999995	-0.0132953964	-0.0474339242	0.11906347939999999	0.0046699891	0.0534589028	-0.0835339171	-0.07779261629999999	-0.015450189	0.0747420391	0.010681058600000001	0.1196223286	-0.05897389	-0.0432319586	0.0070146724	0.002610295	0.0316578936	-0.1145016224	-0.0260561654	-0.0646023229	-0.0713508487	0.0486044654	0.1127599176	0.0574651896	-0.041482501899999996	-0.0218430631	-0.0173262279	0.0844414265	0.059071855300000004	0.0784642834	-0.0444590905	-0.0279827744	0.0194810176	0.09372261400000001	-0.0270761893	-0.0377032277	0.034013018	-0.062008878499999996	0.0015148053	-0.0175876642	-0.0677029971	-0.034233972200000004	0.16951449440000002	-0.0698856442	0.006497837199999999	-0.0224748346	0.0748590125	0.0555218238	-0.0194875034	-0.0458772093	0.0511455776	-0.0636086779	-0.0222616309	0.0979492292	-0.0431629612	-0.09535346859999999	0.059250714800000014	-0.0004021064	0.0293389192	-0.0980657098	0.07204056959999999	-0.0418057208	-0.10987882060000001	-0.017438906100000002	0.0919395103	-0.0428221691	-0.0259456173	0.0401361745	0.0742015365	0.0772370843	-0.0072094038	-0.0671835435	0.0050276094	0.0437225079	-0.089320315	0.0230787713	-0.0928470357	0.0820787425	0.1276908168	0.11258028310000001	0.0814270025	0.0689150546	-0.0256239856	-0.10070086519999999	-0.0992925156	-0.0254083	0.013184200000000005	0.0006455817088899999	0.0001738231296400001	-0.0631515	-0.05875579	0.0034522428585241	0.00398811195225	-0.00968285	-0.033978850000000005	0.0011545622473225006	9.37575841225e-05	-0.00112224	0.00044848	1.2594226176000002e-06	2.0113431040000005e-07	-0.00135401	0.0	1.8333430801e-06	0.0	-0.00124915	0.00039488	1.559302144e-07	1.5603757225000003e-06	0.0	0.0	0.0	0.0	0.0
