csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
33742.5234375	n/a	1138557887.9302368	n/a	23554.736328125	n/a	554825603.4874916	n/a	22523.05859375	n/a	507288168.4174957	n/a	n/a	n/a	n/a	-0.060638049900000004	-0.11522159779999999	-0.06787136889999999	-0.0176558383	-0.11879639859999999	0.0266873594	-0.1562350693	0.0678615618	-0.09173368220000001	-0.045026775899999996	0.1094596421	-0.0018731777	0.0760733205	-0.0688646191	0.1009637075	-0.0106712751	0.0025344601	-0.059360766900000014	0.0399192162	-0.0737144993	0.0879628959	-0.1555823264	0.0423604979	-0.0516026148	0.073577401	-0.1023840474	0.0216121759	-0.0037556695000000003	0.0139533872	-0.2493017116	0.1765948102	-0.1130412323	0.0320587865	-0.18300443859999999	0.0497411126	-0.032300652400000004	0.0063440737	0.1269677746	-0.0116972078	-0.0847006209	0.0920540495	-0.0050212729	-0.014776570400000001	-0.0100503941	0.1683102162	-0.059182737199999995	-0.0551605835	0.072963912	-0.0246872524	-0.0985457416	-0.1263014709	0.0103644227	-0.060553942699999995	0.1205881851	-0.34393314	0.1888590439	0.017659258799999997	-0.10626265609999999	0.0369887913	-0.2088798834	-0.0917311316	-0.1830859239	0.0306295868	-0.06924622059999999	-0.12614295050000002	0.0676161116	-0.0736271087	0.0504098683	-0.0925228751	0.0246398908	-0.0232562319	0.0266128979	-0.0225721244	0.0473407112	-0.0181671777	0.0328238677	-0.11598207619999999	0.020747613300000002	-0.0997046681	0.105593668	-0.0566644736	0.0390869092	-0.0274363822	0.039860146299999996	-0.1885781907	0.012719924399999999	-0.0022045305	0.087441934	-0.1444200997	0.0169714602	-0.12129400439999999	-0.0275201739	0.046149548	-0.1726166059	0.0869526315	0.13778484470000002	-0.09199838210000001	0.1351482379	-0.0962311398	-0.1015277233	0.0648495178	0.1345198614	-0.027425916600000003	-0.049786852400000005	0.0627483401	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.00877189	n/a	7.694605417209997e-05	n/a	0.0366099	n/a	n/a	0.00134028477801	-0.1152	n/a	n/a	0.01327104	0.00337566	n/a	1.13950804356e-05	n/a	0.000229559	n/a	5.2697334481e-08	n/a	0.00114059	n/a	n/a	1.3009455480999998e-06	0.0	0.0	0.0	0.0	0.0
33591.69140625	-150.83203125	1128401731.53273	22750.301651000977	23546.056640625	-8.6796875	554416783.3235207	75.33697509765625	22513.923828125	-9.134765625	506876766.13861465	83.44394302368164	1.244521	19.270838	0.13146091999999998	0.027374478799999998	-0.08591722199999999	0.0937936918	0.08465459199999999	-0.0773513503	0.0400279657	0.0293666628	0.1618407133	-0.08963375539999999	-0.09164873800000001	0.1006700863	0.0262611617	-0.0349170997	-0.06863040769999999	-0.0021650744	-0.09708422039999999	0.093664281	0.1196559618	0.037582284900000006	-0.2207765111	-0.1690399856	-0.1182566748	0.1329063807	0.0422197262	-0.11891871080000001	-0.1172558195	-0.11904398960000001	-0.0318507944	-0.0044629268	0.031135730499999997	0.0649640889	-0.0131511556	0.0423028955	0.0546568139	-0.0051535506	-0.0068247933	0.1215653758	-0.014112564	0.0009838092	-0.039747195299999996	0.0344149586	0.0713120421	0.0964695801	-0.0458028183	-0.1088577051	-0.06622964719999999	0.04848719	-0.0918653361	0.0651124701	0.0704331071	-0.1273439281	-0.12375736080000001	-0.0286307079	0.1660510534	-0.17346541510000002	-0.0351249173	-0.0005458538	0.0249774438	0.11639709990000001	-0.0041296524	-0.07191116410000001	-0.023368570699999997	0.11331882089999999	-0.0343059002	-0.1532955601	-0.0023612692	-0.0064225161	0.105511731	0.0613396561	-0.023014692000000003	-0.06266642929999999	-0.022376112000000004	-0.1410423904	-0.041162222000000005	-0.2011498463	-0.0540042392	0.0242129281	0.0897077101	-0.1675962484	-0.2150513578	0.1359698397	-0.0349324114	-0.0521162372	0.0088182132	-0.0686247166	0.0433929496	0.08112795219999999	0.0154208788	-0.0064532113	0.100062749	0.0629038132	-0.1039895669	-0.0016216762	0.0195119368	-0.0543831937	-0.0778364617	0.015607864499999999	0.0299631516	-0.0849715491	0.0085844372	-0.04810210559999999	-0.1453484213	-0.0067963224	0.0659147393	-0.1258785624	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.00093097	-0.00784092	8.667051409e-07	6.148002644639999e-05	0.109742	0.0731321	0.005348304050410001	0.012043306564	-0.104983	0.010217000000000004	0.00010438708900000008	0.011021430288999998	0.00322583	-0.0001498300000000001	1.0405979188899997e-05	2.2449028900000032e-08	0.000673263	0.000443704	4.5328306716899996e-07	1.96873239616e-07	0.000928706	-0.00021188399999999983	4.4894829455999943e-08	8.62494834436e-07	0.0	0.0	0.0	0.0	0.0
33564.21875	-27.47265625	1126556780.2978516	754.7468414306641	23556.494140625	10.4375	554908416.1973	108.94140625	22486.05078125	-27.873046875	505622479.73695374	776.9067420959473	1.200074	18.58259	0.042163778999999985	-0.0586189708	-0.06042636	-0.051788271600000005	-0.0259801204	-0.0669433641	-0.018450158	-0.0499948988	0.0200993528	-0.18014156879999998	-0.0836512378	0.0040468586	-0.0349712973	-0.104191496	-0.056412243	0.046299050099999996	0.0188036813	-0.0073437927	0.1403532773	0.0109115538	0.0452131264	-0.0090572041	-0.068902563	0.0717395354	-0.009577618100000001	-0.10439275519999999	-0.023574225299999998	-0.1000929849	-0.0832887722	-0.1390425987	-0.133420494	0.1397379705	-0.1085301488	0.0144527546	0.17223297059999998	-0.0363200912	0.0912637191	-1.74255e-05	-0.044500678200000005	0.0392656686	-0.10143402369999999	-0.1483490698	-0.019444825	0.0018448826000000002	0.048480339000000004	-0.0622486351	-0.0492773778	-0.04594878559999999	0.057487000999999996	-0.018158385200000002	-0.08901299050000001	-0.0738582168	0.013289010700000001	0.0248953109	0.12038992359999999	-0.14269634720000002	-0.08924783800000001	0.0028203797	0.0593966878	-0.0432435693	-0.0786951711	-0.06561063	-0.0552634935	0.013441588400000001	-0.1273969341	-0.1413999683	-0.050878825499999995	0.0988569877	0.0503092272	0.041073878700000004	-0.0525764117	0.025534243999999998	-0.0276841051	-0.044763273099999994	-0.1359235317	0.059043901100000004	0.0417529737	-0.026173849199999998	0.011923973300000001	-0.0575360383	-0.1456041713	-0.07749729009999999	0.1305309214	-0.1546281668	0.0683341353	-0.077395992	0.1162420207	-0.0784794791	0.1538828718	0.0448828474	0.035984486	-0.0345295104	-0.0169772222	0.1423877094	0.0449507066	-0.0690694301	-0.10243834800000001	0.0157388852	-0.0982583516	-0.0759251822	0.1237009664	0.038177456299999996	-0.0290475578	0.018652508600000003	0.0578697614	0.0402550245	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.000927341	-3.6290000000000016e-06	8.599613302809999e-07	1.3169641000000016e-11	0.0871295	-0.02261250000000001	0.0005113251562500003	0.0075915497702500005	-0.105055	-7.200000000000263e-05	5.184000000000377e-09	0.011036553025	0.0029788	-0.00024702999999999965	8.873249440000001e-06	6.102382089999982e-08	0.000635954	-3.730900000000002e-05	4.04437490116e-07	1.3919614810000016e-09	0.00103388	0.00010517399999999998	1.1061570275999997e-08	1.0689078544e-06	0.0	0.0	0.0	0.0	0.0
33536.140625	-28.078125	1124672728.0197754	788.381103515625	23542.8984375	-13.595703125	554268066.8384401	184.8431434631348	22454.6171875	-31.43359375	504209833.0371704	988.0708160400392	1.197748	18.546570000000006	0.06610386899999998	-0.0575809591	-0.0250528883	0.0353694595	0.0634564254	-0.047564502800000005	-0.0018103274	-0.0486568747	0.1830862393	-0.0524051189	-0.11910473070000001	0.0658197794	0.009125968100000001	-0.037206049	-0.0563123332	0.0859474252	0.0546527309	0.0753581804	0.0935494951	-0.0417596451	-0.0313623252	0.0299286892	-0.0947608016	-0.0105267606	0.0905111858	0.0709965881	0.0213379483	0.1050660001	0.09430508800000001	0.018118409499999998	0.057949506	-0.0406513134	-0.0161768221	-0.0804858403	-0.0952551732	0.0691044874	-0.0324504206	-0.084264867	0.0680499471	-0.0347698958	-0.1249009718	-0.0607359045	-0.0594188735	-0.0828548235	0.0642509249	0.0631602464	0.025155250499999997	0.1154212286	-0.076120491	-0.0423993942	0.030551372200000006	-0.06806271629999999	-0.06713725849999999	-0.0663297454	0.1486164056	-0.0228216506	-0.0266196881	0.0099015336	0.16415405119999998	-0.0739166866	-0.1146353418	-0.042840642000000005	-0.0746280281	0.111525286	0.0389098701	-0.1753638547	-0.0087146877	-0.0247576023	0.07856331379999999	-0.021640191899999998	-0.0207021319	-0.010735743899999999	0.050503128200000004	-0.0530448755	-0.0756795934	-0.10148272960000004	-0.09255532949999999	-0.1067038125	0.0289352703	-0.09977236589999999	0.0557804981	-0.1656010756	-0.0749953107	-0.013673134299999999	-0.029024613900000006	0.0070914976	-0.0920700222	-0.0647289439	-0.0360698082	-0.0360612208	-0.1437784695	-0.0124417877	-0.06253074900000001	0.0413751139	-0.033654434500000004	0.0843806534	0.051705918600000005	0.0209194057	0.0335079295	-0.023302943	-0.000884035	-0.0634390687	-0.0046744965999999995	0.031620058300000004	-0.0942031909	-0.0116299199	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.000903172	-2.41690000000001e-05	8.157196615839998e-07	5.841405610000048e-10	0.0955903	0.008460800000000004	7.158513664000007e-05	0.00913750545409	-0.07859719999999999	0.026457800000000004	0.0007000151808400003	0.006177519847839999	0.00322583	0.00024702999999999965	1.0405979188899997e-05	6.102382089999982e-08	0.000364936	-0.000271018	1.3317828409600002e-07	7.345075632399999e-08	0.000928706	-0.00010517399999999998	1.1061570275999997e-08	8.62494834436e-07	0.0	0.0	0.0	0.0	0.0
33468.10546875	-68.03515625	1120114083.6673737	4628.782485961914	23527.95703125	-14.94140625	553564762.0643463	223.24562072753903	22389.169921875	-65.447265625	501274929.7905922	4283.344577789308	1.154219	17.872547	0.03220085	-0.0142457992	0.0229982138	-0.0391965196	-0.09833370220000001	-0.023601508599999998	0.011555010400000001	-0.08357730599999999	0.0030635603999999996	-0.08782751230000001	0.017482357900000002	0.1277428785	0.045423335499999995	-0.0056487254	0.0435697146	0.011968019199999999	0.0882702316	0.0782787851	-0.0006955055000000001	0.0841707113	0.0666467934	0.10651414949999999	-0.044996317699999996	0.0949160034	-0.0663397443	0.06556017559999999	0.0971430026	0.08799797779999999	0.0451741666	0.1560203976	0.0065217914	-0.0542480046	-0.008143857	-0.0619961079	0.0813212951	-0.0030299578999999997	-0.0478892352	-0.0228874189	-0.0027793369	0.1239811307	0.0860685029	-0.0559416654	-0.0568285396	-0.1635202106	-0.07574201259999999	-0.09774579900000001	0.011950133500000001	7.87413e-05	-0.0099205045	-0.0114974877	0.025370285899999998	0.003690526	0.09614565230000001	-0.0555965558	0.172792489	-0.0114699743	-0.0367001021	0.0631477558	0.0440318873	0.063163586	-0.0536783105	-0.0174594637	-0.0828059246	0.0238846669	-0.0762439334	-0.0071586825	0.061586238700000004	-0.0276594938	0.0728227856	-0.0365017101	0.0957042192	-0.0278044961	-0.015522247099999999	0.0908546812	-0.0151798485	0.0019506779000000001	0.0199029079	-0.1640120144	0.0369255948	0.0131024231	0.0153688159	-0.063228888	0.0758057198	0.18957864359999999	0.0075737242000000005	0.0930627369	0.0378707295	-0.12295911400000001	-0.12049521449999999	0.0137280138	-0.0471118928	-0.041476552	0.06378288559999999	0.0431498978	0.0118737634	-0.0877944199	0.0149287118	0.100922864	-0.1126866692	-0.03556834	-0.0776933455	-0.043472961100000006	0.063396584	0.1575393137	-0.0414393231	0.0586497749	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.000911022	7.850000000000001e-06	8.299610844839998e-07	6.162250000000001e-11	0.07882860000000001	-0.01676169999999999	0.0002809545868899997	0.006213948177960002	-0.0720432	0.0065539999999999895	4.295491599999987e-05	0.00519022266624	0.00322583	0.0	1.0405979188899997e-05	0.0	0.000542482	0.00017754599999999994	2.94286720324e-07	3.152258211599998e-08	0.000928706	0.0	0.0	8.62494834436e-07	0.0	0.0	0.0	0.0	0.0
33444.42578125	-23.6796875	1118529615.8375397	560.7276000976561	23511.26953125	-16.6875	552779794.9710847	278.47265625	22313.615234375	-75.5546875	497897424.82773215	5708.510803222656	1.167972	18.08551	0.093486189	-0.0973295906	0.10879492269999999	-0.0353422272	-0.0326354786	0.0380230875	-0.0992207852	0.0688440692	-0.0518035376	-0.1514542636	-0.07752236400000001	0.0505341042	0.0648649472	-0.0939041378	-0.0802029647	0.2110087301	0.07145501530000001	0.0079438864	-0.10739060519999999	-0.0609968066	0.0189314476	0.1088347012	0.1101338973	-0.0704912239	0.1082454707	-0.07418135990000001	-0.0548675867	0.0844868473	0.12397903800000001	0.0210814582	-0.0037982062	0.06374578360000001	-0.124786755	-0.0645610932	0.0598983238	0.0240294494	-0.057784431	0.0026781793	-0.0131092652	0.0594820617	-0.0376514101	0.0457654699	0.0505284311	-0.0373926313	0.088559907	0.012039168700000002	-0.029940968199999998	-0.027907203199999998	0.0443896855	-0.11798760380000001	0.0093165723	0.0866482184	0.05227190809999999	-0.09297733550000001	0.058495524199999996	-0.0374994124	0.0388724305	0.1594061176	-0.1124275747	-0.0346397742	-0.0489258819	0.014952881999999999	0.08888169050000001	-0.0702842154	-0.12856951789999999	-0.0859639752	-0.0368229701	-0.0207556021	0.16965342809999998	-0.0976777237	-0.0798459891	0.09343895619999999	0.1019339098	-0.0141007697	0.0028625388000000002	0.0775379306	-0.0833635929	-0.035661045499999995	-0.10108759070000001	0.0830347966	-0.0776414782	-0.0790313193	-0.1447619471	0.026971998799999997	0.0836432306	0.0572493138	-0.0372415309	-0.21167520059999997	0.039806421099999996	-0.0952487566	0.030587162299999998	-0.056795432800000004	-0.0008312313000000001	0.0210695067	-0.0637801418	-0.0080264897	-0.0195109653	-0.042982551900000006	0.0198092653	0.0018586127	0.0053208828	0.043068777	0.10492962970000001	0.0650848079	-0.0182569684	-0.11577012880000001	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.000806383	-0.0001046389999999999	6.502535426890001e-07	1.094932032099998e-08	0.0788597	3.1099999999992245e-05	9.672099999995176e-10	0.006218852284090001	-0.0435527	0.0284905	0.0008117085902500001	0.0018968376772899999	0.00287602	-0.0003498099999999999	8.2714910404e-06	1.2236703609999994e-07	0.000465545	-7.693699999999996e-05	2.16732147025e-07	5.919301968999994e-09	5.8254e-05	-0.0008704520000000001	7.576866843040002e-07	3.393528516e-09	0.0	0.0	0.0	0.0	0.0
33380.796875	-63.62890625	1114277600.0100098	4048.637710571289	23525.48046875	14.2109375	553448231.2855377	201.95074462890625	22360.728515625	47.11328125	500002179.74948496	2219.6612701416016	1.363623	21.115076	0.045828504000000006	0.1754938932	0.0736333479	0.024028673799999997	-0.018177797199999998	-0.0008344396000000001	0.144520561	0.0027635775	0.0736397025	-0.0938848987	-0.051984969900000004	-0.049975162999999996	0.0416678394	-0.10758569220000001	-0.0127179076	0.0655761493	0.0605606676	-0.1568750142	-0.0215318931	-0.062311498099999994	0.022755081899999998	-0.020903366399999998	0.0797206386	-0.1342811453	0.09045922349999999	-0.031751978	0.0706626702	-0.0062435848	0.0859762738	0.10342570960000001	0.10187093650000001	-0.0640037224	0.054013426100000005	0.030143925800000002	-0.0970866863	-0.1102677535	0.06561105769999999	-0.023377320899999998	0.1274074957	0.0416341833	-0.0627196242	-0.0163432138	-0.0140533547	0.0321433851	0.0076236121	0.0821242678	0.059756829500000004	-0.10246235050000001	0.0110694374	0.12512420859999998	0.0895418832	0.0964883959	0.0466257195	-0.0190080361	-0.0036689437	0.06382695440000001	0.09071045789999999	0.1081278926	0.0900966701	-0.1006792017	-0.08840669220000001	0.010393855799999999	-0.029915855699999997	0.1513596387	-0.0405801015	-0.0742163342	-0.0787691636	0.0302291786	0.0355516294	0.0350985937	-0.0561651924	0.17455779010000005	0.0563354458	-0.039648941800000004	-0.0290748825	0.059526982699999995	-0.099897852	0.0647869678	-0.047270032999999996	0.1007686877	0.054261160999999995	-0.0350080268	-0.119562131	0.11684670679999999	-0.0826318982	0.027306895699999997	0.0189669087	0.054398179299999995	0.0606478872	0.0759371299	-0.127173849	-0.0026711019	-0.0122545021	0.0657252191	-0.0172093573	0.0741081278	-0.0083264398	-0.0621236663	-0.042197644000000006	0.1180508675	-0.1699586637	0.026697071200000002	0.0196144658	-0.038394075699999995	0.0403704548	0.1016403646	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.0008053289999999999	-1.0540000000001156e-06	6.485547982409999e-07	1.1109160000002437e-12	0.0788485	-1.1200000000002873e-05	1.2544000000006435e-10	0.006217085952250001	-0.0274951	0.016057599999999998	0.0002578465177600001	0.0007559805240099997	0.00292003	4.401000000000014e-05	8.5265752009e-06	1.9368801000000125e-09	-1.15334e-22	-0.000465545	1.3301931556000003e-44	2.16732147025e-07	0.000143872	8.561799999999999e-05	7.330441924000001e-09	2.0699152384e-08	0.0	0.0	0.0	0.0	0.0
33446.53515625	65.73828125	1118670713.9582672	4321.5216217041025	23533.423828125	7.943359375	553822037.0741615	63.09695816040039	22428.4609375	67.732421875	503035860.0249634	4587.680973052978	1.241063	19.217285	0.12316612599999995	0.0222353793	-0.07710300889999999	-0.1293795156	0.0728129499	-0.0347435286	0.0609718904	-0.0218045958	-0.060829411500000014	-0.1310828782	-0.0017781155	0.0821335393	-0.029194979500000006	0.08214786339999999	0.1427097307	-0.0767882632	-0.0647695836	0.011511571299999999	-0.0542662317	-0.0784489057	-0.0084011842	0.0111082978	0.1851956782	-0.068244097	-0.025163493	0.0605541835	0.0852804273	0.026038273900000002	0.0056649709	0.0786485172	-0.1495523928	0.017982722	-0.0338870265	-0.0521840032	0.0675942113	0.1048238644	0.1285672894	-0.0318098456	-0.0221869617	-0.011000804599999999	-0.047141844	0.06542066860000001	0.0907854541	0.0275925437	0.09987718	-0.0087646406	-0.0613117126	-0.0133311901	-0.0154426458	0.0373534715	-0.1472411715	0.0189483846	-0.034981470699999996	-0.0316666038	-0.010749358799999999	0.0669388405	0.0195017353	0.0989294417	-0.0131535052	-0.0385929158	0.09067290539999999	-0.0201669513	-0.014635056899999999	0.0613582941	-0.14333349539999998	0.024337796800000002	0.0973227052	-0.006048306	-0.0089742222	-0.0411536634	0.1450610632	-0.059657361299999996	-0.025453439300000002	-0.0346234171	0.0597434704	-0.008714191500000001	0.1159292757	0.1387105554	-0.0087877667	0.1635350759	0.1055170949	-0.0393093327	0.046984168300000004	0.055594945599999994	0.1313324407	-0.0185903618	-0.0293083967	-0.09273791990000001	-0.0443221628	-0.0033747777	-0.010885520800000001	0.0001508098	-0.0557448926	0.031534734700000004	-0.0033452711	-0.013160773700000001	-0.0756631324	-0.1255396785	0.1122484167	0.0058769093	0.1545802619	0.069231494	0.037718922099999996	-0.0669768692	0.0931191257	-0.0293009995	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0008535049999999997	4.8175999999999825e-05	7.284707850249995e-07	2.320926975999983e-09	0.0395819	-0.0392666	0.0015418658755599998	0.0015667268076100002	-0.06984960000000001	-0.04235450000000002	0.0017939036702500015	0.0048789666201600025	0.0032853	0.00036527	1.079319609e-05	1.334221729e-07	0.000286275	0.000286275	8.1953375625e-08	8.1953375625e-08	0.000322264	0.000178392	3.1823705663999996e-08	1.03854085696e-07	0.0	0.0	0.0	0.0	0.0
33490.1015625	43.56640625	1121586902.666565	1898.031753540039	23561.001953125	27.578125	555120813.0351602	760.552978515625	22447.244140625	18.783203125	503878769.50882334	352.80871963500977	1.132013	17.528698000000002	0.06234165500000001	0.0175965369	-0.1172497719	0.0317697747	-0.0807304538	-0.08799683550000001	-0.0006962245	-0.0006960153	0.0333380578	-0.0938698689	-0.0242305633	-0.0188907411	-0.0405643945	-0.0153522573	-0.0110532394	-0.12050386619999999	-0.012902166100000001	-0.0810147272	-0.0912728981	0.010356674100000001	0.0513811305	0.0041498742	-0.021878919900000002	-0.0554636438	0.0825525153	0.1393961078	0.124157744	-0.036337548500000004	-0.0015963769	0.0290054558	0.0583222151	0.014450881	0.0119114777	-0.1364393116	0.09571116460000001	0.0249220156	0.0454259052	0.0257382237	0.0146664436	0.0211628006	0.1576293964	0.1232790715	0.1017376541	-0.1164960173	-0.0613658116	-0.1089695199	-0.0286391579	-0.16499294220000002	-0.0165070227	0.0372321545	-0.0130148859	-0.0726477631	0.024972568799999997	0.12286532210000001	0.0113472594	0.021709312400000003	0.040118751800000005	-0.0129607178	0.072771537	-0.018285004599999998	-0.018215629	-0.08860203380000001	-0.0075665021999999985	0.018484280500000002	-0.06954331650000001	-0.09464595	0.0007810253	0.0231896378	-0.0171903653	0.0621085234	-0.0115889203	-0.055223528	-0.0273438435	0.028965632999999998	0.07849846419999999	0.065383075	-0.0993188552	0.0503094042	0.0588337586	0.0867863936	0.1398798794	-0.0390345313	0.0372283578	0.0904061144	-0.09271409580000001	0.1491085462	0.1177125658	-0.0040704749	-0.1299365788	0.0545929042	0.1309644495	-0.0098815372	0.0779345559	0.022223638100000002	-0.000815117	-0.0507242535	-0.0793202154	0.0840485422	0.0766958631	0.1489437159	0.1113788276	0.11178466769999999	0.0117667432	0.1082717891	0.031245875099999997	-0.018098158899999998	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.0008939599999999999	4.0455000000000106e-05	7.991644815999997e-07	1.6366070250000094e-09	0.0546742	0.015092299999999998	0.00022777751928999991	0.00298926814564	-0.0792076	-0.009357999999999991	8.757216399999984e-05	0.00627384389776	0.00298124	-0.00030406000000000015	8.8877919376e-06	9.245248360000004e-08	0.00043909	0.000152815	1.928000281e-07	2.3352424225e-08	0.000622407	0.00030014299999999995	9.008582044899998e-08	3.873904736489999e-07	0.0	0.0	0.0	0.0	0.0
33543.234375	53.1328125	1125148572.3361816	2823.0957641601562	23553.61328125	-7.388671875	554772698.6026764	54.59247207641602	22417.615234375	-29.62890625	502549472.79648215	877.8720855712891	1.131867	17.52644	0.109846246	-0.07249812580000001	-0.026095302799999998	-0.039358235899999996	0.0704761241	-0.055258145300000006	-0.0367757458	0.036889828300000004	0.0882996432	-0.0024334339000000003	-0.11601062029999999	0.0337276969	0.0143697872	0.0485465584	-0.0399030987	0.0889770847	-0.0173250743	-0.0677515764	0.0767167451	-0.049133749299999994	0.1685279741	-0.0977508112	0.1290660686	0.0242457238	-0.07260820309999999	0.19317829079999999	0.0070995695999999985	-0.020348403799999998	-0.1014203675	-0.1608201535	0.024059926699999998	-0.14368469609999998	0.018363952	0.0852139708	-0.08161373400000001	-0.0350132093	-0.024392906000000002	0.0293831573	-0.11356045039999994	-0.0569391312	0.0785265817	-0.0522090429	0.1142570718	0.0129123949	-0.0748664499	-0.1353553608	0.0693533919	0.007812500699999999	-0.1252212668	-0.0558066148	-0.030943571899999998	-0.046037067599999995	-0.0538853626	-0.1466984131	0.0166520247	0.1145333209	0.1063531554	0.0021828034	0.0019903723	-0.0054810777	0.0538653785	-0.0563220565	0.0285570005	0.0530120021	0.0316205179	-0.12385665779999999	-0.0366259714	-0.0555347595	0.0027094078000000003	-0.0651811534	-0.0592122417	0.10366007099999999	0.029042899900000002	0.1098278548	-0.0617303767	0.0146883632	0.0872416708	0.0326468278	0.1348338919	0.1323461567	0.08434292410000001	0.10920408359999999	0.12347948060000001	-0.12255343769999999	-0.059111310800000004	0.0766662615	-0.1144105957	0.0700708538	0.0662376608	0.013161409399999999	0.0765650828	0.044637166900000004	-0.044554620999999996	-0.1325723074	0.1245272818	-0.0032331658000000004	0.0660874301	0.1710697596	-0.0168901303	0.0573432621	-0.006587444499999999	-0.15319299050000001	-0.0171797878	0.0187272851	-0.0312160972	-0.12638156849999999	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	0.000805884	-8.807599999999987e-05	6.49449021456e-07	7.757381775999977e-09	0.0965178	0.041843599999999995	0.0017508868609600002	0.00931568571684	-0.0590842	0.02012340000000001	0.00040495122756000027	0.0034909426896399995	0.00272317	-0.00025807	7.4156548489e-06	6.66001249e-08	8.015359999999999e-05	-0.0003589364	6.4245995929599975e-09	1.2883533924495998e-07	0.00028359	-0.00033881699999999994	1.1479695948899994e-07	8.042328810000001e-08	0.0	0.0	0.0	0.0	0.0
